English,Manx
TYNWALD COURT,
"ST JOHN’S, 5th July, 1907.",
ABSTRACT,
OF,
ACT FOR PROMULGATION,
"Printed by Authority by Brown & Sons, Limited, “Times” Buildings, Douglas.",
"THE INQUEST OF DEATH AMENDMENT ACT, 1907.",SLATTYS BRIAGHT VAAISH (CAGHLAA) NUY CHEEAD YEIG AS SHIAGHT.
An Act for amending the Law as to taking Inquests of Death by doing away with the necessity for Jurors viewing the Body of the Deceased.,Slattys dy caghlaa yn Leigh son goaill Briaghtyn Vaaish liorish gheddyn ass-y-raad yn egin son deiney-vingagh cur Shilley er yn Chorp marroo.
"     SECTION 4 provides that it shall not be necessary for jurors to view the body of deceased at an inquest,msave as hereinafter specified.","TA’N chiarroo ayrn kiarail dy nagh bee ymmyrchagh son deiney-vingagh dy chur shilley er yn chorp marroo ec briaght, er-lhimmey myr enmyssit ny lurg ayns shoh."
"     The Act also provides that it before or whilst holding an inquest the Coroner of Inquests shall view the body of the deceased, and that he Coroner may, if he thinks it advisable, and when a majority of jurors desire it, issue an order that the jurors shall, in his presence, view the body of the deceased. A penalty is imposed upon jurors failing to comply with such order. ","     Ta’n Slattys myrgeddin kiarail dy hee yn Toshiaght-joarrey yn chorp marroo, as dy vod yn Toshiaght-joarrey, my nee eh smooinaghtyn ny te cooie, as raad te yeearreeit liorish yn chooid smoo ny deiney-vingagh, cur magh oardagh dy hee ny deiney-vingagh yn chorp marroo ayns nionenish echey. Ta coyrt keesh-quaiyl er deiney-vingagh nagh vel cur geill da lheid yn oardagh. "
"The words “and upon view of the “body of the deceased” in section 5 of an Act passed in the year 1852, intitled [sic] “An Act to transfer the power of taking Inquests of “Death and to vest the same in a Coroner for the Island,” are repealed.","Ta currit dy lhiattee ny focklyn “as er shilley’n chorp marroo” ’sy wheiggoo ayrn jeh Slattys jeh’n vleeaney hoght cheead yeig ghaa-yeig as daeed, enmyssit “Slattys dy livrey harrish yn phooar dy ghoaill Briaghtyn Vaaish as dy chur ny “lheid ayns phooar jeh Toshiaght-joarree son yn Ellan.”"
" The Royal assent to this Act was given by his Majesty in Council, at the Court at Buckingham Palace, on the first day of June, 1907.","Va’n coardail Reeoil gys yn Slattys shoh currit Liorish E Ard Ooashley ayns Coonseil ec y Quaiyl yn Plaaae Buckingham er yn chied laa, jeh’n cheyoo vee,  feedoo laa jeh yn quiegoo vee jeh nuy cheead yeig as shiaght (1907)."
