Manx,English
"O VAASE ! cre’n reill t’ayd er sheelnaue, ","O, Death! What a rule you have over mankind,"
"Nagh vel sparail banglane ny fraue, ","That spares not branch or root,"
     Gyn geill da aeg ny shenn ; ,     No heed for young or old;
"Nagh leah t’ou cummey'n seihll caghlaa, ","Do you not hold the changing world fast,"
Nagh leah t’ou dooinney reesht chyndaa,Do you not soon return man again
     Dy ve ny ooir as joan.,     To be earth and dust.
Nagh faggys haink eh da nyn gree,Did he not come near to our heart
"Dv smooinaghtyn dy scarrey ree,","To consider separating from it,"
     D'agail ee ayns yn ooir : ,     To leave it in the earth :
Cre’n foddeeaght gow orrin greme,What longing took a grip upon us
Ren doostey slane nyn ennagtnyn,That fully woke our feelings
     Lesh jeeaghyn er yn ooir.,    By looking at the soil.
Agh JEE t'er n’yannoo goll-rish hene,But GOD has made it like himself
"Nagh daag yn annym ayns e feme,","Did he not leave the soul in need of him,"
     Ren huggey ish chyndaa;,     Therefore she returned to him
"E feme va hoshiaght soilshit jee,",Her need was first explained to it
"As eisht lesh boggey, graih, as shee,","And then with joy, love and peace"
     Nee e cree er ny caghlaa.,     Her heart will be changed.
E Annym maynrey myr shoh va,Her happy soul like this was 
Farkiaght er-son y vaynrys bra,Waiting for the eternal happiness
     Ta ayns kionfenish YEE ; ,     That is in the presence of GOD;
Eisht haink y chaghter ren livrey,"Then the messenger came that delivered,"
Hug lesh yn annym thie gys fea,Brought the soul home to rest
     As boggey Flaunyssee. ,     And Heavenly joy.
Cha vel nyn drimshey gyn treishteil,Our sadness is not without hope

Yn annym maynrey reesht veeteil,Of meeting the happy soul again 
     Fenish yn TREE UNNANE ; ,     A witness of the Trinity;
Coyrt gloyr as ooashley son dy bra,Bringing glory and praise for ever
"Da'n OOILLEY-NIARTAL va, as ta,","To the ALMIGHTY that was, and is,"
     As vees dy bragh ermayrn.,     And will be ever after.
Tra ta mee gys yn Oaie chyndaa,When I am returning to the grave
"As farkiaght foddey son coraa,","And waiting long for a voice,"
     Cha vel ee cur ansoor; ,"     She does not give an answer,"
"Eisht smooinaghtyn er traa t’ersooyll,",Then (I’m) thinking about times that are gone
"Agh nish t’ee follit veih my hooill, ","But now she is hidden from my eye,"
     As neesht chyndaait gys ooir. ,     And now returned to the earth.
My chree ta lane dy foddeeaght ,My heart that is full of longing
"Ny-yeih lesh meenid nee'm farkiaght,",Nevertheless I will wait with patience
     Son traa ta foast ry-heet; ,     For a time that is yet to come;
"Traa nee'm meeteil ee ass-y-noa, ","When I will meet her anew,"
Raad nagh vel baase agh beaynid bra,Where death is only an eternal immortality
     As maynrey as casherick. ,"     And happy, and holy."
,The happy Soul that used to be
Yn Annym maynrey bollagh ve,camping in the house of clay
Cabbaney ayns y thie dy chray,     Is now turned to dust;
     Ta nish chyndait gys joan ;,She bends before the throne
T’ee crommey roish y stoyl-reeoil ,Forever giving glory to the glorious God
Dy bragh cur gloyr da’n JEE gloyroil,     In the happiness of a day without end.
     Ayns maynrys laa dyn kione.,
