Manx,English,Notes
YN ARRANE-CAGGEE-ANMORMONAGH.[1],THE ANTI-MORMON WARSONG,"[1] The Church of Jesus Christ of the Latter Day Saints, also known as the Mormons, was established in the state of New York in 1830. The first Mormon mission to the Isle of Man took place in 1840. Converts were encouraged to emigrate to Mormon settlements in Missouri, and later Utah. As full immersion baptism is a Mormon ritual they were called ‘dippers’, a nickname also given to Baptists."
(Carr Poylagh.),(Tune; Poylagh),
Trog erriu gheiney dagh unnane jiu ,"Rise up men, every one of you",
     Irree shiu phobble lesh laue as cree ! ,     Rise  people with hand and heart!,
"Prow-jee ’n irriney ’n eilley cur miu, ","Test ye the truth, put the armour about you,",
     Yn Vormonaght shoh seose astyr-jee !,     Root out this Mormonism!,
LUNAG[2].,CHORUS.,"[2] Lunnag— not found elsewhere in the Manx corpus, but has a cognate in Scottish Gaelic: —    luinneag -eig, -an, sf Song, ditty. 2 Chorus. 3 Burden of a song. 4 Gaelic song or catch. 5 Bob. 6* Mournful voice or sound. Luinneag luaidh, a poetical panegyric.” (Illustrated Gaelic-English Dictionary, Dwelly E)."
Bee shoh yn chowrey ’n irriney freill’ ,This will be the sign of the truth that will keep,
"     Trog erriu! trog erriu! marran cur mow, ","     Rise up! Rise up! Wipe out a mistake,",
"Stroie-jee yn ribbey shoh voish y theihll,","Wipe out this snare from the world,",
     Trog erriu! trog erriu! stroie ee n’vud eu. ,     Rise up! Rise up! Destroy it among you,
"Tousaneyn mollit gaccan t'ad hiu, ","Thousands tricked, they complain to you,",
      Tousaneyn cleaynit fodd’ foddey voin ; ,"      Thousands drawn far, far from us;",
"Eisht-jee roo chaarjyn, coonee-jee lhieu ","Listen to them friends, help them",
     Seose!  Anvormonyn vrish yn laa mooin! ,     Up! Anti-mormons the day broke around us!,
LUNAG. ,CHORUS,
"Gow-jee yn gherchah ain dy tappee, ","Take our consolation quickly,",
"     Trog erriu ! trog erriu ! dagh unnane jiu, ","     Rise up! rise up! every one of you,",
"Cooney cur jee daue. livrer n’ cappee, ","Give them help. Release the captives,",
     Trog erriu ! trog erriu ! ooilley nane eu!,Rise up! rise up! Every one of you!,
"Clasht-jee! O phobble, bee shoh nyn g'rail, ","Hark ye! O people, this will be your plan,",
     Yn farchredjue shoh cur-jee’r dyn-bree ; ,     Incapacitate this heresey;,
Nagh bee shiu cleaynit jean dagh fer prayll,So that you won’t be inclined everyone pray,
    Dooisht shiu! O ghooisht shiu ny caddil-jee !,"     Wake up! O wake ye, do not sleep!",
LUNAG.,CHORUS.,
"Bee-jee ’r nyn dwoaie. jeh Mormon k'rail gow, ","Be on your guard. Be careful of any Mormon,",
    Trog erriu ! trog erriu!  vraar'ghyn nychione ! ,     Rise up! rise up! brothers in the lead !,
"Bee shin myr raue dy haghney y ghaue, ","We shall be (as) a warning to avoid the danger,",
     Trog erriu ! trog  erriu ! bee-jee'r nyn veoyn.,     Rise up! rise up! be upon your destiny.,
"Ooilley saghrynys-credjue cur veue, ","Reject all wayward doctrine,",
"     Shiuish keayrt meleeidit, tar-jee n’vud ain;","     You, who were one misled, come amongst us;",
"Lhig da 'n irrinys kinjagh ’ve eu,","Let the yourselves have the constant truth,",
     'S jeeragh yn chaggey cosney nee main.,     How straightforwardly we will win the battle.,
LUNAG.,CHORUS.,
"Ersooyl shaghrynys ! harrish y cheayn, ","Away deviation! over the sea,",
"     Trog erriu ! trog erriu ! dagh unnane jiu,","     Rise up! rise up! every one of you,",
"'S veih shoh gyn arragh y ve nyn gleayn, ","And from now never more to be our delusion,",
     Trog erriu ! trog erriu ! ooilley nane eu. ,     Rise up! rise up! Every one of you.,
,,
,,
,,
,,
,,
,,
