Manx,English,Notes
YN,THE,
"CARVAL,","NEW CARVAL,",
NOA ER STAID,ON THE Insecure,
Niauhickyr yn Peccagh as,STATE of the Sinner and,
MYR GEDDYN GERJAGH DA’N,ALSO CONSOLATION FOR THE,
PECCAGH ARRYSAGH,REPENTFUL SINNER,
Prentit ayns y Vlein 1783.,Printed in the Year 1783.,
CARVAL RAUEAGH.,A WARNING CARVAL.,
"1. MYR va mee smooinaghtyn dy dowin er jee,","1.  As I was thinking deeply about god,",
"Honnick mee dy row peccah feer eajee,","I saw that sin was truly loathsome, [1]",[1] Honnick mee dy row peccah feer eajee] Mona’s Herald 10.02.1889 gives [Honnick mee dy row peccah feer eajee].
"Ta shin nish faagit sy vagher foshlit feayn,","We are now left in the wide open field,",
O less my chargjn cren staid treie ta sin ayn.,"Alas,[2] my friends, what a miserable state we are in.",[2] O less] Mona’s Herald 10.02.1889 gives [Aless!].
"2. O cre cha arloo ta shin my vraaraghyn,","2.  O how ready are we my brothers,",
My ta shin fagit gys y chooney treie ain hene;,If we are left to our own miserable help;,
"Dy roih ersooyl lesh peccah as gys baase,","To run away towards sin and to death,",
Goll lest y thooilley as tregaile jee ny grayse.,Going with the flood[3] and adandoning the god of grace.,"[3] lest y thooilley] — [lest] here is evidently a typo for [lesh] — as in Mona’s Herald 10.02.1899 and Moore, 1891. The word [lesh] can mean ‘towards’, but in the context of being driven by floods, tides, winds, currents, etc. it means ‘with’, or ‘by’. [Thooilley] is translated as ‘throng’ in Moore 1891."
"3. Corle verryms diu ooilley shouish ta aig,","3. A (piece of) advice I will give to all of you who are young,",
Ta agynagh dy chummall mie nyn staid,"Who are willing to keep good your state,",
"Gleck shu noi’n eill noi peccah as fardaill,","(Who) Wrestle against the flesh, against sin and folly,[4]","[4] Moore 1891 gives [fendail] instead of [fardail] and in this line, and vice-versa in the following line."
S. my nee shu tuittym eeie shu gys nyn fendaile.,"And[5] if you fall, call out to your defence.[6]","[5] S.] here taken to be a contraction of [As]. Missing from Mona’s Herald 10.02.1899.
[6] eeie shu gys nyn fendaile] ‘call unto your defence’. [fendeilys] is used elsewhere in the corpus for ‘defence’. Moore 1891 gives [eie shiu gys nyn fardail] (with ‘fardaill’ clearly an error for [fendei]) and give the tranlation ‘to your Protector fly’."
"4. She Creest nyn Jarn chionnee shin veih tortmou,","4. It is Christ our Lord who redeemed us from destruction,",
"Chea jee veih peccah myr veih eaddyn ardniau,","Flee from sin as from the den of the snake,[7]",[7] eaddyn ardniau] [edd yn ardnieu] ‘the den of the snake’ perhaps a reference to Isaiah 11.8. Moore 1891 gives [eddin ardnieu] ‘a serpant’s face’.
"Roih shu veih peccah myr roih-agh shu veih aile,","Run from sin as you would run from fire, [8]","[8] Chea jee] ‘Flee’ and [Roih shu] ‘Run’ the first with the imperative plural marker [jee], the second with [shu] [shiu]. In Mona’s Herald 10.02.1889 this is [Chea shiu] and [Roie shiu]."
Son tan vea shoh soilit myr smaill huittagh jeh cainle.,For this life is compared unto a spark that would fall[9] from a candle.,[9] huittagh] ‘would fall’ — this word omitted from Mona’s Herald 10.02.1889 and Moore 1891.
-3,-3,
5. Tra ta’n vea sho cha giare my charjyn deyre,5. When this life is so short my dear friends,
Te gaglagh me lesh attym as lesh craa;,It frightens me with terror and with trembling;,
"Agh uss my charrey teg aish ayns dy pheccaghyn,","But you, my friend, who is at ease in your sins,",
O less O less O treie cre’n staid tow ayn.,"Alas, Alas, O wretch, what a state you are in!",
"6. Jean oo tannaghtyn foe corree vooar y chiarn,",6. Will you remain beneath the lords’s great anger?,
"As gimmeeagh ayns broid dy pheccaghyn,",And depart[10] in the filth of your sins?,"[10] gimmeeagh] [gimmeeaght]  ‘going’, ‘proceeding’, also used in the sense of ‘departing’. Here it is taken to carry the meaning of ‘passing away’ or ‘dying’, for which [partail] ‘departing’ is the more common choice. An alternative interpretation is ‘proceeding’."
"Mannagh jyndaa oo veih’n Jouyl s’y raad niauglen,","Unless you turn from the Devil and his impure way,",
Be’n cronney ayd ayns torchagh dy bragh beayn.,Your fate will be in everlasting torture.,
7. She’n Jouyl Ehene va hoshagh moir yn olk,7. It is the Devil Himself who was the source of evil[11],[11] moir yn olk] literally ‘the mother of evil’ — [moir] can also mean ‘source’. Mona’s Herald 10.02.1889 and Moore 1891 give  [ayr yn olk] ‘the father of all ill’ (perhaps because the meaning of ‘source’ for [moir] was by then lost?).
"Harn E Lesh anmeeyn dy horchagh ad,","He drew souls towards him[12] to torture them,","[12] Harn E Lesh] [Hayrn Eh Lesh] — here taken to mean ‘he drew towards him’. An alternative reading would be ‘he brought, drawing’. Moore 1891 gives ‘alluring’."
"Spyrryd niaughlen cys tow er volley’n seyle,","Unclean Spirit how you have deceived the world,",
She niurin heese ta’r nirree seose dy whaile.,It is Hell below that has risen up to meet you.,
"8. Brimstone as aile trimshey angaish as peean,","Brimstone and fire, sadness, anguish and pain,",
"Niurin veih heese tar vooadaghey ee hene,","Hell from below that has enlarged itself,",
"Dy heet dy whaile O Lucifer ren craa,","To meet you, O Lucifer! who shook,",
Ny hashoonyn agh tow hene Jeeit moie dy bra.,The nations but you yourself are shut out (condemned) for ever.,
9. As she in Jouyl ta miolagh sleih gys olk,9. And it is the Devil that tempts people to evil,
Wheeleein as ver geill da te dy violagh ad;,"All those who[13] pay heed to him, he tempts them;","[13] Wheeleein as] [Whilleen as] ‘As many as’, ‘All those who’. Mona’s Herald 02.10.1889 gives [wheesh] ‘so much’, ‘as much’ here."
"O cre cha mennick as te goll mygeayrt y mooin,","O how frequently he goes around about us,",
S gialdyn ryddyn-mooarey nagh vel veg jeu lesh hene.,"And promises great things, none of which he owns.",
-4,-4,
"10. Violee E ahab dy creck E hene son faill,","10. He tempted Ahab to sell himself for hire,",
Hug er ghoall corle y heshey Jessebel;,Made him take the advice of his spouse Jezebel;,
"O treie va E staid ayns marroo y naboo,","O how miserable was his state in the killing of his neighbour,",
Sharvantyn failt teg y Jouyl sy laa tayn Jiu.,The Devil has hired servants unto this day.[14],[14] sy laa tayn Jiu] [sy laa t’ayn jiu] here taken as a variation of [gys y laa t’ayn jiu] ‘unto this day’.
"11. Te gra rish fer goll as te Jannoo shin,","11. He tells one to go and he does that,",
"Gr rish fer elley goll er shagheryn,","Tells another to go astray,",
"Gra rish fer geid as te dy yannoo E,","Tells[15] one to steal and he does it,",[15] Gr] [Gra]
Yn looder cadjin as yn breagerey.,The common swearer and the liar.,
"12. O vishtallee nagh vel traa diu Chyndaa,","12. O, drunkards, have you not time to change (your ways)?",
"As neesht Chraidoilee gyn jummal weesh nyn draa,","And also, scorners, without wasting so much of your time,",
"O varderee ta tannaghtyn niaughlen,","O adulterers, who remain unclean,",
Nagh vel ard tra diu fagaill nyn beccaghyn.,Is it not high-time for you to leave your sins?,
"13. Dy Chooilley naane ta tannaghtyn ayns olk,","13. Every one who remains in sin,",
She’n Jouyle nyn minshtyr eish cre’n cosney tock;,"The Devil is their master, therefore what gain do they have?",
"Niurin nyn gronney as nyn Eiraght braa,","Hell is their fate and their eternal Inheritance,",
Dy Chooilley naane nagh Jean veih olk Chyndaa.,Every one that will not turn from evil.,
14 Cur jee my ner shiush ooilley shen as aig,"14. Behold, all of you, young and old,",
Cys ta yn seyle Er Lheeiney trooid Lesh craid;,How the world has filled through with scorn;,
"Cha gow ad corle cha gow ad gys nyn gree,","They will not take advice, will not take (it) to their hearts,",
