Manx,English,Notes
Blein hoght cheead jeig. ghaa-yeig as daeed,The year eighteen hundred and fifty-two,
Va’n atchim shoh nagh bione dooin lheid ;,Occurred such a disaster as we have not known before;,
"Nuy deiney as feed dy jeean va stroit,","Nine and twenty men were suddenly destroyed,",
Lesh aile as poodyr feer doaltat.,By an explosion of powder.[1],[1] A closer translation of this line would be; “By fire from powder very suddenly’ (It is likely here that ‘as’ is in fact Nelson’s spelling for ‘ass’.)
"Brig “LILY” v’ee voish Liverpool,","The brig “LILY” had come from Liverpool,",
Dys Africa v’ee kiarit goll:,And had intended to go to Africa;,
"Agh sterrym mooar ren geiyrt ee chionn,",But a great storm overtook her.,
Stiagh er yn ellan Kitterland.,Driving her in on the island of Kitterland.[2] ,"[2] A closer translation of this verse would be; “She was the Brig ‘Lily’ from Liverpool, To Africa she was intended to go, But a big storm drove her fast in onto the island of Kitterland.”"
Ny deiney shoh va loayrit roo,These men had been spoken to ,
Son dy hauail yn brig as stoo;,To save the brig and cargo ;,
"Agh roish va traa oc hauail veg,","But before they had time to save anything,",
Hie brig as deiney seose jeh’n chreg,The brig and men went up off the rock.,
"Lane poodyr v’ayn-jee, ta ain baght ; ","There was much powder on board, we understand;",
Haare aer as aile[3] (shen ren yn cragh),"The gas took fire (that made the crash), ",[3] Haare aer as aile] It is likely here that ‘as’ is in fact Nelson’s spelling for ‘ass’ (‘from’) – ‘Gas caught (ignited) from a fire’.
"As trome va’n atchim, chaarjyn deyr,","And heavy was the shock, dear friends,",
Tra hrog yn bodjal seose ’syn aer.,When the cloud [of smoke] rose up in the air.,
Agh lhig dooin goaill nish baght jeh shoh.,And now let us take notice of this.,
Cre’n mirril mooar dy row FER BIO;,What a great wonder; there was one man alive,
As ga dy row yn chragh cha dewil.[4],Although the crash was so severe.,"[4] This line is illegible in the original manuscript and is taken from the version printed in the  Isle of Man Examiner, Saturday, February 04 - March 04, 1899; Page: 6."
V’eh myr banglane sauit as yn aile.,He was as a branch saved from the fire.,
