English,Manx
TYNWALD,
"ST JOHN’S, 5th July, 1944.",
,
ABSTRACTS,
OF,
ACTS FOR PROMULGATION,
,
Wt. E.1703.—150/6/44.,
"Printed (By Authority) by I.O.M. Examiner Ltd, Hill Street, Douglas",
Abstracts of Acts of Tynwald,
"1.—The Tree Planting Act, 1943.","1.— Yn Slattys Soie Biljyn, Nuy cheead yeig, tree as daeed."
The object and purport of this Act is to restrict the cutting down of trees without the approval of the Forestry Board.,Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiettal giarey sheese biljyn gyn cordail y Voayrd Keylley.
2.—The House of Keys and Public Authorities Act 1943.,"2.—Yn Slattys Reih yn Kiare as Feed as Buird Theayagh, Nuy cheead yeig, tree as daeed."
The object and purport of this Act is to provide for absent members of local authorities and the appointment of chairmen.,     Ta’n aigney as y chooish jeh’n Slattys shoh dy chiarail son olteynyn assaaragh jeh buird ynnydagh as pointeil ardhoiederyn.
"3.— The Rent and Mortgage Interest (Restrictions) Act, 1943.","3.— Yn Slattys Mayll as Use er Gioalteeaghtyn (Teoraghyn), Nuy cheead yeig tree as daeed."
The object and purport of this Act is to extend the powers of the Court as to Orders for possession.,Ta’n aigney as y chooish jeh’n Slattys shoh dy lheeadaghey pooaraghyn y quaiyl bentyn da Oardaghyn son cur seose tannystys.
"4.—The Income Tax Appropriation (No. 2) Act, 1943.","4.—Yn Slattys Keeish Cosney-Vleeanagh Cur-ry-Lhiattee (Earoo Jees), Nuy cheead yeig, tree as daeed."
The object and purport of this Act is to provide for a loan from the Income Tax Fund to His Majesty’s Government free of interest.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chiarail son eeasaght seyr veih use ass Stoyr Keesh Cosney-Vleeanagh gys Kionnoortys e Ard-Ooashley.
"5.— The Pensions (Meritorious Service) Act, 1943.","5.— Yn Slattys Toyrtyn (Shirveish Toilchinagh), Nuy cheead yeig, tree as daeed."
The object and purport of this Act is to enable Tynwald on the recommendation of the Governor to grant certain pensions.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chur pooar da Tinvaal dy ghiootal toyrtyn er-lheh er coyrle yn Chiannoort.
