Manx,English,Notes
"Jesarn chaie, va mee ayns Balley chashtal, as hug mee shilley (myr ta cliaghtey lhiam) er yn chapp-lioar Droghad, ec Alan Pickard, ayns Straid Chairbre. Chionnee me[e] recoyrtys noa enmyssit “Renaissance of the Celtic Harp,” ny “Aa-ruggyr ny Cruit,”[1] lesh kiaulleeaght liorish Alan Stivell, voish Bretaan, ayns y Rank. S’aalin yn recoyrtys shoh, lesh kiaulleeaght voish Bretaan er y derrey lhiattee[2] as voish yn Ghaeltaght (goaill stiagh yn Erin, yn Albin, as Mannin) er y lhiattee elley. Ta un arrane voish Mannin er.","Last Saturday, I was in Castletown, and I visited (as is a habit with me) Alan Pickard’s Bridge bookshop, in Arbory Street. I bought a new recording called “Renaissance of the Celtic Harp,” with music by Alan Stivell, from Brittany, in France. How beautiful this recording is, with music from Britanny on one side and from Gaeldom (including Ireland, Scotland and Mann) on the other side. There is one song from the Isle of Man on it.","[1] Aa-ruggey ny Cruit] the first element [Aa-ruggey] is evidently ‘Rebirth’ / ‘Renaissance’, see’ [aavioaghey] / [ruggyr reesht]. [ny Cruit], is evidently ‘of the harp’. See [krŵit] ‘harp’ in Philips’ Book of Pslams, see also  [claasagh]. 
[2] lhiattee] ‘side’, usually used for the ‘side’ of a mountain, or body or in phrases such as [rish lhiattee] ‘aside’ ‘to one side’. See also [er çheu elley], [er y laue elley].
"
"     Nish, t’eh foym dy haggloo mychione yn clattys argidoil noa ayns Sostyn, as yn olt scammyltagh 40. Ta mooarane dy voghtanys goll er loayrt mychione yn clattys shoh, as ta ram colloo[gh]yn cheet rish ayns ny pabyryn-naight as adsyn[3] neuchiart as sou-cheeayllagh[4]. Lhig dooin, myr shen, jeeaghyn er yn clattys.","     Now, I intend to talk about the new financial act in England, and the infamous clause 40. There is great deal of rubbish being spoken about this act, and there are many columns appearing in the newspapers and they are incorrect and foolish. Let us, therefore, look at the act.","[3] as adsyn] ‘and they are’ (usage peculiar to late 20th century). 
[4] sou-cheeayllagh] evidently, ‘foolish’, formed with the negative prefix [sou] from [sou-aigney] ‘discontent’ and [keeaylagh] ‘prudent’, ‘reasonable’. "
"     “40 (1) Er-lhimmey myr reaghit ayns ynnyd elley ayns shoh; bee peiagh nagh vel ny vun-ashoonagh[5] jeh’n Reeriaght Unnaneysit ec traa erbee (ayns y rheynn shoh enmyssit “yn traa cairagh”) er ny ghellal, son yn Ayrn shoh jeh’n Clattys, myr v’eh ny vun-ashoonagh jeh’n Reeriaght Unnaneysit ec y traa cairagh, my:","     “40 (1) Except as otherwise provided, a person not domiciled in the United Kingdom at any time (in this section referred to as “the relevant time”) shall be treated for the purposes of this Part of the Act, as domiciled in the United Kingdom at the relevant time, if—","[5] ny vun-ashoonagh] evidently ‘a national’, ‘a subject’ or ‘a citizen’. See also [ashoonagh] ‘an individual of a nation’, also;  [cummaltagh] ‘resident’, ‘domiciled person’."
(a)  V’eh ny vun-ashoonagh jeh’n Reeriaght Unnaneysit ec traa erbee cheusthie tree bleantyn dy jeeragh roish yn traa cairagh; ny,(a) he was domiciled in the United Kingdom on or after 10th December 1974 and within the three years immediately preceding the relevant time; or,
(b)  V’eh cummal ayns y Reeriaght Unnaneysit (rere keeayl ny slattysyn Keesh Cheet-Stiagh) ayns gyn sloo na shiaght shiaght-jeig jeh’n feed blein keeshey goaill jeerey er vlein keeshey aynjee ta’n traa cairagh; ny,(b) he was resident in the United Kingdom on or after 10th December 1974 and in not less than seventeen of the twenty years of assessment ending with the year of assessment in which the relevant time falls; or,
"(c)  Neayr’s 12 Mee Houney 1974, t’eh er jeet dy ve, as er dannaghtyn ny vun-ashoonagh ayns ny h-Ellanyn as, dy jeeragh roish my daink eh dy ve ny vun-ashoonagh ayns shen, v’eh ny vun-ashoonagh ayns y Reeriaght Unnaneysit.","(c) he has, since 10th December 1974, become and has remained domiciled in the Islands and, immediately before becoming domiciled there, he was domiciled in the United Kingdom.",
,,
"(2)  Ayns yn Ayrn shoh, ta “ny h-Ellanyn” cheet er ny h-Ellanyn Ammyr as Ellan Vannin.”",(2) In this section “the Islands” means the Channel Islands and the Isle of Man.,
T’eh aashagh as neu-chramp tra ta shiu jeeaghyn er ec-y-hoshiaght [sic] agh ta ymmoddee doilleeidyn cheet rish lurg ronsaghey ny sodjey. Son sampleyr:,"It is easy and uncomplicated when you look at it at first, but there are many difficulties appearing after researching further. For example:",
"(a) My vees leighder cordail dy ve Jeantagh jeh Chymmey, fo leigh Sostnagh, shegin da eeck yn keesh rish ny Sostnee. Agh my vees eh jannoo eh shoh, bee yn jannoo shoh anleighalagh ayns Mannin, as foddee yn sleih-foays shual eh. As mannagh vees eh geeck yn keesh, t’eh anleighalagh ayns Sostyn, as yn nah cheayrt dy jed eh gys Sostyn, foddee ny Sostnee shual eh ayns Sostyn.","(a) if a lawyer agrees to be an executor of a will, under English Law, he must pay the tax to the English. But if he does this, this action will be illegal in the Isle of Man, and the beneficiaries will be able to sue him. And unless he pays the tax, it is illegal in England, and the next time he goes to England, the English can sue him in England.",
