Manx,English,Notes
Doberan Chengey-Ny-Mayrey Ellan Vannin.,A Lament for the Mother Tongue of the Isle of Man,
"Myr va mee my-lomarcan troaylt harrish Sniaul, ","As I was alone travelling over Snaefell,",
Tra va’ yn coleayrtys y hayrn,When the twighlight was drawing,
"E coamyrey harrish cheu Vannin jeh'n theihl,","Her clothing over the Manx side of the world,",
As Dooghys cur biallys da’n Chiarn.,And Nature obeying the Lord.,
"Dy choodaghey ’n seihl lesh cloagey yn oie, ","To cover the world with the cloak of night,",
As aaish y chur lesh gys sheelnaue ,"And to bring rest to mankind,",
"Veih boiraghyn seihltagh as laboraght croie, ","From worldly troubles and hard labour,",
As ooilley cretooryn E laue. ,And all the creatures of His hand.,
"Myr shoh va mee fagit dou hene er y clieau, ","Like this I was left to myself on the mountain,",
"Fegooish nhee dy heshiaght erbee,","Without any company at all,",
Dy gobberan harish dagh vooirey as strieu,To mourn over every worry and strife,
Ta seeaghney Mannin-my-chree; ,That sorrows my beloved Mannin;,
"Tra honnick me ben vough, ayns coamyrey glass, ","When I saw a poor woman, in pale grey clothing,",
"Cheet my-whail ny mastey yn freeagh, ","Coming towards me amongst the heather,",
"Lesh ooilley mygeayrt-y-moie[1] frytlagh as rass, ","With all around her ragged and coming undone,",[1] mygeayrt-y-moie—mygeayrt-y-mo’ee
As roie myr dy beagh ee er-keeagh ! ,And running as if she were in a rage !,
"Va my chree er ny ghleayshaghey ayns my cheusthie, ","My heart was moved inside me,",
Tra honnick mee stayd yn cretoor; ,When I saw the state of the creature;,
Son ec y chied hylley jee honnick mee mie ,For at the first sight of her I saw well,
Dy row ee er dhuttym[2] veih pooar. ,That she had fallen from power.,[2] dhuttym—duittym
"Tra haink ee ny sniassey[3] dou, cheayl mee ee gra","When she came closer to me, I heard her say-",[3] sniassey—sniessey
"“Ogh, ogh! ta my heaghyn dy trome, ","“Oh! oh! my sorrows are heavy,",
"Myr shoh dy ve scarrt veih sheelnaue son dy braa, ","To be separated like this from mankind forever,",
Gys duinid shenn Traa dy gholl roym.” ,Unto the depths of ancient time that is before me.”,
Va yn ushag veg raiee[4] goll ro-ee gys yn crouw ; ,The little red bird was going on her way to the bush ;,[4] raiee—ruy—reference to the traditional Manx lullaby ‘Ushag Veg Ruy’.
Va ny gheayin gys nyn moiraghyn roie; ,The lambs were running to their mothers;,
"Va yn oie er yn aarkey, lesh cochaslys grouw","The night was upon the ocean, with her gloomy look",
Dy gastey cheet veih yn niar-hwoaie; ,Coming nimbly from the North-East;,
Va fainagh ny ghrainey er n’eiyrt harrish oirr,The chariot of the sun had been driven over the edge,
Ny farkaghyn dowin yn sheer-ass; ,Of the deep ocean of the South-West;,
Va yn eayst ayns yn shiar er n’irree ayns gloyr; ,The moon in the East had risen in glory;,
"Va yn sheer ayns y coamyrey glass,","The West was in her pale grey clothing,",
