Manx,English,Diplomatic
Neayr’s Laa yn Phoosey.,Since the Wedding Day.,Near as laa yn poosey
     “Cre choud as ta shiu er ve ny lhie ayns shoh. Venainshter B?”      ,"     “How long have you been lying here, Mrs B?”",Cre houd as tha shiu er ve ny lhie ayns shoh. Ven anshter B. 
"     Va’n fockle shoh loayrit  rish shenn ven, va er ve rish traa liauyr, cummal ny lhiabbagh, Va’n eddyn ec feer chraplagh as groamagh. Cowrey dy row ee er ve son traa liauyr ayns surranse. ","     These words were spoken to an old woman, who had long been staying in her bed. Her face was very wrinkled and miserable. A sign that she had been in suffering for a long time. ","Van fockle shoh loayrait  rish shen ven, va er ve rish tra louyr, cummal ny lhiabbagh, Va’n eddyn ec feer craplagh as groamagh. Cowrey dy row ee er ve son tra louyr ayns surranse "
"     “Oh, tra liauyr nish, dooyrt ee dy deinagh, “as cha vel eh licklee dy jeanym dy bragh goll mygeayrt reesht.”","     “Oh, a long time, now,” she said wearily, “and it isn’t likely that I’ll ever go around again.”","Oh tra louyr nish, doyrt ee dy diynagh, as cha vel e lickly dy jean ym dy braagh gholl mygeayrt reesht. "
     “Cha vel feme erbee eu ve gyn jerkal dy couyral reesht.” dooyrt yn dooinney va loayrt ree. “Vel shiu ny Chreestee?”,     “You have no need at all to be without hope of recovering again.” Said the man she was talking to. “Are you a Christian?”,"Cha vel feme erbee eu ve gyn jerkal dy coural reesht, doyrt yn dhoinney va loyrt ree Vel shiu ny chreestee,"
"     Ta mee streeu dy ve Chreestee,” dooyrt ee fegooish monney treishteil.","     “I strive to be a Christian.” She said, without much hope."," Ta me strieu dy ve chreestee, dooyrt ee fegoish monney treishteil, "
"     “Va’n carrey eck ny host son tra gerrid. As eisht myr ren smooinaghtyn elley bwoalley eh dooyrt eh, “Vel shiu dy bragh streeu dy ve ‘Benainshter B’?”","     Her friend was silent for a short while, and then as if another thought struck him, he said “Are you always striving to be ‘Mrs B’?”","Va’n charrey eck ny host son tra gerryd. As esht myr ren smooinniaghtyn elley bwoilley eh. dooyrt eh, vel shiu dy braagh strieu dy ve ben anshter B. "
"     “Cha vel.” dooyrt ee, “Son ta mee Benainshter B.”","     “No.” she said, “because I am Mrs B.”",Cha vel doyrt ee son ta mee ben anshter B.
     Cre choud as ta shiu er ve Benainshter B?” dooyrt eh ree. ,     “How long have you been Mrs B?” He said to her., Cre houd as ta shiu er ve benanshter B. doyrt eh ree. 
"     “Rieau er voish laa yn phoosey.” ren ee gansoor, goaill yindys.      ","     “Ever since the wedding day.” She answered, in amazement. ","Rieu er voish laa yn phoosey ren ee gansoor, ghoaill yindys. "
