Manx,English,Diplomatic
Tar jee hym’s ooilley shiuish ta deinagh as trome laadit.,Come to me all you who are weary and heavily burdened.,
,,
     Tar jee hym’s ooilley shiuish ta deinagh as trome laadit as verryms fea diu.*,Come to me all you who are weary and burdened and I will give you rest.,Tar jee hooyms ooilley shiuysh ta diynagh As throam loadyt as ver yms fea diu 
,,
"     Ta paart dy Chreesteeyn aegey ayn ta geddyn eh feer chroie dy ghoaill tastey jeh dy vel ooilley nyn beccaghyn er ny leih daue. Ta’d er çheet gys Yeesey, agh ny-yeih cha vel ad er cheau ooilley yn laad ersyns agh (t’eh) myr dy beagh ad cur lesh paart jeh ad hene ","There are some young christians who find it very hard to take heed of it, that all their sins are forgiven them. They have come to Jesus, but nevertheless they do not cast all the load on Him, but (it is) as if they bring some of it themselves. ","Ta paart dy chreesteeyn aigey ayn ta gheddyn e feer chroi dy ghoaill tastey jeh dy vel ooilley nyn beccaghyn er ny lieh daue. Ta’d er cheet gys Yeesey, agh ny-yeih cha vel ad er cheau ooilley yn laad ersyns agh mor dy bagh ad chur lesh paart jeh ad hene"
"     Ta skeeal er ny insh, jeh dooinney va goll er yn raad as laad feer trome er e ghreeym. Va erinagh geiyrt er yn raad as ren eh çhebbal markiaght da, ayns yn chart. Ren yn doinney dy arryltagh goaill yn çheb, as geddyn ayns yn chart. Ayns traa gerrid ghow yn eirinagh baght jeh dy row eh cummal yn laad er e ghreeym ny-yeih, as ren eh briagh jeh cre’n oyr nagh row eh chur yn laad sheese ayns yn chart. ","There is a story told, of a man who was going on the road with a very heavy load on his back. A famer was following on the road and he offered a lift to him, in the cart. The man willingly took the offer, and got into the cart. In a short time the farmer observed that he was keeping the load on his back anyway, and he asked him why he wasn’t putting the load down in the cart. "," Ta skeeal er ny eensh, jeh dhonney va gholl er yn raaid as laad feer throme er y ghreem va erinagh giyrt er yn raaid as ren eh chebbal markiagh da, ayns yn cayrt, ren yn dhonney dy arryltagh ghoaill yn cheb, as gheddyn ayns yn cayrt, ayns tra gherryd ghow yn eirinagh bagh jeh dy row eh cummal yn laad er y ghreem, ny-yeih as ren eh briagh jeh cre’n oyr nagh row eh chur yn laad sheese ayns yn cayrt"
"     “O vainshter,” dooyrt eh, “v’eh feer vie jeed dy chur markiaght dou hene, agh cha voddym briaght jeed dy chur lesh yn laad myrgheddyn.” ","“O mister,” he said, “it was very good of you to give myself a lift, but I can’t ask you to bring the load too.” ",". O vainshter, dooyrt eh, ve feer vie jeed dy chur markiagh dow hene, agh cha voddym briagh jeed dy chur lesh yn laad morgheddyn"
"     Nee shiu garraghtee er yn dooinney ommidjagh gyn dooyt eisht nagh vel eh cha ommidjagh, dy hoiggal dy vel Yeesey sauaill shin agh ny-yeih dy smooinaght dy vel ayrn ennagh jeh’n laad nagh vod mayd dy slane ceau ersyn.","You’ll laugh at the stupid man no doubt, then, isn’t he so stupid, to understand that Jesus saves us but anyway thinking that there is a part of the load that we can’t completely cast upon him."," Nee shiu gherraghtee er yn dhonney ommejagh gyn dooyt esht nagh vel eh cha ommyjagh, dy hoiggal dy vel Yeesey Sauaill shin agh ny-yeih dy smooinaght dy vel ayrn ennagh jeh yn laad nagh vod mayd dy slane cheau ersyn"
,,
* Tar-jee hym’s ooilley shiuish ta deinagh as trome,"*Come unto me, all ye that labour and are heavy laden,",
"laadit, as neem’s shiu y ooraghey. Mian 11:28",and I will give you rest. Matthew 11:28,
,,
,,
