English,Manx,Notes
TYNWALD COURT,,
"ST JOHN’S 5th July, 1918.",,
ABSTRACTS,,
OF ACTS FOR PROMULGATION,,
"Printed by Authority by Brown & Sons, Limited, “Times” Buildings, Douglas.",,
ABSTRACTS OF ACTS OF TYNWALD,,
"THE HOUSE OF KEYS ELECTION ACT, 1918.","YN SLATTYS REIHYS JEH’N KIARE AS FEED, NUY CHEEAD YEIG AS HOGHT JEIG.",
The object and purport of this Act are to extend the life of the House of Keys for one year.,Ta’n aigney as y chooish jeh’n Slattys shoh dy veaynaghey yn vioys jeh’n Kiare as Feed son un vlein.,
"The Royal Assent to the foregoing Act was given by His Majesty in Council at the Court at Buckingham Palace, on the 11th day of May, 1918.",Va'n choardail Reeoil currit gys yn Slattys shoh liorish E Ard Ooashley ayns Coonceil ec y Quaiyl ec yn Plaase Buckingham er yn nane-jeigoo laa jeh’n wheiggoo vee nuy cheead veig as hoght-jeig.,
"2—THE EDUCATION (AID GRANT) ACT, 1918.","YN SLATTVS YNSAGH (GIOOTYN COONEE), NUY CHEEAD YEIG AS HOGHT JEIG.",
The object and purport of this Act are to provide further grants for elementary education.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chiarail tooilley giootyn son ynsagh bunneydagh.,
"The Royal Assent to the foregoing Act was given by His Majesty in Conned at the Court at Buckingham Palace, on the 22nd day of March, 1918.","Van choardail Reeoil currit gys yn Slattys shoh liorish E Ard Ooashley ayns Coonceil ec y Quaiyl ec yn Plaase Buckingham er yn jees as feedoo laa jeh'n trass vee, nuy cheead yeig as hoght-jeig.",
"3.—THE DISAFFORESTING (COMMONERS’ ALLOTMENT) AMENDMENT ACT, 1917.","YN SLATTYS LIVREYYS (REYNNYN Y THEAY) LHIASAGHEY, NUY CHEEAD YEIG AS SHIAGHT-JEIG.",
"The object and purport of this Act are to empower the Common Lands Board to purchase certain lands in the parish of Ballaugh, and to declare the powers of the Board with respect to buying in land sold under execution.",Ta’n aigney as y chooish jeh’n Slattys shoh dy chur pooar da’n Voayrd Thalloo y theay dy chionnaghey thallooyn er-lheh ayns Skeerey Ball-ny-Laaghey as dy hoilslhaghey-magh ny pooarghyn jeh’n Voayrd bentyn rish kionnaghey thalloo creckit fo pooar gioal.,
"The Royal Assent to the foregoing Aet was given by His Majesty in Council at the Court at Buckingham Palace, on the 27th day of November, 1917.",Va’n choardail Reeoil currit gys vn Slattys shoh liorish E Ard Ooashley ayns Coonceil ec y Quaiyl ec yn Plaase Buckingham er yn shiaght as feedoo laa jeh’n Touin nuy cheead yeig as shiaght-jeig.,
"4.— THE CRIMINAL CODE AMENDMENT ACT, 1917.","YN SLATTYS LIOAR-OOLEE LHIASAGHEY, NUY CHEEAD YEIG AS SHIAGHT JEIG.",
"The object and purport of this Act are to repeal the existing law with respect to the method of finding indictments against accused persona for felonies and misdemeanours, and to make other provision therefor.","Ta’n aigney as y chooish jeh’n Slattys shoh dy chur dy-lhiattee yn leigh t’ayn bentyn rish yn aght dy ronsaghey plaiyntyn noi sleih er ny chassid son ard-loghtyn, as drogh-ynmyrkey as dy yannoo kiarailyn elley er-y-hon. ",
"The Royal Assent to the foregoing Act was given by His Majesty in Council at the Court at Buckingham Palace, on the 2nd day of January, 1918.",Va’n choardail Reeoil currit gys yn Slattys shoh liorish E Ard Ooashley ayns Coonceil ec y Quaiyl ec yn Plaase Buckingham er yn nah laa jeh’n chied vee nuy cheead yeig as shiaght-jeig.,
"5 THE JUDICATURE AMENDMENT ACT, 1918.","YN SLATTYS BRIWNYS LHIASAGHEY, NUY CHEEAD YEIG AS HOGHT-JEIG.",
The object and purport of this Act are to provide for the performance of the duties of the Office of Clerk of the Rolls by tho person occupying the position of First Deemster and for the appointment of a Judge of Appeal.,"Ta’n aigney as y chooish jeh’n Slattys shoh dy chiarail obbyr jeh’n oik Cleragh ny Rollaghyn dy ve ,jeant liorish yn peiagh cummal yn oik jeh’n chied briw as son curmaghey briw elley son aa-clashtyn cooishyn.",
"The Royal Assent to the foregoing Act was given by His Majesty in Council at the Court at Buckingham Palace, on the 4th day of March, 1918.",Va’n choardail Reeoil currit gys yn Slattys shoh liorish E Ard Ooashley ayns Coonceil ec y Quaiyl ee yn Plaase Buckingham er yn kiarroo laa jeh’n trass vee nuy cheead yeig as hoght-jeig.,
