Manx,English,Diplomatic,Notes
Normalised Version. (RT),"Translation (RT) - based as closely as possible, on ‘The Lost Son” in ‘The Rural Repository’. Hudson. N.Y., January 28th, 1837. P1.",Diplomatic Transcription,
Skeeal yn Lhiannoo Caillit çhyndaayt gys Gaelg çhengey,"The Tale of the Lost Child translated into Manx, the mother",Skeeal yn Lhiannoo callyt chyndaayt gys galg chingey ny Mayrey ellan vannin liorish E Faragher. crenaish.,
ny Mayrey Ellan Vannin liorish E Faragher. Cre’neash. ," tongue of the Isle of Man, by E Faragher. Cregneash.",,
"     Va Theodora ben treogh eeasteyr boght cummal ayns thie beg fuygh ayns boayl fadane ayns y cheyll rish lhattiee yn awin Danube. V’ee er choayl e sheshey ayns blaa e eash, tra gerrid roish shen, as ooilley yn gerjagh v’eck ayns y stayd treogh va lhiannoo mac beg, feer aalin, enmyssit Augustus, mysh quieg bleeaney dy eash.","Theodora was the widow of a poor fisherman, who lived in a lonely wooden cabin in the woods beside the Danube. She had lost her husband in the flower of his age, a short while before. And her little, beautiful, son called Augustus, about five hears of age, was all the consolation she had in her widowhood.","Va Theodora ben troagh yeesteer bogh commal ayns thie beg fuygh ayns boayl fadane ayns y keyll rish lhattie yn awin Danube  V’ee er coayll y sheshey ayns blaa y eash, tra gherryd rosh shen. As ooilley yn gerjagh va ec ayns y stayd troagh. Va lhannoo mac beg, feer aalin, enmyssit Augustus, mysh quigbleeney dy eash, ",
"      V’eh ooilley yn imnea eck, dy hroggal eh seose onnoragh, as cairagh, as ayns tushtey dy Yee. As v’ee yeearree dy beagh ee son freayl da thie e ayr as ny greienyn eeastee. ","     It was all her worry to raise him to be honourably and fair; and fair, and knowing of God. And she was wanting to be able to keep his father’s house for him, and the fishing equipment.","ve ooilley yn imnea ec, dy chroggal e seose onnoragh, as cairagh, as ayns tushtey dy Yee. As vee yeerree dy bagh ee son freeayl da thie y Ayr as ny greinyn yeestee ",
"     Lurg baase e sheshey cha row yn eeastagh er ve cummit seose, va’n lieen croghit seose ayns yn voal, as yn baatey ayns boayl elley lesh e veeayl fo-ee, er gerrey da’n thie, veagh dy mennick oyr jeh lane seaghyn jee. ","    After the death of her partner the fishing hadn’t been kept up, the line was hung up in the wall, and the boat in another place with its face down, close to the house, would often be a cause of much sorrow to her.","Lurg baase y sheshey cha row yn eeastagh er ve cummyt seose, va’n lieen creoghyt sose ayns yn voayll as yn baathey ayns boayll elley lesh y veeayl fo-ee er gerrey da’n thie vagh dy mennick oyr jeh lane seaghyn jee. ",
"     V’ee cosney paart dy argid lesh jannoo seose lieen da ny eeasteyryn, son vee feer aghtal ayns yn obbyr shen. As dy mennick tra veagh Augustus ny chadley veagh brishey yn laa geddyn ee foast er e cassyn as laboragh dy croie. ","     She was earning some money by making up netting for the fishermen, for she was very skillful in that work. And often, when Augustus would be asleep, the break of day would be finding her still on her feet and working hard.",vee chosney paart dy argid lesh jannoo seose lieen da ny eesteyryn son vee feer aghtal ayns yn obbyr shen.As dy mennick tra vagh Augustus ny chadley vagh brishey yn laa gheddyn ee foast er y chassyn as labragh dy croi ,
      Cha row ec yn lhannoo agh un yeerree; dy ve gerjagh as taitnys da e Voir vie. V’ee shilley jeir dy chooilley hraa veagh red erbee coyrt ee er yn aght echey hene. ,     The child had only one desire; to be a comfort and pleasure for his good mother. She would be crying every time anything would remind her of himself (her husband). ,Cha row ec yn lhannoo agh un yeerree dy ve gerjagh as taitnys da y Voir vie vee shilley jeir dy chooilley chraa vagh red erbee curt ee er yn aght ec e hene. ,
"     Un laa haink braar yn ven treogh va ny eeasteyr cummal ayns balley beg, ayns yn nabooys, lesh eeast feer vie huic. Ren Theodora jeeaghyn er as goaill toishaght dy cheayney. “Aless,” dooyrt ee, cha row mish jerkal dy akin lheid yn eeast aalin reesht fo my chlea. Eisht dooyrt Augustus “ny jean shiu keayney Voir. “Tra neem’s gaase seose nee’m cur lesh ymmodee jeh’n lheid hiu.” ","     One day the widow’s brother, who was a fisherman living in a small town in the neighbourhood, came to her with a very fine fish. Theodora looked at it and started to weep. “Alas,” she said, I wasn’t expecting to see such a beautiful fish again under my roof. Then Augustus said “Don’t cry Mother. When I grow up I’ll bring many like this to you.” ","Un laa haink braar yn ven troagh va ny yeesteyr commal ayns balley beg, ayns yn nabooys, lesh yees feer vie hick. Ren theodora jeaghyn er as ghoaill toshagh dy keayney Aless doyrt ee, cha row mish jerkal dy akin lheid yn eeast aalin reesht fo my chlea. Esht doyrt Augustus ny jean hiu keayney Voir tra neem’s gaase seose nee’m cur lesh ymmydee jeh’n lheid hiu ",
,,,
