Manx,English,Notes
Screeuyn Ass Doon Edjin ,A Letter from Edinburgh,
"Tra hie mee lesh shilley er my chaarjyn ayns Mannin son y Vlein Noa, haink yindys mooar orrym fakin dy vel ny Gaeljee ayns Purt ny h-Inshey jannoo ard-’eilley er y Vlein Noa  myr va cliaghtey ny shenn Vannin ayns ny laghyn t’ersooyl nish. Va mysh feed dooinney ec y ceilidh shoh as va daunseyn Yernagh goll er as va ram arraneyn ’sy Ghaelg ry clashtyn. Ghow mee soylley jeh’n ceilidh erskyn towse as s’mie lhiam fakin dy re cliaghtey Ghaeljee Phurt ny h-Inshey y lheid y chummal dagh oie Jesarn.","When I went to visit my friends in the Isle of Man for the New Year, I was very surprised to see that the Gaels in Peel are making a high festival of the New Year ,as was the custom of Ancient Mann in the days that have now gone. There were about twenty men at this cèilidh and there were Irish dances going on and there were a lot of songs in Manx heard. I enjoyed the cèilidh immeasurably and I like seeing that it is the custom of the Peel Gaels to hold such a thing every Saturday night. ",
"     Er ash ayns Doon Edjin ta “play group” cour ny paitchyn beggey er bun ec y traa t’ayn Gaidhlig y ynsaghey daue. Ta ny paitchyn eddyr tree bleeaney as hoght bleeaney dy eash, as she mysh kiare mraane-ynsee t’ayn d’yn ynsaghey ny cleinney as raaghyn beggey dy chooney lhieu y Ghaidhlig[1] y chummal ayns nyn aignaghyn. Er y Nollick chaie ren ad cloie y yannoo mychione ruggyr Yeesey Chreest ayns Gaidhlig as by speeideilys mooar v’eh. Nodmayd y lheid y chur er bun ayns Mannin?","     Back in Edinburgh there is a ‘play group’ for the little children established at the current time to teach Scottish Gaelic to them. The children are between three years and eight years of age, and it is about four female school teachers that are in it for the teaching of the children and little phrases to help them hold the Scottish Gaelic in their minds. Last Christmas they made a play about the birth of Jesus Christ in Scottish Gaelic and it was a great success. Can we establish such a thing in the Isle of Man?",[1] y Ghaidhlig] {a’ Ghàidhlig} ‘Scottish Gaelic’. 
"     She lesh trimshey dy geayll shin ooilley ayns Schoill Studeyrys ny hAlbey mychione baase Ned Maddrell. Myr shen dy row[2] ayns cooinaghtyn jeh dy bee red ennagh ayns Gaelg er ny chur stiagh sy nah earroo jeh “Tocher” (earishlioar ny Schoilley) vees aarloo Mee ny Mannan shoh cheet. Bee maclioaryn jehsyn ry gheddyn ec 25p y pheesh (goaill stiagh postys) voyms ec 27 George Square, Doon Edjin 8.","     It was with sadness that we all heard in the School of Scottish Studies about the death of Ned Maddrell. So it was in memory of him that something in Manx will be put into the next number of “Tocher” (the journal of the School) that will be ready this coming March. There will be copies of it available at 25p each (including postage) from me at 27 George Square, Edinburgh 8.",[2] row] original gives [ren]
,,
SHORUS Y CRURIE,GEORGE BRODERICK,
,,
,,
,,
,,
,,
,,
,,
