Manx,English
Yernish Ayns Nerin Twoaie,
,
,"The position of Irish in Northern Ireland has improved in recent years, although that position is not secure. It is instructive to look at the attitudes to the language before and after Partition on the part of London and the former Unionist administration in Belfast."
,
"Hug carrey Yernagh dou coip jeh lioaran feer anaasagh. Ta'n lioaran shoh enmyssit 'The Irish Language in Northern Ireland: The Training of Primary and Post Primary Teachers'. V'eh screeut liorish Liam S. Andrews ass lieh yn Fryske Akademy, ta geddyn argid veih'n Oaseirys Oarpagh (European Commission). Ta'n lioaran cur bwooise da 'Gaeil vie y Twoaie dreill yn Yernish bio sy lhing dorraghey'.",
,
"Mastey reddyn elley, ta'n lioaran shoh soilshaghey magh yn aght dy row reiltys Lunnin cur geill ennagh da Yernish roish my row Nerin rheynnit ayns 1920. Tra hooar unnaneyseyryn ny Shey Counteeyn y reiltys oc hene, ren ad nyn gooid share dy chur y chengey ghooghyssagh fo chosh. Shoh lessoon niartal dauesyn ec y traa t'ayn ta shirrey cur y clag ersooyl as lhiggey da ny hunnaneyseyryn jannoo red erbee t'ad laccal ayns ny Shey Counteeyn. Tra hooar ny hunnaneyseyryn pooar ayns 1920 as 1921, ghow ad ymmyd jeh'n phooar shen gyn lhiettal, bunnys, gys haink ny 'trubbylyn' s'jerree ayns ny bleeantyn tree feed. Ta fys ec y chooid smoo jin dy vel ymmodee sleih nish ayns Nerin Twoaie gobbraghey son y chengey. Agh foddee dy vel shin cliaghtey smooinaghtyn er shoh myr red thalk noa. Cha nel shen kiart - va ram sleih ayns foayr jeh ynsaghey as loayrt Yernish ayns Nerin Twoaie tra va'n steat noa currit er bun. Agh va'n chengey bunnys plooghit dy bollagh ec reiltys Stormont.",
,
Red feer hrimshagh v'ayn dy daink Yernish dy ve coontit myr red 'Catoleagh' ny lomarcan. S'goan y peiagh t'ayn nish as fys echey ny eck dy row Yernish screeut er ny bratteeyn jeh Possanyn Jiarg-bwee (Orange Lodges) dy liooar - as dy daink arrane myr 'Lilibulero' veih arrane Yernish.,
,
"Ayns ny hardjyn haink dy ve ny Shey Counteeyn, va'n chengey er raad y vaaish myr chengey y theay sy nuyoo cheead jeig. Ayns 1851 ayns ny hardjyn shen, va Yernish ec 39,236 dy 'leih, ny 2.7% jeh ny cummaltee ooilley cooidjagh. Sy vlein 1893, va'n Commeeys Yernish currit er bun as haink ashooneyryn Yernagh dy ve ayns foayr jeh'n chengey. Kyndagh rish shen, va'n coontey-sleih ayns 1911 gra dy row Yernish ec 28,729 dy 'leih (2.3%). S'cosoylagh nagh row yn earroo kiart cho ard as shen, agh hoilshee yn earroo magh dy row sleih dy liooar ayns foayr jeh Yernish ayns ny hardjyn haink dy ve 'Nerin Twoaie' ayns 1920. Va boodeeys Yernish ayn va arryltagh dy obbraghey dy jeean son y chengey. Harrish Nerin ooilley, va'n Commeeys Yernagh er chur er reiltys Lunnin dy ghoaill rish yn chengey as dy chur paart dy chooney jee.",
,
