English,Manx
TYNWALD,
"ST JOHN’S 6th July, 1925.",
ABSTRACTS,
OF,
ACTS FOR PROMULGATION,
"Printed by Authority by Brown & Sons, Limited, “Times” Buildings, Douglas.",
"Abstracts of Act for Promulgation on the 6th July, 1925.",
"1.— The Housing Act, 1924.",Yn Slattys Kiarail Thieyn Nuy Cheead Yeig Kiare as Feed.
The object of this Act is to require Local Authorities with Government assistance to erect houses for the working classes.,Ta’n aigney jeh’n Slattys shoh dy lhie currym er fir-oik ynnydagh lesh cooney yn Reiltys dy hroggal thieyn da labreeyn.
"2.— The Agricultural Credits Act, 1924.",Yn Slattys Daillyn Da Eirinee Nuy Cheead Yeig Kiare as Feed.
The objects of this Act are to provide Government assistance for the improvement of Agricultural Holdings and for the formation of Agricultural Credit Societies.,Ta’n aigney as y chooish jeh’n jeh’n Slattys shoh dy chiarail cooney veih’n tasht jeh’n Ellan son lhiasaghey ynnydyn-halloo as dy croo sheshaghtyn dy chur daill da eirinee.
"3.— The Mental Diseases Act, 1924.",Yn Slattys Doghanyn Aigney Nuy Cheead Yeig Kiare as Feed.
"The objects of this Act is to consolidate and amend the Lunatic Asylums Acts and to provide for mentallly defective persons, and superannuation for the servants of the Asylums Board.",Ta’n treeal jeh’n Slattys shoh dy unnanesey as lhiasaghey ny Slattysyn Thieyn Sheeaynt as dy yannoo kiarail son sleih mee-cheeaylagh as toyrtyn shenn eaysh da ny sharvaantyn jeh’n Voayrd Thieyn Sheeaynt. 
"4.— The Railway Regulation Act, 1925.",Yn Slattys Gurneilys Raad Yiarn Nuy Cheead Yeig Queig as Feed.
The object of this Act is to amend the Railway Regulation Acts.,Ta’n aigney jeh’n Slattys shoh dy lhiasaghey ny Slattysyn  Gurneilys Raad Yiarn.
"5.— The Manx Museum Library and Art Gallery Act, 1925.",Yn Slattys Museum Manninagh as Tashtey Lioaryn as Cummaghyn Nuy Cheead Yeig Queig as Feed.
The object of this Act is to enlarge the powers of the Manx Museum and Ancient Monuments Trustees.,Ta’n aigney jeh’n Slattys shoh dy lheeadaghey ny pooaraghyn jeh ny fir-hreishtee jeh’n Museum Manninagh as Shenn Chouraghyn.
"6.— The Sale of Tea Act, 1925.",Yn Slattys Chreck Tay Nuy Cheead Yeig Queig as Feed.
The object of this Act is to regulate the sale of tea.,Ta’n aigney jeh’n Slattys shoh dyghurneil yn chreck jeh tay.
"7.— The Old Age Pensions and National Insurance Act Amendment Act, 1925.",Yn Slattys Toyrtyn Shenn Eaysh as Coadey Nuy Cheead Yeig Queig as Feed.
"The object of this Act is to amend the Old Age Pensions and National Health Insurance Act, 1920, as to the calculation of means of a pensioner.",Ta’n aigney jeh’n Slattys shoh dy lhiasaghey yn Slattys Toyrtyn Shenn Eaysh as Coadey noi Aslaynt Ashoonagh nuy cheead yeig as feed choud as yn aght dy choontey yn chooid-heilt dy yeirkee.
"8.— The Brewers’ Act, 1925.",Yn Slattys Imleryn Nuy Cheead Yeig Queig as Feed.
The object of this Act is to amend the brewers Acts to enable Tynwald to fix the beer duty by resolution.,Ta’n aigney jeh’n Slattys shoh dy lhiasaghey ny Slattysyn Imleryn er yn oyr dy chur pooar da’n Quaiyl Keellowin dy chiartaghey yn taill er lune er aght giare.
"9.— The Increase of Rent (Restrictions) Act, 1925.",Yn Slattys Lhiettal Bisaght Mayll Nuy Cheead Yeig Queig as Feed.
The object of this Act is to limit the increase of rent and restrict the right to possession of certain premises.,Ta’n aigney jeh’n Slattys shoh dy leodaghey bishaght mayll as dy freeynaghey yn pooar jeh fir s’liesh dy aa-gheddyn thieyn er-lheh.
"10.— The Atribution Clauses (Protocol) Act, 1925.",Yn Slattys Reaghys Ayrnyn (Protocol) Nuy Cheead Yeig Queig as Feed.
The object of this Act is to give effect to a protocol on arbitration.,Ta’n aigney jeh’n Slattys shoh dy chooilleeney protocol er reaghys.
"11.— The Adulteration Act, 1925.",Yn Slattys Milley Nuy Cheead Yeig Queig as Feed.
The object of this Act is to consolidate and amend the Adulteration Acts.,Ta’n aigney jeh’n Slattys shoh dy cho-chiangley as lhiasaghey ny Slattysyn Milley.
"12.— The Government Property Trustees Act Amendment Act, 1925.",Yn Slattys Fir-Hreishtee Thalloo Theayagh (Lhiasaghey) Nuy Cheead Yeig Queig as Feed.
The object of this Act is to enable the Government Property Trustees to acquire property by compulsory purchase.,Ta’n aigney jeh’n Slattys shoh dychur pooar da ny fir-hreishtee thalloo theayagh dy chionnaghey thalloo er-egin.
"13.— The Cruelty to Animals Act, 1925.",Yn Slattys Dewilys Da Cretooryn Nuy Cheead Yeig Queig as Feed.
