Manx,English,Notes
QUOI yinnagh e Hreishteil ayns Ooashley ny Pooar?,Who would put trust in Status or Power?,
"Ayns Aegid, ny Aalid, ny ayns Kynney mooar?","In Youth, or Beauty, or in great kin?",
"Son Troo, Farg, as Goanlys, ver mou Dooinney erbee,","For envy, anger, and malice, will destroy any man,",
"As ta dty Vaase, Illiam Doun, brishey nyn Gree!","And your death, Illiam Dhone, is breaking our hearts!",
"V’ou dty RESOUR ’Vannin, Ard-ghooinney ny Cheerey,","You were Receiver of Mann, a chief man of the country,",
"V’ou goit son Dooinney seyr, as Dooinney creeney;","You were taken for a gentleman, and a wise man,",
"As jeh dty Ghellal vie cha row shin skee,","And of your good dealings, we were not tired,",
"Nish ta dty Vaase, ILLIAM DOUN, brishey nyn Gree!","Now your death, Illiam Dhone, is breaking our hearts!",
"Vou Laue-yesh yn Early, as Sooill-yesh y Theah,","You were the Earl’s right-hand , and the people’s right eye,",
Shen hug da dty Noidyn gatt wheesh dt’oi ayns Feoh;,That is what gave your enemies to rise[1] so much against you in hatred;,[1] Gatt] ‘swelling’+A96:A97A96:A98A96:A99A96:A100A96:A101
"She Troo, Farg, as Goanlys, ver mou Dooinney erbee,","It is envy, anger, and malice, that will consume any man,",
"As ta dty Vaase, ILLIAM DOUN, brishey nyn Gree!","And your death, Illiam Dhone, is breaking our hearts!",
B’aalin dty State-hallooin ec Runyssvie!,How beautiful was your estate at Ronaldsway!,
"B’eunyssagh dty Ghaaraghyn, b’ooasle dty Hie!","How delightful were your gardens[2], how noble was your house!",[2] gaarey] — [garey]
"She Troo, Farg as Goanlys, ver mou Dooinney erbee,","It is envy, anger, and malice, that will destroy any man,",
"As ta dty Vaase, ILLIAM DOUN, brishey nyn Gree!","And your death, Illiam Dhone, is breaking our hearts!",
"V’ad gra dy daink Screeunyn dy choyrt oo dy-baase,","They said that letters came to put you to death,",
Lesh Feanishyn-foalsey va follym dy Ghrayse;,"By false testimonies that were empty of grace,",
"Yn Ving v’er ny agglagh, dy bein dt’aagail mooie,","The jury[3] had been intimidated, so would have to condem you,","[3] The jury that decided on the indictment were P. Robinson, weaver; W. Wattelford, cobbler; Richard Hallsell, cobbler; J. Cotter, dyer; R. Shimming, cobbler. T. Clark, mountenier. "
"Ta dty Vaase, ILLIAM DOUN, brishey nyn Gree!","Your death, Illiam Dhone, is breaking our hearts!",
"Nagh dooar Clen COLCAD keoi nyn Aigney hene,","Did not raging Clan Colcad get their own way,",
