Manx,English
"Ec y traa t'ayn ayns Mannin, ta lught-dellal ayns shen er chur er e hoshiaght shalee dy 'chowraghey' Mannin, ta shen dy ghra, dy 'chreck' Mannin da'n teihll cheu-mooie, goaill ymmyd jeh reddyn ayns Mannin t'ad coontey dy ve mie. Ta'n chalee shoh goll er leeideil ec dooinney veih'n Scoill Dellal Eddyrashoonagh ayns Mannin ta ny chaairliagh jeh bing dy leih ta coontit dy ve sauchey dy liooar. Per ny ghaa veih'n cherroo-argidys, fer veih'n Rheynn Ynsee, y Stiureyder jeh Eiraght Ashoonagh Vannin, as myr shen foast.",
"Cha nel y sleih ayns y ving shoh bolvaneagh. S'mie shen, er y fa dy nhegin daue gynsaghey dy tappee dy nee cheer er lheh Mannin (ny lhisagh ee ve), mannagh vel ad toiggal shen hannah. As shegin da'n chooid smoo jeu gynsaghey dy vel chengey as cultoor Vannin feer scanshoil dy jarroo sy chalee-chowree shoh. Cha nel paart jeh'n ving toiggal shen foast. Dooyrt y fer veih'n Rheynn Ynsee, 'Oddagh shin goaill ymmyd jeh'n eiraght as y cultoor as shinyn prowal cowraghey Mannin.' Cre'n yindys! Agh ta caairliagh y ving toiggal y scansh jeh eiraght as cultoor Vannin, ga dy vel eh baghtal nagh vel monney fys echey er ny nheeghyn follit shen foast. She dean y ving feddyn ny reddyn ta sleih ayns Mannin dy firrinagh credjal dy ve fondagh as mie, as eisht 'creek' Mannin feiy ny cruinney as ad goaill ymmyd jeh ny reddyn shen. Ta lught-cowree (branding people) dy mennick cur yn Elveeish, yn Teelan Noa as Nerin myr sampleyryn jeh cowraghey cheeraghyn. Ta'n Elveeish coontit dy ve ny cheer stooalt as fondagh, lesh ooreyderyn as cluig ard-ghooagh as jeshaghteyrys mie. Ta'n cheer coontit dy ve feer ghlen, lesh kerroo-argidys niartal. Ta sleih er chlashtyn mychione yn Elveeish as t'ad cur arrym jee, mie ny sie,",
"Ta'n Teelan Noa er chosney goo mie lior-ish troar-eirinys as liorish aalid ny cheerey, erskyn ooilley lurg filmyn 'Chiarn ny Fainaghyn.' As ta sleih gra dy vel ad jeeaghyn er Nerin er aght elley nish - cha nel ee shenn-emshyragh as ass daayt, t'ad gra. Cheu-mooie jeh Sostyn, ta sleih soiaghey jeh ny Yernee son seyrey yn chooid smoo jeh'n cheer oc veih ny Sostnee as goaill ayrn mooar syn Unnaneys Oarpagh (cha bee yn ving-chowree gimraa yn lheid).",
"Ta lught-cowree credjal (ny lhiggey er) dy vel fys feiy ny cruinney er yn Elveeish, y Teelan Noa as Nerin kyndagh rish shaleeyn-cowree (branding projects). Agh foddee oo gra dy vel fys er ny cheeraghyn shen nish kyndagh rish reddyn ren taghyrt ayndaue fegooish shaleeyn-cowree erbee! Agh abbyr dy vod shaleeyn-cowree ve speeideilagh. Cre vees bing-chowree Vannin creek? Ta olteynyn y ving toiggal dy bee yn chooid smoo jeh cummaltee Vannin smooinaghtyn dy vel y chalee-chowree ry hoi gloyr yn cherroo-argidys ny lomarcan - my ta ny cummaltee shen er chlashtyn mychione y chalee-chowree er chor erbee. My vees y chalee-chowree speeideilagh, shegin da'n theay credjal ayn-jee as ta'n theay feer foddey veih'n stayd shen ec y traa t'ayn.",
"T'eh aitt dy liooar dy vel Reiltys Vannin gra nish dy vel ad ayns foayr jeh cur er e hoshiaght 'jarroo-enney ashoonagh' Vannin. Lurg bleeantyn jeh lhiggey er nagh row Manninaghys scanshoil t'ad gra shen. As creid eh ny dyn, ta jarroo-enney ashoonagh ny ayrn mooar jeh'n chalee-chowree shoh. Ta pargys ny h-ashooneyryn er jeet fy yerrey.",
"Kyndagh rish sheelogheyn dy choloinaght, s'mie lesh Manninee ennagh jannoo beg jeh red erbee Manninagh -erskyn ooilley yn Ghaelg. Foastagh, cha jean ram Manninee coontey monney jeh nhee erbee ayns Mannin derrey t'eh er ny vannaghey veih Sostyn (cha neeu cheer elley erbee). Shen doilleeid vooar my t'ou cowraghey Mannin. Shimmey red ta oik ayns Mannin nish, agh shimmey red ta mie nagh vel shin clashtyn monney mychione. Myr sampleyr, son y chooid smoo, ta ny scoillyn Manninagh foddey ny share na adsyn ayns ymmodee cheeraghyn elley. As oddagh ad ve ny share foast dy beagh Rheynn Ynsee Vannin shassoo er ny cassyn eck hene as jiooldey goaill stiagh tooilley boghtynid veih Sostyn.",
"Gyn ourys, bee ashooneyryn craidey mysh y chalee-chowree as ee goll er stiurey ec lught-dellal as Reiltys Vannin. Agh ta chaghteraghtyn feeu ec y chalee-chowree: soilshee ny reddyn ta shin jannoo dy mie, shass er ny cassyn ain hene, cur jarroo-enney ashoonagh er e hoshiaght. Y doilleeid smoo, foddee, ta shen: cre'n jar­roo-enney ashoonagh? Cheayll mish mychione y chalee-chowree shoh ec chaglym ayns Radio Vannin boayl va caair­liagh y ving-chowree loayrt. mychione y chalee. Manninagh elley ta gobbraghey nish as reesht son Radio Vannin, dooyrt eshyn dy nhegin da cummaltee Vannin cheet ry cheilley fo'n lipeid 'Manninagh'. Sostnagh ta gobbraghey da Radio Vannin (goll rish y chooid smoo jeu), dooyrt eshyn dy row eh ayns foayr jeh shen, agh cha jin-nagh eh taghyrt: va Manninee ayn nagh lhiggagh da joarreeyn gra 'Manninee' roo hene. She doilleeid vooar t'ayn, agh cha noddym fakin raad elley er lhimmey jeh gra 'Manninee' roosyn t'er jeet dy chummal ayns Mannin as ad ayns foayr jeh Mannin as gobbraghey son Mannin. My ta shin dooney magh sleih nagh vel Manninagh er yn chenn aght, ta shin er raad y vaaish as dy firrinagh ta shin gra 'Lhig dooin cur seose nish.' Skeeal elley bentyn roosyn ta craidey mysh Mannin as Manninee.",
"Dy firrinagh, shoh yn doilleeid t'ec ooil­ley ny Celtiee as (ayns y jerrey) ec y chooid smoo jeh ashoonyn y teihll. Cha nodmayd croghey er kynneeaghys dy reayll shin 'glen' - she ashlish foalsey t'ayn. Y noid smoo, shen dowanaghey (globalisation) as ny cliaghtaghyn-dellal ta goll marish ec y traa t'ayn. As adsyn shirrey tooilley argid foastagh, ta fir-ghellal bwoalley sheese as sheese y faill jeh sleih ta boght agglagh hannah. Ta'n sleih boght shen debejagh son bee as obbyr as t'ad eginit faagail ny cheer­aghyn oc hene. Cha nodmayd, ny Manninee, gra 'Lhig da'n seihll goll mygeayrt' ayns lheid y teihll shen.",
"Ny ynrican reddyn oddys mayd croghey orroo, shen ny h-inchyn ain hene as y chengey as cultoor ain hene. Ta caa ain nish ashoon Manninagh noa y chroo nagh vees croghey dy bollagh er y cherroo-argidys. Va ny Manninee rieau feer vie as ad lheim veih un red gys red elley. Foddee dy row ad ro vie as ad ceau ersooyl ny reddyn nagh row ad coontey dy ve feeu keayrt dy row. Ta boghtynid dy liooar sy chalee-chowree shoh, agh ta stoo feeu aynjee ny yei. Choud's nagh vees mayd goll er daajey myr ollagh.",
Précis,
