Manx,English,Notes
COOINAGHTYN MY AEGID,,
AS,,
COOINAGHTYN ELLEY,,
JUAN Y GEILL,,
Cooinaghtyn My Aegid,Reminiscences Of My Youth,
JUAN Y GEILL,JOHN GELL,
Printed by Isle of Man Examiner Ltd. ,,
for ,,
Yn Cheshaght Ghailckagh ,,
1977,,
ROIE-RAA,(translation: RT),
,FOREWORD,
"     Tra vrie Juan y Geill orrym roie-raa y screeu da’n lioar shoh, va yindys mooar orrym cre oddins gra veagh cooie feeu jeh lheid yn obbyr. ","     When John Gell asked me to write a foreword for this book, I was perplexed as to what I would (could) say that would suitably worthy of such work. ",
"Son lesh cre’n cairys foddym pene insh diu, y lhaihder, mychione dooinney va g’ynsaghey [da] studeyryn ny Gailckey eer roish my row mee ruggit, as mish my yoarree nagh daink dy vaghey ayns Ellan Vannin agh tammylt beg er-dy-henney? ","For with what justice can I myself tell to you, reader, about a man who was teaching students of Manx even before I was born, with me being a foreigner who only came to live in the Isle of Man a little while ago?",
"     Agh ta kianglaghyn mooarey eddyr Juan y Geill as mish, hoshiaght er-y-fa dy ren shinyn ny-neesht Gailck y ynsaghey ayns Sostyn.","     But there are great bonds between John Gell and I, firstly because we both learnt learnt Manx in England.",
"Jir y chuse smoo dy ynseydee ny laghyn shoh dy vel feme oc er brastyllyn Gailckagh as loayrtee ny Gailckey son dy ynsaghey yn ghlare as ish y chliaghtey, as dy brieagh [sic] shiu jeu, yiarragh ad nagh voddagh ad sheiltyn kys ’sy theihll ynseeagh ad nyn fegooish agh eshyn ynseeys y Ghailck foddey ersooyl veih’n cheer aynjee t’ee goll er loayrt, shimmey doilleeid yiow eh; as cha nel fockley-magh ny Gailckey agh unnane jeu! ","Most students these days will say that they have need of Manx classes and speakers of Manx to study the language and to practice it, and if you were to ask them, they would say that they could not imagine how in the world they would study without them but [as for] he who learns Manx far away from the country in which it is being spoken, many is the difficulty he will find; and the pronunciation of Manx is only one of them! ",
"Tra va Juan y Geill gynsaghey Gailck, cha row ee cheet er e hoshiaght as bishaghey myr t’ee ec y traa t’ayn, as stiark caarjyn ny Gailckey va ry-gheddyn ’sy lhing shen.","When John Gell was learning Manx, it wasn’t progressing and increasing as it is at the current time, and how few friends of Manx were to be found in that era.",
"Gyn scansh da shoh, cha lhig eh da hene cree y choayl; er-yn-oyr dy row gennid fockleyryn ayn, begin dasyn, gollrhym pene, chaglym focklyn veih ny teksyn lhaih eh as eisht croo assdaue yn fockleyr echey hene - obbyr liauyr agh foaysagh erskyn towse, eer da studeyryn yn lhing ain hene.","Regardless of this, he didn’t allow himself to lose heart; because there was a scarcity of dictionaries, he had to, similar to I, collect words from the texts he read and then create from them his own dictionary – a long job, but immeasurabley beneficial, even to students of our own era.",
"Cha nhyrrys dy chossin eh tushtey cho dowin as fondagh jeh chengey ny mayrey e henn-ayraghyn. Ayns Mannin v’eh jeant mooar jeh myr fer ynsee as myr reagheyder ny h-earishlioar Coraa Ghailckagh (1951- 57), as haink eh dy ve unnane jeh’n phossan beg shen dy gheiney as mraane dauesyn ta shin ooilley kianglt bwooise son freayll bio yn Ghailck car ny bleeantyn doillee shen. ","It’s no wonder that he gained knowledge so deep and effectual, of the mother-tongue of his ancestors. In the Isle of Man he was cherished as a teacher and as organiser (editor ??) of the journal Coraa Ghailckagh (Manx Voice) (1951- 57), and he became one of that small party of men and women to whom we are all grateful for keeping alive Manx during those difficult years.",
"Ta kiangley elley eddyr ain myrgeddin, er-yn-oyr dy nee voishyn hooar mee tushtey[-]ny[-]Gailckey choloayrtyssagh, eer roish my daink mee ny whaail son y chied cheayrt! Son dy nee veih’n lioar echey “Conversational Manx” dynsee mee yn Gailck y 'ockley-magh as b’leayr dou cre cho ymmydoil ta’n lioar shoh er ve dou tra ren mee my chied eab dy loayrt ayns y Ghailck. ","There is a connection between us too, because it from him that I gained knowledge of conversational Manx, even before I met him for the first time! Because it was from his book “Conversational Manx” that I learnt to pronounce Manx and it was clear to me how useful this book has been to me when I made my first attempt to speak in Manx.",
"Ny-yeih, cha nee mish my lomarcan ren soo dy vie [sic] jeh obbyr Yuan y Geill: gagh blein, ayns brastyllyn ny Gailckey fud ny h-ellan shoh, ta kuse vooar[1] dy ynseydee, chammah shenn as aeg, jannoo ymmyd j’ee as liorish shen bishaghey yn Gha1lck oc hene. Agh ga dy vel ad son shickyrys cur enney er ennym yn ughtar, s’beg ta’n fys oc er y dooinney hene as e vea. ","Nevertheless, it is not only I who imbibed well of the work of John Gell: every year, in Manx classes throughout this island, there are a large quantity of students, both old and young, making use of it and by that developing their own Manx. But although they certainly recognise the name of the author, how little they know about the man himself and his life.","[1] kuse vooar] ‘large quantity’ —Cregeen defines [kuse] as ‘a quantity’ and Kelly J as ‘a large quantity’, although in Classical Manx and Late Manx it most often means ‘a small quantity’."
"Shen-yn-oyr nee [sic] adsyn as paart dy Ghailck oc hannah geill jeean y choyrt da’n lioar shoh; aynjee lhaihee ad mychione yn aegid jeh doomney ta nish, gyn scansh da fastid e ambee, coontit mastey ayraghyn ny chengey Vanninagh. ","That is the reason that those who know some Manx already will give keen observance to this book; in which they will read about the youth of a man who is now, regardless of the modesty of his character, considered amongst the parents [or, ‘fathers’] of the Manx tongue. ",
