Manx,English,Notes
CRE TA GLOYR?  ,WHAT IS GLORY?,
"AS cre ta gloyr, agh aalid ennym vie,","AND what is glory, but the radiance of a name,",
Ennym! ta myr y goll ta sheidey shaghey?,"A name! which, as a vapour, blows unheeded by ?",
"Shoh moylley’n pobble, my she molley shen.","This is the people's praise, if praise it be.",
"Son cre ta’n pobble, agh jiornage anreaghit,","For what is the people? an entangled skein,",
"Earroo neuchinjagh, ta son jannoo mooar","A fickle mob, who greatly prize",
Jeh nheeghyn eddrym nagh vel toilchin scansh;,Things vain and worthless;,
As coontey cadjyn reddyn ta feeu arrym.,While they condemn what merits veneration.,
T’ad moylley as ta’d ooashlagh shen nagh nhione daue;,They praise and they esteem the things they know not,
"As shen ta’d gloyragh jiu, ta’d jiooldey mairagh","And whom they praise to-day, they blame to-morrow;",
"Cha soc eer quo’, agh eer myr tadyr leedit ;","They know not whom, but just as they are led;",
"Fer er fer geiyrt, myr guoiee trooid doarlish.","One following another, as geese through a gap.",
As cre’n cooilleen t’ayns soaigh vooar ny lheid?,And what advantage is the esteem of such?,
"Dy veaghey er nyn ennal,— goo ny sleih!","To live upon their breath,-the people's praise!",
"Marvaanee lheaystagh, myr y gheay neuhiggyr!","Poor wavering mortals, as the wind inconstant!",
Quoi echey ta resoon veagh blakey lurg oo ?,Who is it has reason would be gaping after them ?*,* Not in original translation.
"Lioroo dy ve lheamysit te moylley,",Their blame is commendation.,
,"By the Rev. ROBERT STEPHEN, Vicar of Marown (1809 to 1827) and of Patrick (1827 to 1842).",
,THIS IS NOT QUITE A LITERAL TRANSLATION.,
,,
