Manx,English
"SLATTYS,",AN ACT
Dy Yannoo,for rendering
Paber Scruit, a Written Memorandum 
Ymmyrchagh Dy Chiangley Ayns,necessary to the validity of 
Caghlaghyn Dy Ghialdynyn As Barganeyn.,Certain Promises and Engagements.
DOOLISH:,DOUGLAS:
PRINTIT LIORISH J. QUIGGIN.,PRINTED BY J. QUIGGIN.
1836,1836
"TA’N SLATTYS jeh ta shoh yn BUN as yn BREE, er ve lowit jeh liorish y REE; as bee eh ny Leigh lurg da v’er ny ockley magh er y Chiaghtoo Lhaa jeh Mee Veanagh y Thouree, 1836.","The Act of which these are the Heads, assent having been been given by the King, and will be a Law after being  Promulgated at the Tynwald Hill on the seventh day of June, 1836."
"     SON wheesh as, ayns shuityn-leigh mychione coardail cadjin, ta ymmoddee arganeyn er n’irree myr bentyn da’n prowal as foandid jeh goaill-rish as gialdynyn jeant er-chee dy ghoaill cooishyn ass roshtyn yn Slattys dy Limitation va jeant ayns y vlein 1738, as te ymmyrchagh dy haghney lheid ny shuityn as arganeyn.","     Whereas, in law suits concerning ordinary agreement, many disputes have arisen as pertaining to the proof and effect of acknowledgments and promises for the purpose of  taking cases out of the operation (out of reach of) the Act of Limitation that was enacted in the year 1738, and it is expedient to prevent such suits and questions."
"     Te er-y-fa shen jeant ny leigh, ayns dy chooilley chooish bentyn da Lhiastynys, gruntit er coardail cadjin, nagh bee goaill-rish ny gialdyn erbee liorish goan ny-lomarcan jeeaghit er myr prowal foandagh jeh cordail noa ny shen cordail tannaghtyn ayns bree, myr shen as dy ghoaill cooish erbee ass roshtyn yn Slattys cheddin, ny dy lhiettal persoon erbee veih goaill yn vondeish jeh, mannagh bee lheid y ghialdyn jeant ny goit stiagh ayns scrieu ennagh dy ve signit liorish yn persoon ta dy yannoo yn ghialdyn cheddin; tra vees dhaa phersoon ny ny sliee er n’yannoo coardail kiangley ad co-chorrym, cha jean unnane erbee oc, ny yn shecktar, ny yn shecktar-ayns-treisht echey, coayl yn vondeish jeh’n Slattys cheddin, myr shen as dy ve kiault dtys yn choardail cheddin fo scrieu jeant as signit liorish fer ny feallagh alley jeu.","     It is therefore enacted, in every case conscerning debts, grounded on ordinary agreement, that no acknowledments or promises made by words only will be deemed as sufficient evidence of a new, or old, continuing in force, whereby to take any case out the operation of the said Enactment, or to deprive any party of the benefit thereof, unless such promise shall be made or contained in some writing to be signed by the party that is to make the same promise; when there will be two or more parties having made a binding equipose agreement (a contract), neither one of them, nor the executor, or his executor-in-trust (administrator), will lose the benefit of the said Enactment so as to be chargeable in respect of any written agreement made and signed by any other or others of them."
,
"2.— Dy bee yn Slattys shoh, as yn Slattys dy Limitation cheddin briwnyssit dy ghoaill stiagh cooish dy lhiastynys erbee, ny dy choardail cadjin erbee oddys v’er ny lhiassaghey ny er ny phleideil ass lheh yn fendeilagh noi claim erbee oddys ve jeant er.","2. —That this Act, and the said Act of Limitation shall be deemed to apply to the case of any debt, or of any ordinaary agreement, that may be alleged or pleaded on behalf of the defendant against any claim that may be made against  him. "
" 3.— As dy haghney molteyrys, te jeant ny leigh, nagh bee coardail erbee son cooid er ny chreck son queig puint Sostenagh er-y-skyn foandagh, ny mannagh jean yn kionneyder goaill ayrn jeh yn chooid er ny chreck, ny coyrt red ennagh myr yearlys dy yannoo yn bargane shickyr, ny myr ayrn eek, ny mannagh bee recort ennagh ayns scrieu jeh’n bargane jeant as signit liorish ny parteeasyn ta dy ve kiault dtys yn choardail cheddin, ny lioroosyn currit ayns pooar foue.","3.—And for the prevention of fraudulent practices it is enacted that no contract for goods sold for the price of five pounds, British, and upwards shall be allowed to be good, unless the buyer accepts part of the goods so sold, or gives something in earnest to bind the bargain fast, or in part payment, or unless some record in writing of the bargain be made and signed by the parties to be charged by the said contract, or by those authorized by them. "
,
"4— As nee yn oardagh stierree enmyssit goaill stiagh dy chooilley choardail son creck chooid jeh feeagh queig puint Sostenagh as er-y-skyn, ga dy vod ny chooid ve kiarit dy ve livreyit ec traa ennagh ny lurg shen, ny dyn ve aarloo as jeant ec traa lheid y choardail, ny cooie dy ve’r ny livrey.","4—And the previous order mentioned shall extend to all contracts for the sale of goods of the value of five pounds, British, and upwards, notwithstanding the goods may be intended to be delivered at some time after that, or not to be ready and made at the time of such contract, or fit to be delivered."
"5.— Nagh jean shuit erbee shassoo mie ’sy leigh dy chiangley persoon erbee er coontey ghialdyn jeant liorish lurg da v’er jeet jeh eaish dy eek debt erbee v’eh er ghoaill er hene tra v’eh fo eaish, ny er coontey shickyrys erbee currit lurg da v’er jeet jeh eaish dy yannoo mie gialdyn ny coardail cadjin erbee v’eh er n’yannoo tra v’eh fo eaish, mannagh bee yn ghialdyn ny yn shickyrys cheddin er ny choyrt ayns scrieu ennagh ass signit liorish yn persoon ta’ dy ve kiault liorish.","5.— That no action shall be maintained in law to charge any person upon any promise made by which after reaching full age to pay any debt he had contracted when he was underage, or on account of any ratification given after he had reached an age to make good any promise or simple contract he had made underage, when he was during Infancy, unless such promise or ratification shall be given in some and signed by the party who is to be charged therewith."
,
