English,Manx
"TYNWALD,",
"ST JOHN’S 5th July, 1932.",
ABSTRACTS ,
OF ,
ACTS FOR PROMULGATION.,
Wt. 1799.—120/6/32,
"Printed by Authority by Brown & Sons, Limited, “Times” Buildings, Douglas.",
ABSTRACTS OF ACTS OF TYNWALD.,
"1.— The Gas Regulation Amendment Act, 1927.","Yn Slattys Goardrail Gas Lhiasaghey, Nuy Cheead Nane Jeig as Feed."
"The object and purport of this Act is to amend the Gas Regulation Act, 1927, as to the testing of gas meters.",Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey yn Slattys Goardrail Gas Nuy Cheead Yeig Shiaght as Feed bentyn da ronsaghey towshanyn-gas.
"2.— The Castletown Educational Endowments Act, 1931.",Yn Slattys Leggadyn Ynsagh Ballacashtal Nuy Cheead Yeig Nane Jeig as Feed.
The object and purport of this Act is to provide new trusts for the Castletown Grammar School endowments and the Catherine Halsall Girls’ School endowments.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chiarail treishtyn noa son leggadyn yn Schoill Grammar Ballacashtal as leggadyn Katherine Halsall cour ynsaghey inneenyn.
"3.— The Companies Act, 1931.",Yn Slattys Sheshaghtyn Nuy Cheead Yeig Nane Jeig as Feed.
The object and purport of this Act is to consolidate the law as to companies.,Ta’n aigney as y chooish jeh’n Slattys shoh dy unnaneysey yn leigh mychione sheshaghtyn. 
"4.— The Agricultural Produce (Grading and Marking) Act, 1931.",Yn Slattys Cooid Eirinys (Scarrey as Cowraghey) Nuy Cheead Yeig Nane Jeig as Feed.
The object and purport of this Act is to provide for grading and marking agricultural produce.,Ta’n aigney as y chooish jeh’n Slattys shoh dy chiarail son scarrey as cowraghey cooid eirinys.
"5.— The Income Tax (Amendment) No. 2 Act, 1931.",Yn Slattys Keesh Cosney Vleeanagh Lhiasaghey Nuy Cheead Yeig Nane Jeig as Feed.
"The object and purport of this Act is to amend the Income Tax Amendment Act, 1931, as to non-residents.",Ta’n aigney as y chooish jeh’n Slattys shoh dy lhiasaghey yn Slattys Keesh Cosney Vleeanagh Nuy Cheead Yeig Nane Jeig as Feed choud as t’eh bentyn da joarreeyn.
"6.— The Agricultural Credits Act, 1932.",6.— Yn Slattys Daillyn da Eirinee Nuy Cheead Yeig Daa-Yeig as Feed.
"The object and purport of this Act is to extend the definition of “improvements” in the Agricultural Credits Act, 1924.",Ta’n aigney as y chooish jeh’n Slattys shoh dy lheeadaghey yn bree jeh “Kiartaghyn” ayns yn Slattys Daillyn da Eirinee Nuy Cheead Yeig Kiare as Feed.
