Manx,English
Caglieeyn-Eeastee. ,(Fishing Limits).
,
,"Herring fishing in the Irish Sea (and elsewhere) must be curtailed or the herring will disappear altogether. The recent agreement between Mann, Ireland and Britain may be a step in the right direction but has not improved inter Celtic relations. Effective conservation methods must be found - quickly."
,
"Bleeantyn er dy henney, va reiltys Vannin shirrey er reiltys ny Goal, eh dy lhiettal yn eeastagh-skeddan ayns Mooir ny hErin. Va shoh bleeantyn roish my row yn musthaa kiart ry chlashtyn voish sleih va boirit mychione genney-eeastee. Dy neu-arryltagh, deaisht ny Goaldee rish ny Manninee as chur ad baatey-gunn dy reayll ny Manninee nyn dost. Nish ta'n skeddan ersooyl dy bollagh voish slystyn-marrey ny hAlbey, bunnys. Cha nel skeddanyn erbee ry gheddyn faggys da Loghlyn rish tammylt foddey. Ny laghyn t'ayn jiu, ta dy chooilley pheiagh boirit dy bee ny skeddanyn (as eeastyn elley) scughit veih'n cheayn dy bollagh. Cha nel eh cho doillee as v'eh dy chur er reiltys ny Goal yn eeastagh-skeddan y lhiettal ayns Mooir ny hErin.",
"Ayns Mee Luanistyn va conaant reaghit eddyr Mannin, Nerin as y Ghoal ry hoi coadey yn skeddan. Red mie dy row reiltys Vannin goaill ayrn ayns yn dellal eddyr-ashoonagh shoh, agh gyn ourys cha beagh Mannin goaill ayrn ayn mannagh row yn chooid smoo jeh ny skeddanyn ry hayrtyn cheu-sthie jeh'n chagliagh daa veeiley jeig eck. Hooar Mannin yn pooar kiedyn-eeastee y chur magh, myr ta fys eu. Hug yn Boayrd Thallooeeaght as Eeastagh magh red goll rish 130 kiedyn, 45 da Nalbin, 36 da ny Shey Condaeyn, 15 da Mannin hene as 4 da Sostyn as Bretin. Hie 24 da Nerin. Va ny Yernee as ny Albinee jiarg-chorree, as cha row ny Yernee son cur geill da'n chonaant edyr.",
"Fodmayd toiggal yn aght dy vel ny eeasteyryn shoh corree. Agh mannagh vees ny eeastyn coadit, cha bee veg faagit. She slane ommidjys t'ayn gagh cretoor bio y scughey veih'n cheayn cho leah as fodmayd shen yannoo. Gyn ourys, cha nel eeasteyryn ny hErin coontey veg jeh Mannin as ee kinjagh shirrey coadey fo rumbyl Vritannia. Ta Mannin croghey dy bollagh er yn Ghoal, ee dy choadey caglieeyn-eeastee Vannin. Lhisagh baatyn-gunn ve ec ny Manninee hene: ta'n reiltys oc berchagh dy liooar ny chour. Reiltys erbee ta reaghey conaant erbee, lhisagh eh ve abyl dy chur bree ayns y chonaant shen. Agh she Sostnee ren scuirr yn baatey-eeastee Yernagh shen faggys da Mannin. Eddyr-Cheltiaghys, my ta: Sostyn, yn chenn venainshtyr, smaghtaghey e paitchyn.",
"Dy jarroo, ta'n arganys mychione yn eeastagh ayns Mooir ny hErin ny pheesh veg jeh'n chaggey-eeastee ta goll er feiy'n teihll. Ec y traa t'ayn, t'eh jeeaghyn nagh vodmayd croghey er conaantyn eddyr-ashoonagh. T'eh jeeaghyn dy bee ny eeastyn coadit liorish ashoonyn ta caggey dy jeean dy reayll nyn gooid-eeastee sy cheayn faggys daue. Foddee ny fir vooarey sy Vrusheyl (Brussels) lheim stiagh ayns keayn erbee sailloo.",
,
Brian y Stoyll,
