Manx,English,Diplomatic,Notes
"     T’ou cur dooin prowalyn dagh laa O Yee, jeh’n firrinys t’ayns goan Solomon. Dy vel dy chooilley nhee çheet er gys ooilley co-laik, as nagh vel dooinney erbee toiggal graih ny myskit liorish ny ta kiongoyrt rish ayns ny reddyn shoh t’er çheumooie. ","     Thou sendeth us proofs every day, O God, of the truth in the words of Solomon; that every thing comes to all alike and that no man understands love or malice by that which is before him in these things that are on the outside. ",Tow cur dooin prowalyn dagh laa O Yee jeh yn firrinys ta ayns ghoan Solomon. Dy vell dy chooilley nhee cheet er gys ooilley cholack As nagh vel doinney erbee toiggal graih ny myskit liorish ny ta kiongoyrt rish ayns ny reddyn shoh t’er cheumooie.,
"     Cha vel Dty chaarjyn s’deyrey fareal veg share na Dty noidyn. Cha vel Dty noidyn smessey er hurranse ny smoo na yn chloan share bynney lhiat. Er-y-fa-shen, tra ta mee jeeaghyn foddey jeh as fakin cre’n angaaish mooar tou fakin eh mie dy heet er yn sleih t’ayns Dty foayr er y thalloo, cha voddym agh shassoo ayns yindys dy akin cre’n errey hrome dy horçhagh jeh dy chooilley cheint t’er ve ny hurranse, as ad çheet erskyn ocsyn va torçhagh ad.","     Thy dearest friends do not fare any better than Thy enemies. Thy worst enemies do not suffer more than Thy most loved children. Therefore, when I look far off and I see what great anguish Thou seest it good to afflict upon people who are in Thy favour on the earth, I can only stand in wonder to see what heavy burden of torture of every kind that has been suffered and they coming above those that were torturing them. ", Cha vel dy caarjyn s’deyrey faral veg share ny dy noidyn Cha vel dy noidyn smessey er hurranse ny smoo ne yn chloan sharebunney lhiat er y fa shen tra ta mee jeaghyn foddey jeh as fakin cren angaish mooar tow fakin e mie dy heet er yn sleih ta ayns dy fooar er y thalloo cha voddym agh shassoo ayns yindys dy akin cre’n errey chrome dy horchagh jeh dy chooilley cheynt t’er ve ny hurrans syd cheet ershin ocksyn va torchagh ad ,Çheet erskyn ocsyn va torçhagh ad— ‘and they coming above those that were torturing them’— ranking higher in God’s favour?
"     Myrgeddin, dy akin yn torçhagh ta paart jeh Dty harvaantyn firrinagh er hurranse er lhiabbaghyn dy angaaish er ny raipey as er ny cruinnagh liorish pianyn sharroo. Paart elley geamagh lesh doghan eajee nagh vod ve er ny lheihys. Fer er ny horçhaghey lesh goot ayns e chraueyn, fer elley lesh e roih, ny e lurgey giarrit jeh dy hauail e vioys.      ","     Also to see the torture some of Thy faithful servants have suffered on beds of anguish, ripped and constrained by bitter pains, some others call out with a hateful ailment that cannot be cured. One tortured with gout in his bones, another with his arm or leg torn off to save his life. ","Mor gheddyn dy akin yn torchagh ta paart jeh Dy harvaantyn firrinagh er hurrans er lhiabbaghyn dy angaish er ny raipey as er ny crunnagh Liorish pienyn sharrow paart elley geamagh lesh doghan eagee nagh vod ve er ny lheihys. Fer er ny horchaghey lesh goot ayns y crauyn, fer elley lesh y ree ny y lurgey gairyt jeh dy hauail y vios. ","cruinnaghey— Cregeen; ‘CRUINNAGHEY, v. closing, making compact, besieging’. Kelly; CRUINNAGH or poeticé, CRUINNAGHEY, to assemble, gather, collect, come, get together, make round and circular. "
"     Cha voddym agh goaill rish cre cha cairagh as veagh Dhyt, O Yee, lesh yn un chappan sharroo y chur dooys. As cre cha myghinagh as te dy vel Oo toiggal ooilley my annoonidyn. T’ou er reayl mee voish surranse lheid ny erraghyn trome. Shen ny t’ou kiarit dy yannoo, ayns Dty chreenaght dy bragh farraghtyn hene, ta toiggal eh dy s’goodsave lhiat dy hannaghtyn Dty aignys graysoil.","     I can only accept how just it would be for Thee, O God, to serve me with the same bitter cup. And how merciful it is that Thou understandeth all my weaknesses. Thou hast kept me from suffering such heavy burdens. That which Thou art resolved to do in Thy own everlasting wisdom, that understands that if it pleases Thee to preserve Thy gracious intent. ",Cha voddym agh ghoaill rish cre cha cairagh as vagh dhyt O yee lesh yn un cabban sharroo y cur dooys. As cre cha mighinagh as te dy vell Oo toiggal ooilley my annoonidyn Tou er reeayl me voish surrans lheid ny erraghyn throme. Shen ny tou caaryt dy yannoo ayns Dy creenagh dy bragh farraghtyn Hene ta toiggal eh dy s’goodsave lhat dy hannaghtys dy aignys graasoil ,
"     Jean mee dy firrinagh booisal Dhyt son slaynt as shee myr yn chooid elley jeh Dty vieysyn hene, my te Dty aigney, agh ny lhig dou jeeaghyn orroo myr ayrn jeh my vieys hene. ","     Make me truly grateful to you for health and peace as (I am for) the rest of your goodness, if it is your will, but do not let me look at them as part of my own goodness.",jean mee dy firrinagh booisdyl Dhyt son slaaynt as shee mor yn cooid elley jeh dy vieysyn Hene. Agh my te dy aigney agh ny lhig dow jeaghyn orroo mor ayr jeh my vieys hene,
"     Agh my te Dty aigney dy chur orrym ny doghanyn shoh, ny lhig dou goaill eh dy ve Dty ghrogh aigney dou. Agh jean mee dy kinjagh y ynsaghey dy ghoaill aggle Royd tra ta dy chooilley nhee dy mie marym, as dy ve graihagh Ort ayns my hurranse as dy ooashlagh Dty chreenaght flaunysagh, as cairys as Dty hushtey as mighyn ayndoo ny neesht. ","     However, if it is your will to afflict me with these ailments do not let me take it to be malice towards me, but make me always learn to fear Thee when everything is well with me and to love Thee in my suffering and to worship Thy heavenly wisdom and justice and Thy intelligence and mercy in them both. ","Agh my te dy aigney dy cur orrym ny doghanyn shoh ny lhig dow ghoaill e dy ve dy grogh aigney dow. Agh jean mee dy kenjagh y insaghey dy ghoaill aggle royd, tra ta sy chooilley nhee dy mie maarym as dy ve graihagh ort ayns my hurrans as dy ooashlagh Dy creenagh flaunysagh As cayrys as dy hushtey as mighyn ayndoo ny neesht ",
"     Cur dow cree imlee. Cree ta son gennaghtyn bree fuill Dty vac va deayrtit er my hon. Cur dou yn spyrryd dy phadjer dy voddym prayal dy kinjagh as lhiantyn gys y chrosh dy voddym jannoo Dty aigney er y thalloo as ve mayrt ayns Niau trooid beaynid, er coontey Dty vac deyr, Yeesey Chreest my haualtagh.","     Give me a humble heart. A heart that can feel the essence of the blood of Thy son that was shed for me. Give me the spirit of prayer that I may ever pray and adhere to the cross thay I may do Thy will and be with Thee in Heaven thoughout eternity, on account of Thy dear son, Jesus Christ my saviour.",cur dow chree ymlee. Chree ta son gennaghtyn bree fuill dy Vac va deayrtyt er my hon. Chur dow yn spyrryd dy fadjer dy voddym preeal dy kenjagh as lhantyn gys y crosh dy voddym jannoo dy aigney er y thalloo as ve maayrt ayns Niau trooid beeanyd Er coontey dy Vac deyr Yeesey Chreest my haualtagh ,
,,,
     Scruit yn chairroo laa as feed jeh yn cheid vee jeh’n yeurey ayns yn vlein 1900 .  ,     Written on the twenty-fourth of November in the year 1900.,     Scrieut yn chairroo laa as feed jeh yn ched vee jeh’n geurey ayns yn vlein 1900          ,
       ,,,
Faragher.,Faragher.,Faragher,
,,,
