English,Manx,Notes
TYNWALD COURT,,
"ST JOHN’S 5th July, 1915.",,
ABSTRACTS,,
OF ACTS FOR PROMULGATION,,
"Printed by Authority by Brown & Sons, Limited, “Times” Buildings, Douglas.",,
ABSTRACTS OF ACTS OF TYNWALD,,
"1.—THE AGRICULTURAL AND RURAL INDUSTRIES ACT, 1914.","YN SLATTYS EIRYNYS AS GREASYN CHEEREY, NUY CHEEAD YEIG AS KIARE-JEIG.",
The object and purport of this Act are to provide for the constitution of a Board of Agriculture for the Isle of Man. and to provide further money for advertising the Island as a health and pleasure resort.,Ta'n aigney as y chooish jeh’n Slattys shoh dy hoiaghey seose Boayrd dy Eirinys ayns Ellan Vannin as dy chiarail tooiley argid dy hoilshaghey yn Ellan myr oayl son slaynt as taitnys.,
"2.—THE ELEMENTARY SCHOOL TEACHERS WAR SUPERANNUATION ACT, 1915.","YN SLATTYS FIR-YNSEE BUNNEYDAGH TOYRTYS FAAGAIL OIK AYNS CAGGEY, NUY CHEEAD YEIG AS QUEIG-JEIG",
The object and purport of this Act are to enable certificated teachers to reckon service ia connection with the present war as recorded service for the purposes of the Acts relating to Elementary School Teachers’ Superannuation.,"Ta’n aigney as y chooish jeh’n Slattys shoh lhiggey da fir-ynsee, ta fo-laueyn oc dy choontey shirveish ayns yn caggey shoh myr shirveish recortyssit son oyryn lattysyn bentyn rish toyrtys faagail-oik jeh fir-ynsee bunneydagh.",
"The Royal Assent to the foregoing Acts was given by Mis Majesty in Council at the Court at Buckingham Palace on the 2nd day of June, 1915.","Va’n coardail Recoil currit gys ny Slattysvn roie soit magh liorish E Ard Ooashley ayns Coonceil ec y Quaiy ec yn Plaase Buckingham er yn nah laa jeh’n cheyoo vee, nuy cheead yeig as queig-jeig.",
3.—THE POOR PRISONERS’ DEFENCE ACT 1915. ,"YN SLATTYS FENDEILYS PRYSSOONEE BOGHT, NUY CHEEAD YEIG AS QUEIG-JEIG. ",
The object and purport of this Act are to make provision for the defence of poor prisoners.,Ta’n aigney as y chooish jeh’n Slattys shoh dy yannoo kiarail son y fendeilys jeh prysoonee boght.,
