Manx,English
,
Cohaglym Celtiagh 2009,
,
"Hie yn cho-whaiyl eddyrashoonagh bleinoil jeh’n Chohaglym Celtiagh er cummal mleeaney ayns Balley Shliggagh ayns Nerin veih Jelune 27 Jerrey Souree gys Jesarn 1 Luanistyn. Hie mee marish y lught-thie as shinyn cur lhien gleashtan er y vaatey veih Doolish gys Beeal Feirshtey. Ren shin gimman veih shen gys Shliggagh, agh hannee shin un oie ayns Ard Vaghey. As shinyn gimman trooid Nerin Hwoaie, ghow yn ven as yn inneen aym yindys mooar tra honnick ad ny banneyryn harrish straiddyn ayns ny baljyn leighalagh, banneyryn va guee er sleih ad dy chur arrym da ree ennagh as stoo myr shen. Cha row ad er vakin y lheid roie. ",
"Hie yn cho-whaiyl er cummal ayns thie-oast stoamey mysh meeilley cheumooie jeh mean Valley Shliggagh. T’eh er jeet dy ve beggan neu-chadjin dy chummal cowhaiylyn bleinoil y Chohaglym Celtiagh ayns thieyn-oast. Son y chooid smoo, ta ny co-whaiylyn shoh er nyn gummal er y gherrid ayns oollooscoillyn, as chaghteryn cadley ayns shamyryn-studeyr. Agh heill sleih ayns banglane Yernagh y Chohaglym Celtiagh dy bare cummal y cho-whaiyl ayns thie-oast cheumooie jeh Divlyn – va Yernee ennagh gaccan dy jagh y cho-whaiyl er cummal ayns Divlyn ro vennick. Er y laue elley, tra honnick sleih veih ny cheeraghyn elley ny priosyn veagh ad geeck sy thie-oast ayns Shliggagh v’ad beggan imneagh. Agh v’eh mie dy liooar as cha dug ny priosyn aggle er monney chaghteryn. Smooinee mish rhym pene ‘Foddee dy bee ny priosyn ny syrjey foast ayns Mannin ayns 2010!’ She Mannin yn ynrican cheer Cheltiagh nagh vel thieyn-aaght son studeyryn eck. ",
"Myr dy cliaghtagh ec ny co-whaiylyn shoh, va leaght ry-chlashtyn veih gagh cheer, va cuirrey-kiaullee ayn, as hug shin shilley er buill anaasagh. Bun-chooish ny leaghtyn, va shen enmyn-buill ayns ny cheeraghyn Celtiagh. She yn Dr. Sim Mac an Tallear loayr son Nalbin. T’eh er ve ronsaghey enmyn-buill ayns Nalbin son shiaght bleeaney jeig. Chammah as shen, t’eh ronsaghey yn aght ren y Ghaelg Albinagh skeaylley magh feiy Nalbin, as yn aght hie ee sheese ayns ny Eashyn Meanagh. Ayns e leaght ayns Shliggagh, loayr y Dr Mac an Taillear mychione yn aght ren chengaghyn dy liooar ayns Nalbin croo enmyn-buill ny cheerey – Pictish, Shenn Vretnish, Gaelg Albinagh, Shenn Vaarle as Frangish. ",
"Va beoyn ec ny loayrtee son y Vritaan as Bretyn dy loayrt mychione ny caslyssyn eddyr enmyn-buill ny shey cheeraghyn Celtiagh – enmyn haink voish focklyn cochadjin goll rish ‘ross’ as myr shen. She Jean-Yves Le Moing loayr son y Vritaan. Haink e lught-thie veih ard Pondi as v’eh cummal ayns Roazhon tra v’eh aeg roish my jagh eh dy yannoo studeyrys ayns Paris. Ayns y toshiaght, v’eh gobbraghey ayns cooishyn chellinsh, agh ny lurg shen cheaghil eh gys studeyrys Celtiagh as enmyn-buill. Ta lioaryn scanshoil mychione enmyn-buill y Vritaan currit magh echey. ",
"Loayr yn Olloo Hywel Wyn Owen mychione enmyn-buill Vretyn. Mastey reddyn elley, chossyn eh doghtooraght son studeyrys jeh enmyn-buill Sir y Fflint. Ec y Chohaglym ayns Shliggagh, er lhiam dy row yn leaght echey beggan dree. Va rouyr stoo echey as, goll rish ram sleih feer ynsit ta cur leaghtyn, v’eh soit er goll ny hrooid, eer dy jinnagh y speyr tuittym sheese. Ta’n Olloo Hywel Wyn Owen ny Eaghtyrane jeh’n Cheshaght son Studeyrys Enmyn-buill sy Vretyn Vooar as Nerin. She Art Ó Maolfabhail loayr son Nerin. Va’n leaght echey mychione y shennaghys (as y pholitickaght) jeh sheshaghtyn oikoil as enmyn-buill ayns Nerin neayr’s va Steat Seyr Nerin as y Phobblaght currit er bun. Loayr eh dy lajer mychione y scansh jeh cur geill da sleih ynnydagh as ny t’ad gra mychione ny enmyn-buill syn ard oc hene. Mennick dy liooar, ta enmyn neu-chooie (ny aggairagh) currit er buill ec sleih ta almoragh ny/as sonaasagh. Eer yn ennym Baarlagh ‘Sligo’, lhisagh eh ve red goll rish ‘Sligga’, t’eh jeeaghyn. Bleeantyn er dy henney, screeu fer ennagh sheese y lettyr ‘o’ ec jerrey yn ennym son y sheean ‘a’ ny ‘uh’. Agh smooinee sleih dy nee yn sheean ‘oh’ v’ayn. ",
"Ta Craig Weatherhill er nyanno studeyrys er shenndaaleeaght as shennaghys y Chorn son y chooid smoo. T’eh er nyannoo studeyrys dowin er enmyn-buill y Chorn rish queig bleeaney as feed. Ayns e leaght ec Shliggagh, ren eh gaccan dy lajer mychione yn aght ta shenn enmyn-buill tradishoonagh goll er coayl liorish almoraght as goanlys – red ta taghyrt ayns y Chorn as ooilley ny cheeraghyn Celtiagh elley. Bentyn da’n leaghteyr son Mannin, cha dod shin reih peiagh erbee elley agh yn Olloo Dr Shorys y Creayrie. She eshyn ta er nyannoo yn creear smoo va rieau jeant jeh enmyn-buill Vannin, geiyrt er obbyr J.J. Kneen, va jeant ayns ny bleeantyn feed. Er jerrey, cha dod Shorys y Creayrie cheet gys Shliggagh son y Cohaglym, agh va leaght screeut echey ro laue, as she mish ren livrey yn leaght shen – er-nonney, red ennagh va faggys da’n leaght shen. Va coipyn jeh’n leaght hene ry-gheddyn da ny oaylleeyn va kionfenish. ",
"Y bun jeh leaght Shorys y Creayrie, va shen enmyn-buill Vannin va ayn roish my daink ny Loghlynnee gys Mannin. Ta’n chooish shoh doillee as arganagh dy liooar. S’aashagh cur enn er ny enmyn-buill Loghlynnagh, agh bentyn da enmyn-buill Gaelgagh, row ennym ennagh ayn roish my daink ny Loghlynnee? S’doillee ansoor kiart y chur. As ta shoh ooilley kianlt seose lesh yn aght ta sleih dy liooar foast soiaghey beg jeh cooishyn Celtiagh ayns Mannin – sleih ta bunnys cur ooashley da ny Wiggynnee as gagh red bentyn daue. Paart dy vleeantyn er dy henney hie mee gys co-whaiyl mychione enmyn-buill Loghlynnagh ayns Mannin hie er cummal ayns Thie Tashtee Vannin. Creid eh ny dyn, agh va peiagh ny ghaa ayns shen va gindys row chengey Ghaelagh ayns Mannin roish my daink ny Loghlynnee rish! As va eie ayn keayrt dy row dy stroie ny Wiggynnee yn chengey Ghaelagh dy bollagh as dy daink ee erash gys Mannin veih’n Ghallioo (Galloway) lurg lhing ny Loghlynnee. Hooar Robert Thomson rey rish yn eie shen. Va’n chengey Ghaelagh goll er loayrt car lhing ny Loghlynnee, as v’ee ocsyn neesht. Fodmayd, ny Manninee, ve booisal son Tinvaal as nyn eiraght Loghlynnagh, agh foastagh ta kuse jin jeant skee liorish smaght ny Wiggynnee lurg ooilley ny bleeantyn shen. Agh ta reddyn couyral. ",
