Manx,English
Feailley Bleeaney Cholum Keeilley,
,
,1997 saw the commemoration of the death of Colum Keeilley and the visits of the Irish President to the Isle of Man and Scotland - events of potentially great significance for inter-Celtic collaboration.
,
"Hooar Colum Keeilley baase 1,400 blein er dy henney. Bee yn ennym echey kianlt seose dy bragh lesh Doon ny nGoal, Doirrey as Ellan Ee. She flah, bardagh as saggyrt v'ayn. V'eh ruggit ny pheiagh ooasle as er y hon shen v'eh coontit dy ve cooie dy yannoo briwnys er arganeyn politickagh eddyr Nerin as Dalriada, y reeriaght va currit er bun ec ny Yernee ayns Nalbin (shen yn aght haink y chengey Ghaelagh gys Nalbin).",
"Ta skeeal ayn dy jagh Colum er eebyrt kyndagh rish argane mychione jannoo coip jeh laue-screeuyn. Lurg shen, ec chaglym Druim Ceat sy vlein 575, ren eh shickyraghey dy beagh pooar ec ny bardee sy teihll Gaelagh son thousane blein as ny smoo. Agh ta cooiniaghtyn ec y chooid smoo dy 'leih dy dug eh er bun mannishter Ellan Ee. Haink shoh dy ve yn ard-ynnyd jeh'n Agglish Cheltiagh ayns ny ellanyn shoh. She ard-ynnyd jeh'n ynsagh v'ayn neesht.",
"Shoh tree reddyn ta kianlt ry-cheilley ayns bea Cholum Keeilley: politickaght, ynsagh as craueeaght. Hug y Chreestiaght mart oor da'n chultoor Celtiagh. Chammah as y beeal-arrish, va Celtiee ynsit screeu ayns ny chengaghyn oc hene. Hug ad dooin y lettyraght Oarpagh shinney nagh row screeut ayns chengaghyn classicagh. She ynnydyn-ynsee va ny mannishteryn v'ayns Ellan Ee as feiy'n Cheer Vooar Oarpagh.",
"Va co-chultoor currit er bun ayns Nerin, Nalbin as Mannin va feer lajer son keeadyn dy vleeantyn. Shoh yn eiraght ainyn ooilley, s'cummey ere woish haink shin ny cre'n chraueeaght t'ain ny cre'n daah ta'n crackan ain.",
"T'eh feer chooie dy vel Mary Robinson, Eaghtyrane Nerin er chur shilley er Mannin as Nerin mleeaney. Hug ee leaght Sabhal Mor Ostaig syn Ellan Skianagh. Sy leaght shen. dooyrt ee paart jeh ny reddyn heose. As ayns Mannin doshil ee Thie Vanannan ayns Purt ny h-Inshey dy oikoil. Tra doshil ee yn ynnyd-eiraght shoh, dooyrt ee dy nee yn chengey Ghaelgagh yn ayrn smoo scanshoil jeh'n eiraght Vanninagh. As loayr ee ayns Gaelg, beggan. Va sheshaghtyn Manninagh er ghuee dy jinnagh ee y lheid, agh ren ee ny smoo na v'ad jerkal. Va politickeyr Manninagh ny ghaa beggan brasnit liorish goan yn Eaghtyrane. Kuse dy pholitickeyryn Manninagh, t'ad roast cliaghtey jannoo beg jeh'n chengey ashoonagh: cha nel ad cliaghtey clashtyn peiagh scanshoil ginsh yn 'irriney dauesyn - she yn Ghaelg y red Manninagh smoo scanshoil t'ain.",
"Ta leac syn entreilys jeh Thie Vanannan. Er y leac (ayns Baarle ny lomarcan!) ta chaghteraght mychione kiangley eddyr 'daa ashoon Celtiagh'. Feer vie, agh s'treih nagh vel Gaelg ry-akin er y leac shoh. Goll dys cooishyn Manninagh elley, fy-yerrey hoal ta ny smoo Manninee toiggal dy vel Nerin ayn. As dy vel ram argid ry-chosney ayns Divlyn erskyn ooilley. Bee Manninee geearree croo tooilley kianglaghyn eddyr Mannin as Divlyn, ta cheet dy ve ny smoo scanshoil myr ynnyd-argidys. As ta tooilley Yernee cheet dy chummal ayns Mannin, Yernee nagh vel goll rish ny stereoplaityn ta Manninee credjal ayn rish ymmodee blein. Ram jeh ny Yernee t'ayns Mannin nish, t'ad aghtal as bioyr as berchagh dy liooar. Jarrood ny Paddies shen as bootsyn laaghagh orroo. Bee argid Yernagh caghlaa ny aignaghyn jeh ram jeh ny Manninee shen ta foast cummal ayns seihll ren goll magh ass tammylt er dy henney.",
"Lieh-cheead blein er dy henney, ren de Valera goll er turrys dys Mannin as ny ellanyn Albinagh va goll rish y turrys ta Mary Robinson er nyannoo mleeaney. Geiyrt er turrys de Valera, va recortyssyn jeant jeh ny loayrtee dooghyssagh jeh'n Ghaelg. Neemayd cur ayns cooinaghtyn y theay dy daink de Valera dys Mannin as dy row ny recortyssyn shen jeant. As fodmayd troggal er goan Mary Robinson ayns Purt ny h-Inshey. Lhisagh Manninee, Albinee as Yernee co-obbraghey foddey ny smoo.",
"Myr dooyrt Mary Robinson ayns yn Ellan Skianagh y sourey shoh, ayns Nerin ta'n cultoor Celtiagh kianlt rouyr lesh ashoonaghys Yernagh as Catoleaghys (ta mish er veeiteil rish Yernee nagh vod credjal nagh vel mee my Chatoleagh er y fa dy vel Yernish aym). Fodmayd toiggal yn aght dy vel shoh taghyrt, agh shegin dooin streeu nish dy hoilshaghey magh nagh vel y cultoor Celtiagh coon as dy vod dy chooilley pheiagh goaill soylley jeh. Ga nagh vel y chengey Yernagh sauchey foast, ta bree noa ry-ennaghtyn ayns Nerin nish. Ta ymmodee sleih aeg sy cheer, sleih as creeaght ayndaue. Shooill mygeayrt Divlyn as jeeagh er paart jeu.",
"Gyn ourys erbee, ta creeaght ec Yernee dy liooar nish er y fa dy vel y cheer syn Unnaneys Oarpagh. Ta'n Phobblaght Yernagh coontit myr cheer Oarpagh as ta'n chooid smoo dy Yernee coontey ad hene dy ve nyn Oarpee. Lurg keeadyn dy vleeantyn as caggey agglagh, ta ram Yernee er scapail veih'n tranlaase va ginjillaghey ad dy ve myr guillyn-drid. Sonnys orroo.",
"Ta obbyr niartal jeant ec Mary Robinson. Sy cheer eck hene, cha nel paart dy 'leih coontey monney jee er y fa nagh loayr ee magh son seihll coon ny shenn Chatolee. As ta Yernee elley er chraidey mooee er yn oyr dy dug ee cainle ayns uinnag ayns Thie yn Eaghtyrane ayns Divlyn. Ta'n cainle shoh ry-hoi soilshaghey magh dy ve] ish (as sleih elley) smooinaghtyn mychione y diaspora Yernagh - thousaneyn as thousaneyn dy Yernee ren faagail y cheer, y chooid smoo jeu eginit dy gholl ayns joarreeaght ayns stayd agglagh. Foddee 'Moirrey Crebbin' jarrood y sleih treih ta craidey mooee er y hon shoh. Choud's ta fys aym, ish y chied eaghtyrane Yernagh ren rieau soilshaghey magh dy vel ee boirit mychione y sleih va eginit faagail y cheer. Lhig dooin guee dy bee y nah eaghtyrane Yernagh chammah as ish.",
Bee cooinaghtyn ain dy row 1997 ny blein scanshoil son cooishyn eddyr-Ghaelagh. Ta treisht ain.,
,
Orree Crennell,
