English,Manx
TYNWALD,
"ST JOHN’S 6th July, 1926.",
ABSTRACTS,
OF,
ACTS FOR PROMULGATION,
"Printed by Authority by Brown & Sons, Limited, “Times” Buildings, Douglas.",
"Abstracts of Act for Promulgation on the 5th July, 1926.",
"1.— The Rushen Water Act Amendment Act, 1925.",Yn Slattys Ushtey Rushen Nuy Cheead Yeig Queig as Feed.
"The object of this Act is to amend the Rushen Water Act, 1920, in its financial provisions.",Ta’n aigney jeh’n Slattys shoh dy lhiasaghey yn Slattys shoh dy lhiasaghey yn Slattys Ushtey Rushen Nuy cheead yeig as feed ayns e chiarailyn eeassee.
"2.— The Pharmacy and Dangerous Drugs Act, 1926.",Yn Slattys Pharmakys as Stooghyn Lheiys Dangeyragh Nuy Cheead Yeig Shey as Feed.
"The object of this Act is to amend the Pharmacy and Dangerous Drugs Act, 1923, and the Pharmacy and Dangerous Drugs Amendment Act, 1924, to give effect to a Convention signed at Geneva on behalf of His Majesty on the 19th February, 1925.",Ta’n aigney jeh’n Slattys shoh dy lhiasaghey yn Slattys Pharmakys as Stooghyn Lheihys Dangeyragh Nuy Cheead Yeig Tree as Feed as yn Slattys Pharmakys as Stooghyn Lheihys Dangeyragh (Lhiasaghey) Nuy Cheead Yeig Kiare as Feed dy chur bree da Bargane jeant ec Geneva er lieh E Ard Ooashley er y nuyoo laa as jeig jeh’n nah vee Nuy Cheead Yeig Queig as Feed.
"3.— The Judicature (Lunacy) Amendment Act, 1926.",Yn Slattys Reill-Quaiyllagh (Mee-Cheeaylid) Nuy Cheead Yeig Shey as Feed.
The object of this Act is to amend the Judicature Acts as to matters in lunacy.,Ta’n aigney jeh’n Slattys shoh dy lhiasaghey ny Slattysyn Reill-Quaiyllagh ayns cooishyn bentyn rish mee-cheeaylid.
"4.— The Companies Amendment Act, 1926.",Yn Slattys Sheshaghtyn Lhiasaghey Nuy Cheead Yeig Shey as Feed.
"The object of this Act is to amend the Companies Consolidation Act, 1910.",Ta’n aigney jeh’n Slattys shoh dy lhiasaghey yn Slattys Sheshaghtyn Unnaneysagh Nuy Cheead yeig as jeih.
"5.— The Aliens Restriction Act Amendment Act, 1926.",Yn Slattys Lhiettal Joarreeyn (Lhiasaghey) Nuy Cheead Yeig Shey as Feed.
"The object of this Act is to repeal section 12 of the Aliens Restriction Act, 1922, to conform to the terms of a treaty signed on behalf of His Majesty and the President of the German Reich.","Ta’n aigney jeh’n Slattys shoh dy chur dy lhiattee yn ghaa-yeigoo ayrn jeh’n Slattys Lhiettal Joarreeyn Nuy Cheead Yeig Jees as Feed, er yn oyr dy choardail lesh ny kiarailyn jeh Bargane jeant er lieh E Ard Ooashley as yn Fer Hoshee jeh’n Reich Gearmanagh."
"6.— The Married Persons Protection Act, 1926.",Yn Slattys Coadey Sleih Poost Nuy Cheead Yeig Shey as Feed.
The object of this Act is to amend the law relating to Separation and Maintenance Orders.,Ta’n aigney jeh’n Slattys shoh dy lhiasaghey yn leigh bentyn rish Saraghyn Scarrey as Kemmyrk.
The Royal Assent to the foregoing Acts was given on the dates set out hereunder :—,Va’n Choardail Reeoil currit gys ny Slattysyn gollroie er ny laghyn fo soit magh :—
"To Act No. 1, at Buckingham Palace  ........... 12th October, 1925.","Gys Slattys 1, ec y Plaase Buckingham ... 12oo X 1925."
"To Acts Nos. 2, and 3, at Buckingham Palace  ........... 30th April, 1926.",Gys Slattysyn 2 as 3 ec y Plaase Buckingham ... 30oo IV 1926.
"To Act No. 4, at Buckingham Palace 1st June,1926.","Gys Slattys 4, ec y Plaase Buckingham  ........... 1d [sic] VI 1926."
"To Act Nos. 5 and 6, at Buckingham Palace, ........... 28th June, 1926.","Gys Slattysyn 5 as 6, ec y Plaase Buckingham ........... 28oo VI 1926."
