English,Manx
TYNWALD,
"ST JOHN’S 5th July, 1927.",
ABSTRACTS,
OF,
ACTS FOR PROMULGATION,
Wt. 325.—150/6/27,
"Printed by Authority by Brown & Sons, Limited, “Times” Buildings, Douglas.",
"Abstracts of Act for Promulgation on the 5th July, 1927.",
"1.— The Prevention of Crime Act, 1926.",Yn Slattys Lhiettal Loght Nuy Cheead Yeig Shey as Feed.
The object of the Act is to make better provision for the prevention of crime and the reformation of young offenders.,Ta’n aigney jeh’n Slattys dy yannoo kiarail share son lhiettal loghtyn as son lhiasaghey grogh-yantee aegey.
"2.— The Agricultural and Rural Industries Acts Amendment Act, 1927.",Yn Slattys Eirinys as Greasyn-Cheerey Nuy Cheead Yeig Shiaght as Feed.
The object of the Act is to amend the constitution of the Board of Agriculture.,Ta’n aigney jeh’n Slattys dy chiaddey ass-y-noa yn Voaryd Eirinys.
"3.— The Education (Lonan Schools) Act, 1927.",Yn Slattys Ynsagh (Schoillyn Skeeyl Lonnan) Nuy Cheead Yeig Shiaght as Feed.
The object of the Act is to transfer certain schools in Lonan to the Council of Education.,Ta’n aigney jeh’n Slattys dy livrey harrish schoillyn er lheh ayns Skeeyl Lonnan gys yn Coonceil Ynsagh. 
"4.— The War Contribution and Income Tax (Appropriation) Act, 1927.",Yn Slattys Toyrtys Caggee as Keesh Cosney-Vleeanagh (Goaill Goal) Nuy Cheead Yeig Shey as Feed.
The object of the Act is to provide for War Contribution and for appropriation of portion of the proceeds of Income Tax.,Ta’n aigney jeh’n Slattys dy chiarail toyrtys cour yn Caggey as son goaill goal paart jeh’n keesh er cosney vleeanagh. 
"5.— The Workmen’s Compensation Act, 1927.",Yn Slattys Cooilleeney Obbreeyn Nuy Cheead Yeig Shiaght as Feed.
"The object of the Act is to require employers to insure against liability under the Workmen’s Compensation Acts, and to compel insurers to make annual returns.",Ta’n aigney jeh’n Slattys dy chur er mainshteryn dy choodaghey ad hene noi drogh-haghyrtyn fo ny Slattysyn Cooilleeney Obbreeyn as dy eginagh ad dy yannoo coontaghyn vleeaney.
"6.— The Income Tax Amendment Act, 1927.",Yn Slattys Keesh Cosney-Vleeanagh Nuy Cheead Yeig Shiaght as Feed.
The object of the Act is to amend the law as to Income Tax.,Ta’n aigney jeh’n Slattys dy lhiasaghey yn leigh bentyn rish keesh cosney vleeanagh.
"7.— The Fishery Act, 1927.",Yn Slattys Eeasteyrys Nuy Cheead Yeig Shiaght as Feed.
The object of the Act is to amend the Fisheries Acts.,Ta’n aigney jeh’n Slattys dy lhiasaghey ny slattysyn Eeasteyrys.
"8.— The War Memorials (Local Authorities’ Powers) Act, 1927.",Yn Slattys Carnaneyn Caggee (Pooaraghyn Fir-oik Ynnydagh) Nuy Cheead Yeig Shiaght as Feed.
The object of the Act is to enable local authorities to maintain and protect war memorials.,Ta’n aigney jeh’n Slattys dy chur pooar da fir-oik ynnydagh dy chummal seose as dy endeil carnaneyn caggee.
"9.— The Fishery Act, Amendment Act, 1927.",Yn Slattys Eeasteyrys (Lhiasaghey) Nuy Cheead Yeig Shiaght as Feed.
"The object of the Act is to amend the Fishery Act, 1927.",Ta’n aigney jeh’n Slattys dy lhiasaghey yn Slattys Eeasteyrys Nuy Cheead Yeig Shiaght as Feed.
"10.— The Rent (Restrictions) Act, 1927.",Yn Slattys Mayll (Lhiettalyn) Nuy Cheead Yeig Shiaght as Feed.
"The object of the Act is to continue the Increase of Rent (Restrictions) Act, 1925, until the 12th May, 1929.",Ta’n aigney jeh’n Slattys dy reayll ayns bree yn Slattys noi Bishaght Mayll Nuy Cheead Yeig Queig as Feed derrey yn nah laa yeig Voaldyn nuy cheead yeig nuy as feed.
"11.— The Independent Methodist Trust Property Act, 1927.",Yn Slattys Cooid-hreishtee ny Saasilee Nuy Cheead Yeig Shiaght as Feed.
