Manx,English,Notes
Va mish goll er gys yn scaddan roish haink yn ghobbag mygeayrt dy ee yn lieen as yn scaddan.,I used to go to the herring before the dogfish came around to eat the net and the herring. ,
Veagh shin lhie fud ny hoie ayns ny laghyn shen er yn Vack as prowal ayns yn lhiggin dy yeeaghyn row yn Fer Beg thooilley. ,We would lie all night in those days on the Back and prove in the slackwater to see if the Little Fellow was flooding.,
Veagh ny buick ghlassey [1] chewal yn lieen agh cha row ad jannoo monney skielley da’n lieen.,"The ‘buick ghlassey’ would chew the net, but they would not do much damage to the net. ","[1] buick ghlassey [bwick ghlassey]: ‘grey geldings i.e. porpoises’ Broderick (1982b: 133); ‘a large fish of the dog-fish or shark kind; literally, a grey horse’ Kelly (s.v. bock-glass)."
"Tra veagh shin prowal as cur ghaa ny three dy cheeadyn assjee veagh eh yn currym ain dy heidey yn cayrn, agh cha row ad sheidey yn cayrn gys veagh yn ghreie er boayrd er yn oyr dy beagh ny baatyn chaglym mygeayrt-y-mooin as cuirr er mullagh ny mollagyn ain.","When we would be proving and taking two or three hundreds out of it, it was our job to blow the horn, but they would not blow the horn until the gear was on board, because the boats would gather around us and cast on top of our buoys.",
"Ta cooinaght aym er oieghyn kiune er yn Vack as gyn monney scaddan goll, as veagh ad geamagh dy cheilley myr shoh:","I remember calm nights on the Back when there wasn not much herring going, and they would call to each other like this:",
"“Hi, yn baatey shen sthie hiar shen!”","“Hi, that boat in eastwards there!”",
"“Hi oo hene, lah!”","“Hi yourself, lad.”",
"“R’ou prowal ayns shen, boy?”","“Were you proving there, boy?”",
"“Va, boy.”","“Yes, boy.”",
"“Quoid hug oo ass yn phiyr, boy?”","“How much did you take out of the pair, boy?”",
"“Ushtey, boy.”","“Water, boy.”",
"“Row uss prowal ayns shen, boy?”","“Were you proving there, boy?”",
"“Va, boy.”","“Yes, boy.”",
“Quoid hug oo ass yn phiyr?” ,“How much did you take out of the pair?”,
“Ushtey myrgeddin.”,“Water as well.”,
"Eisht veagh shin geamagh da fer elley, “Hi, yn baatey shen mooie heear, lah.”","Then we would call to another, “Hi, that boat out westwards, lad.”",
"“Hi oo hene, lah.”","“Hi yourself, lad.”",
"“R’ou prowal ayns shen, boy?”","“Were you proving there, boy?”",
"“Va, boy.”","“Yes, boy.”",
“Row uss prowal?”,“Were you proving?”,
"“Va, boy.”","“Yes, boy.”",
“Quoid hug oo ass yn phiyr?”,“How much did you take out of the pair?”,
"“Mysh keead, boy. Quoid hug uss ass yn phiyr?”","“About a hundred, boy. How much did you take out of the pair?”",
“Ushtey.” ,“Water.”,
"“Quoid dy how ayd, boy?”","“How much tow do you have, boy?”",
“Kiare feiyghyn jeig.”,“Fourteen fathoms.”,
"“Cre’n ushtey t’ayd, boy?”","“What water do you have, boy?”",
“Feiy as feed.”,“Twenty-one fathoms.”,
"Veagh paart jeu gra, tra veagh shin briaght, “Cre’n ushtey boy?” “Ushtey sailjey, boy.”","Some of them would say, when we asked, “What water boy?” “Salt water, boy.”",
