Manx,English,Notes
Bieau as y vodjal roish ny geayee,"Swift as the cloud before the wind,",
Ta bleain elley’r sheeley rôie;,"Another year has sneaked on her way,",
"      Bleain elley cheet — yn vleain shen fo’ee,","     Another year coming — that year under her,",
Nagh vaak my hooil dy bra:,"My eye will never see [again],",
"Yn ghrian [1] shid cur lesh stiagh y bleain[2],","Yonder sun bringing in the year,","[1] Yn ghrian— ‘The sun’. The noun grian is almost always considered feminine, as it is here (with lenition after the article in the nominative). Later in the verse the yn ghrian is treated as masculine; e ghoull ‘his beam’, e vreein ‘his heat’."
,,"[2] y blein— ‘the year’. The noun blein is almost always considered feminine, so vlein would be expected after the article – as occurs in the third line.  "
"Roish nee e ghoull bleain elley ’rhein,",Before her ray separates another year,
"Na mee y hiow lesh bioyr e vreein,",Or warms me with the vitality of her heat,
     Foddyms ve sheeynt fo’n scraa.,     I may be lying under the sod.,
"Yn aegid ghiennal, ’syn niart smoo,","Jovial youth, in greatest might,",
Bee ayns yn ooir dy leeh neealloo;,Will soon be unconscious in the earth,
"Ta’n sumney cheet da ooilliu bieau,-",The summons comes quickly for all -,
     As ooilliu sheign gansoor.,     And all must answer.,
"Cre whillieen aeg, cha trean as mee,",How many young, as brave as I,
"Tra ghow’n vleain toshiaght, ard ayns cree,","When the year begins, high in heart,",
"Ta er nyn droyn lhie feayr ’syn oaie,","Are on lying on their humps, cold in the grave,",
     Dowin oanluckit ’syn ooir.,     Buried deep in the earth.,
"Oh! lhig da ve my ard charail,","Oh! Let it be my chief purpose,",
"Lesh credjue, surranse, ash lesh preayll,","With faith, patience and with prayer,",
"Dy yientyn aynym slane treishteil,","To generate within in me complete trust,",
"     As aarlys son a baase,","     And readiness for death,",
"Myr shen tra veesym êit ersooyl,","So when I am called away,",
"Ga dy bee’n corp ’sy joan ergooyl,","Although the body will be left behind in the dust,",
"Nee m’annym beayn ayns soiljey [3] shooyl,","My immortal soul will be walking in the light,","[3] soiljey— ‘light’. Although the more common spelling soilshey is used in the Bible, other writers (particularly Ned Beg Hom Ruy in his own writing) prefer soiljey."
     As eunys beayn ny ghrayse.,     In the eternal rapture of grace.,
Nish ta bleain elley’r skirrey chaiee;,   Now another year has slid past;,
"Tappee myr strooan roï my-lheï[4],",Fast like a stream running downhill,"[4]  my-lheï ‘downhill’ Elsewhere in the corpus my-lheï is found in the compound kione-my-lheï; ‘descent’, ‘downhill’, ‘headlong’, ‘prone’, ‘slope’, ‘steep’,  my-laee in kione-my-laee ‘the drooping, or lower end’, and my-lhiee in the the compund gour-my-lhiee ‘adown’, kione-my-lheïe ‘declivity’. Cregeen gives the spelling myla’ee; ‘with the descent, drooping’."
Ayns freayn buirroogh byleshey [5] roï,In its roaring flow running,[5] What is byleshey?
     Sheese gys a faarkey vooar.,     Down to the great ocean.,
"Ah shimmey boggey ta ec kione,","Oh! Many’s the joy now at an end,",
As shimmey carrey dooie ’sy joan;,And many’s the dear friend in the dust;,
"Reabit veih clieu ny moir e cloan,","Her children torn from the mother’s bosom,",
     Syn ooig dy loouid[6] soor.,     In the pit of sour decay,[6] lhoauid— ‘rottenness’. 
"Lhig da’n veggan bleain partoil,","Let the year's remnant depart,",
As nee dagh carrey my agail;,"And all my friends shall leave me,",
Tromechreeagh faagit dy rouail,Heavy-hearted, left to wander,
     Ayns y coan shoh dy yeir.,     In this valley of tears.,
"Myr biljyn tra ta’n sowrey’r ngholl,","Like trees when the summer has gone,",
