Manx,English,Diplomatic
Yn Barran as Max,Max and The Baron,Max as yn Barran
"Cheayrt dy row, foddey er dy henney va dooinney cummal ayns çheshveayn yn cheyll, va enmyssit Max. As va barron feer verçhagh, cummal ayns cashtal er cronk er gerrey da’n cheyll. Va Max streeu dy gheddyn beaghey da hene as e lught-thie chammah as oddagh eh. Ayns yn Yeurey v’eh cliaghtey giarrey laadyn trome dy fuygh son aile; as tayrn ad seose er yn chronk, harrish yn raad coodit lesh sniaghtey, gys cashtal yn Varron. Va’n Barron er ve kinjagh carrey mie da Max as e lught-thie as veagh Max er yannoo red erbee sy theihll son yn Varron. Va ec yn Varran un inneen enmyssit Olga, v’ee feer aalin as millish, as va’d gyllagh pooishee yn cheyll ree. As va dy chooilley unnane graihagh urree.","Once upon a time, a long time ago, there was a man living in the middle of the forest who was called Max. And there was a very rich baron living in a castle on a hill close to the forest. Max was striving to make a livelihood for himself and his family as well as he could. In the winter he used to cut heavy loads of wood for fire; and pull them up onto the hill, over the road covered with snow, to the Baron’s castle. The Baron had always been a good friend to Max and his family and Max would have done anything in the world for the Baron. The Baron had one daughter called Olga who was very beautiful and sweet, and who they were calling ‘flower of the forest’. And everyone loved her. ","Cheayrt dy row, foddey er dy henney Va dhonney commal ayns chesh veayn yn cheyll, va enmysit Max. As va Barron feer verchagh, commal ayns cashtal er cronk er gerrey da’n cheyll. Va Max strieu dy gheddyn beagey da hene as y lughthie chammah as foddagh eh. Ayns yn geurey va chlaghtey garey laoi-dyn throme dy fuygh son aile; as tarn ad seoise er yn cronk, harrish yn raaid coodyt lesh snaghtey, gys cashtal yn Barron. Va’n Barron er ve kenjagh charrey mie da Max as y lughthie. As va Max er yannoo red erbee sy theihll son yn Barron. Va eck yn Barron un inneen enmysit Olga, vee feer aalin as millish. As va’d Gillagh pushey yn cheyll. As v’eh dy chooilley unnane ghraihagh urree. "
"Agh va noid feer sharroo ec yn Varron ayns Count va cummal çheu elley yn cheyll, as v’eh dooinney feer olkyssagh, as v’eh dy kinjagh streeu dy yannoo olk ennagh da’n Varran. ","But the Baron had a very bitter enemy; a Count who was living on the other side of the forest, and he was a truly evil man, and he was always striving to do some bad to the Baron. ","Agh va noid feer sharrow eck yn Barron. Ayns Count va commal cheu elley yn cheyll, as ve dhonney feer olkysagh, as ve dy kingagh strieu dy yannoo olk ennagh da’n Barron. "
"Un cheayrt va’n Barron er ve ersooyl shelg son three laa. Er çheet thie un fastyr skee as accrysagh cha ren yn ven seyr Olga roie dy veeitteil eh myr vee cliaghtey. “C’raad ta Olga?” dooyrt yn Barran, agh cha row fys ec unnane son va Olga, as e cumraag Vera, ersooyl ass nyn shilley son tammylt dy hraa. Ren ad ronsagh son oc ayns dy chooilley ynnyd, agh cha voddagh ny mraane seyr ve gheddynit ayns boayl erbee. Shoh obbyr my noid dooyrt yn Barron, ta’n Count er gheid my inneen, pooishee yn cheyll, shegin dou goll dy ronsagh son eck hene as e cumraag.","One time, the Baron had been away hunting for three days. Upon coming home one afternoon, tired and hungry, Lady Olga didn’t run to meet him as she usually did. “Where is Olga?” said the Baron, but nobody knew because Olga, and her companion Vera, were away out of their sight for quite a while. They searched for them in every place, but the ladies couldn’t be found anywhere. “This is the work of my enemy” said the Baron, “the Count has stolen my daughter, flower of the forest, I must go to search for her and her companion.”","Un cheayrt va’n Barron er ve ersooyl shelg son three laa. Er cheet thie un fastyr skee as accrysagh cha ren yn ven seyr Olga roie dy veeitteil eh myr vee claghtey. Cre’d ta Olga doyrt yn Barron, agh cha row fyss eck unnane son va Olga, as y comraig Vera, ersooyl ass nyn shilley son tamylt dy chra, ren ad runsagh son oc ayns dy chooilley ennyd, agh cha voddagh ny Mraane seyr ve ghedynit ayns boayl erbee. Shoh obbyr my noid doyrt yn Barron, ta’n Count er gheid my inneen pushee yn cheyll, shegin dou gholl dy runsagh son eck hene as y comraig. "
"Eisht chur yn Barron fys er Max, fer firrinagh yn cheyll. Va fys echey dy jinnagh Max dy arryltagh cur e vioys ayns gaue, dy hauail yn ven seyr Olga. As ayns ooilley yn çheer mygeayrt cha row fer erbee, as enney echey er raaidyn yn cheyll goll rish Max, ny fer erbee oddagh gimman goll rish ayns yn sniaghtey. “Jean oo goll mârin?” dooyrt yn Barron rish Max. ","Then the Baron sent for Max, a true man of the forest. He knew that Max would willingly put his life in danger to save Lady Olga. And in all the country around there was no-one at all with knowledge of the roads of the forest like Max, or anyone who could drive like him in the snow. “Will you go with us?” said the Baron to Max. ","Eisht chur yn Barron fyss er Max, fer firinagh yn cheyll Va fyss eck eh dy jinagh Max, dy arryltagh cur y vioys ayns gaue, dy hauail yn ven seyr Olga. As ayns ooilley yn cheer mygeayrt cha row fer erbee, as enney eck eh er raaidyn yn cheyll gholl rish Max. Ny fer erbee foddagh gimman gholl rish ayns yn snaghtey. Jean oo gholl maaryn doyrt yn Barron rish Max. "
"“Hig dy feer arryltagh my Hiarn Barron” dooyrt Max. Myr shen, va tree cabbil skibbylt er ny cur roish yn sleayd. Va’n Barran as Max soaillit ayns craitnyn beashtyn dy reayl ad çheh. Eisht hoie ad magh er nyn jurnaa meanagh yn oie. ","“I’ll come very willingly my Lord Baron” said Max. So, three nimble horses were put before the sleigh. The Barron and Max were wrapped in animal skins to keep them warm. Then they set forth on their midnight journey. ",Hig dy feer arryltagh my Hiarn Barron doyrt Max. Myr shen va three cabbyl skibbylt er ny cur roish yn slayde. Va’n Barron as Max soaylt ayns craitnyn beashtyn dy reeal ad chea. Eisht hoie ad magh er nyn jurna meanagh yn oie. 
"Va ooilley yn thalloo coodit lesh sniaghtey agh va’n eayst runt jannoo eh cha sollys as yn laa, as va’d goll er yn raaid fegooish feiyr erbee, son va’n sniaghtey meeley fo’n sleayd, marrroo yn sheean.","All the ground was covered with snow but the round moon was making it as bright as the day, and they were going on the road without any noise, for the snow was soft under the sleigh, deadening the sound. ","Va ooilley yn thalloo cooidyt lesh snaghtey agh va’n nease runt jannoo e cha sollys as yn laa, as va’d gholl er yn raid fegoish fiyr erbee, son va’n snaghtey meeley fo yn slayde, marrroo yn sheean. "
"Agh feer doaltattym ren ad clashtyn coraa faase, v’eh feer faase ec y toshiaght agh ayns tullagh haink eh reesht, ny sniessey as ny s’baghtal, gys ren yn chree oc stappal lesh aggle, son va enney vie oc cre’n coraa v’ayn. ","But all of a sudden they heard a faint voice, it was very weak at the beginning, but in an instant it came again, closer and clearer, until their hearts stopped with fear, for well they knew what that voice was.  ","Agh feer doltattym ren ad clashtyn corraa faase, ve feer faase eck y toshaght agh ayns thullogh haink e rasht, ny snessey as ny s’baghtal, gys ren yn chree ock stappal lesh aggle, son va enney vie ack cre’n corraa va ayn. "
"“Max,” dooyrt yn Barron ayns sannish, “Vel oo clashtyn ny moddee oaldey er nyn eiyrt?” ","“Max,” whispered the Baron, “Do you hear the wolves chasing us?” ","Max doyrt yn Barron ayns sonnish, vell oo clashtyn ny moddee oyldey er nyn iyrt. "
"“Ta, my Hiarn,” dooyrt Max, “agh marish cooney Yee nee mayd scapail. Ta enney ayms er thie ayns yn cheyll nagh vel feer foddey jeh.”","“Yes, my Lord” said Max, “but with God’s help we will escape. I know a house in the forest that isn’t very far off.”","Ta my Hiar doyrt Max, agh maarish coonney Yee nee mayd scappaill Ta enney ayms er thie ayns yn cheyll nagh vell feer foddey jeh."
