English,Manx
TYNWALD,
"ST. JOHN’S, 6th JULY, 1931",
ABSTRACTS,
OF,
ACTS FOR PROMULGATION,
Wt. 1517. —120/6/31.,
"Printed (by Authority) by Brown & Sons Limited, “Times” Buildings, Douglas.",
"1. — The Widow’s, Orphans’ and Old Age Contributory Pensions Amendment Act, 1931.",1.— Yn Slattys Toyrtyn-Choonee Mraane Treoghe Treoghanyn as Shenn Eaysh (Lhiasaghey) Nuy Cheead Yeig Nane Jeig as Feed.
"The object of this Act is to amend the Widows’, Orphans’ and Old Age Contributory Pensions Act, 1929.","Ta’n aigney yn Slattys shoh dy lhiasaghey yn Slattys Toyrtyn-Choonee Mraane Treoghe Treoghanyn as Shenn Eaysh, Nuy cheead yeig nuy as feed."
"2.— The Arbitration (Foreign Awards) Act, 1931.",2.— Yn Slattys Reaghys (Briwnyssyn Quaagh) Nuy Cheead Yeig Nane jeig as Feed.
The object of the Act is to give effect to an International Convention as to arbitrations.,Ta’n aigney yn Slattys shoh dy yannoo breeoil Coardail jeant eddyr Ashoonyn bentyn rish reaghys.
"3.— The pinfolds Transfer Act, 1931.","3.— Yn Slattys Pundailyn Livrey-Harrish, Nuy Cheead Yeig Nane Jeig as Feed."
The object of this Act is to transfer pinfolds to the parish commissioners.,Ta’n aigney yn Slattys shoh dy livrey harrish pundailyn gys ny Barrantee yn Skeerey.
"4.— The Partition Act, 1931.","4.— Yn Slattys Rheynn-Halloo, Nuy Cheead Yeig Nane Jeig as Feed."
The object of this Act is to divide or sell real estate held in undivided shares. ,Ta’n aigney yn Slattys shoh dy rheynn ny dy chreck thalloo er ny chummal ayns ayrnyn neu-rheynnagh.
"5.— The Howstrake Estate Act, Amendment Act, 1931.","5.— Yn Slattys Balley Howstrake Lhiasaghey, Nuy Cheead Yeig Nane Jeig as Feed."
The object of this Act is to confirm agreements with reference to the Howstrake Estate. ,Ta’n aigney yn Slattys shoh dy hickyraghey barganeyn bentyn rish yn Balley Howstrake.
"6.— The Motor Car (International Circulation) Act, 1931.",6.— Yn Slattys Fainagh-Ooil (Coardail Eddyr Ashoonyn)  Nuy Cheead Yeig Nane Jeig as Feed.
The object of this Act is to implement an international convention as to motor cars.,Ta’n aigney yn Slattys shoh dy chooilleeney coardail jeant eddyr ashoonyn bentyn rish fainee-ooil.
"7.— The Teare Divorce Act, 1931.","7.— Yn Slattys Scarree Teare, Nuy Cheead Yeig Nane Jeig as Feed."
The object of this Act is to dissolve the marriage between Thomas Gerard Mallandaine Teare and Ada Sage Wilson Teare,Ta’n aigney yn Slattys shoh dy eaysley yn voandey poosee eddyr Thomas Gerard Mallandaine Teare as Ada Sage Wilson Teare.
"8.— The Advertising Rate Act, 1931.","8.— Yn Slattys Keesh-Hoilshee, Nuy Cheead Yeig Nane Jeig as Feed."
The object of this Act is to amend the Advertising Rate Acts.,Ta’n aigney yn Slattys shoh dy lhiasaghey ny Slattysyn Keesh-Hoilshee.
"9.— The Local Government Amendment Act, 1931.","9.— Yn Slattys Gurneilys Ynnydagh Lhiasaghey, Nuy Cheead Yeig Nane Jeig as Feed."
The object of this Act is to extend the Local Government Acts throughout the Island.,Ta’n aigney yn Slattys shoh dy lheeadaghey ny Slattysyn Gurneilys Ynnydagh trooid-magh yn Ellan.
"10.— The Factories and Workshops (Amendment) Act, 1931.","9.— Yn Slattys Thieyn Obbyr-Lauee as Shappyn Obbyr (Lhiasaghey), Nuy Cheead Yeig Nane Jeig as Feed."
The object of this Act is to include quarries in the Factories and Workshops Act.,Ta’n aigney yn Slattys shoh dy ghoaill stiagh tuill-chlagh ayns yn Slattys Thieyn Obbyr-Lauee as Shappyn-Obbyr.
"11.— The Income Tax Amendment Act, 1931.","11.— Yn Slattys Keesh Cosney-Vleanagh, Nuy Cheead Yeig Nane Jeig as Feed."
The object of this Act is to tax incomes earned in this Island.,Ta’n aigney yn Slattys shoh dy hroggal keesh er cosney ta er ny hoilliu cheusthie jeh’n Ellan shoh.
"12.— The Forestry Act, 1931.","12.— Yn Slattys Keylley, Nuy Cheead Yeig Nane Jeig as Feed."
The object of this Act is to establish a Forestry Board and promote afforestation.,Ta’n aigney yn Slattys shoh dy hoiaghey seose Boayrd Keylley as dy vishaghey cuirr biljin.
"13.— The Usury Amendment Act, 1931.","13.— Yn SlattysThack Khiasaghey, Nuy Cheead Yeig Nane Jeig as Feed."
"The object of the Act is to amend the Usury Act, 1931.",Ta’n aigney yn Slattys dy lhiasaghey yn Slattys Thack Shey Cheead Yeig Kiare as Nane jeig
The ROYAL ASSENT to the foregoing Acts was given on the dates set out hereunder:—,Va’n Chordail Reeoil currit gys ny Slattysyn goll roie er ny laghyn fo soit magh :—
"No. 1 at Buckingham Palace ... 28th July, 1930.",Earroo 1 ec y Plaase Buckingham ... 28oo VII 1930.
"Nos. 2 and 3, at Buckingham Palace ... 12th February, 1931.",Earroo 2 as 3 ec y Plaase Buckingham ... 12oo II 1931.
"Nos.4 and 5, at Buckingham Palace ... 20th March, 1931.",Earroo 4 as 5 ec y Plaase Buckingham ... 20oo III 1931.
"Nos. 6, 7, 8, 9, 10, 11, 12 and 12 at Buckingham Palace ... 29th June, 1931.","Earroo 6, 7, 8, 9, 10, 11, 12 as 13 ec y Plaase Buckingham ... 29oo VI 1931."
