Manx,English,Notes
TURRYS MARREY MY YIASS,A SEA TRIP SOUTH,
"Marish Juan Leslie y Quirk, Manninagh Dooie.","By John Leslie Quirk, Native Manxman.",
Vel shiu aarloo d’aagail Purt Ny h-Inshey marym moghrey jiu as dy hiaulley my yiass lesh shilley beg er Purt Chiarn as er ash reesht dys Purt Ny h-Inshey ec yn oie?,Are you ready to leave Peel with me this morning and sail south to for a little sight of Port Erin and back to Peel again at night?,
Bee yn leagh eu punt y pheesh.,The price for you will be a pound each.,
Beemain faagail Purt Ny h-Inshey mysh jeih er y chlag ’sy voghree as roshmayd Purt Chiarn mysh ’nane er y chlag lurg munlaa rere yn traa faagmayd Purt Ny Manniee (shenn ennym er Purt Ny h-Inshey).,We will leave Peel at about ten o’clock in the morning and we will reach Port Erin at about one o’clock after midday according to the time we leave Purt ny Manniee (‘Port of the Monks’ — an old name for Peel). ,
     Ta croan mooar lajer as daa hiaull er y vaatey shoh as greie aynjee neesht.,     The boat has a big strong mast and two sails and an engine too.,
"Mannagh beagh greie aynjee cha beagh eh cooie dy insh diu dy jinnagh shin roshtyn Purt Chiarn mysh ’nane er y chlag, rere arraghey ny geayee. ","Were there not an engine in her it wouldn’t be appropriate to tell you that we would reach Port Erin at about one o’clock, according to the movement of the wind. ",
"Cha bee veg agh Gaelg goll er loayrt er y varrinys shoh, dyn Baarle graney erbee.","There will be nothing but Manx spoken on this trip, not any ugly English.",
     Dooys yn tead-hoshee!,     Give me the head line (bow mooring line)!,
Gura mie mooar eu!,Thank you very much!,
Nish y tead jerree!,Now the stern line!,
Gura mie eu reeshtagh!,Thank you again!,
"Bee er dty hwoaie ayns shen woie, nagh bee dty vairyn goit eddyr cheu y vaatey as y keiy hene!","Watch out there boy, that your fingers don’t get caught between the boat and the quay itself!",
Shen eh kiart nish!,That’s it right now!,
"Cha beemayd fo-raad rish thootchey, ta tead elley foast kiangley y baatey rish yn arrey shoh.","We won’t be underway for a while, there’s another line yet, tying the boat to this ladder.",
