Manx,English,Diplomatic,Notes
Skeeal Craueyn Yiarn as Boddagh yn Chooat Laaghagh.,The Story of Iron Bones and the The Muddy Coat Boddagh.,,
"     Ta mee er chlashtyn jeh dooinney feer niartal va keayrt goll trooid ny çheeraghyn, coyrt e lane fo dy chooilley ghooinney son caggey, gleck, ny roie. Va’n sleih gyllagh eh ‘Craueyn Yiarn’. Mannagh row dooinney ayns yn çheer oddagh caggey, gleck ny roie rish veagh yn çheer shen fo keesh da. ","     I’ve heard of a truly mighty man who was once going through the countries, challenging every man for a fight, wrestle or runing race. The people were calling him ‘Iron Bones’. If there wasn’t a man in the land who could fight, wrestle or race him that land would be subjected to tax for him.","Ta mee er clashtyn jeh dooinney feer niarthal va cheayrt gholl trooid ny cheeraghyn, curt y lane fo dy chooilley ghooinney son chaggey gleck ny roie. va’n sleih gillagh eh crauyn yarn As myr nagh row dhoinney ayns yn cheer foddagh chaggey gleck ne roie rish vagh yn cheer shen fo keesh da’ ",
"     Er yn troailt echey, haink eh gys Nerin, as hie eh gys thie yn Ree Yernagh dy yeeaghyn row dooinney erbee ayns e heshaght-chaggee ny ayns e reeriaght yinnagh goaill ayns laue dy chaggey, gleck, ny roie rish. ","     On his travels, he came to Ireland, and he went to the house of the Irish king to see if there was any man in his army, or in his kingdom, who would attempt to fight, wrestle or race him. ",er yn throalt eck eh haink eh gys Nherin. As hie eh gys thie yn Ree yernagh dy yeaghyn row dhoinney erbee ayns y hcshaght-chaggee ne ayns reeraght yannagh ghoaill ayns laue dy chaggey gleck ne roie rish. ,
"     Dooyrt yn Ree nagh row unnane echey yinnagh caggey ny gleck rish, agh foddee dy voghe eh fer dy roie rish. Eisht hie yn Ree ayns siyr dy yeeaghyn son Kit McKulyn yn coshee s’bieau v’ayns Nerin, dy gheddyn eh dy roie marish Craueyn Yiarn. ","    The King said that he didn’t have one who would fight or wrestle him, but maybe he would find one to race him. Then the King went in a hurry to look for Kit McKulyn, the fastest footman that there was in Ireland, to get him to run with Iron Bones. ","Doyrt yn Ree nagh row unnane eck eh yannagh chaggey ny gleck rish, agh foddee dy vogh eh fer dy roie rish Eisht hie yn Aree ayns siyr dy yeeaghyn son Kit McKulyn yn coshee s’beau v’ayns Nherin, dy gheddyn eh dy roie marish crauyn yarn. ",
"     As myr v’eh goll trooid yn cheyll veeit eh dooinney feer vooar, as cooat mooar er sheese gys e voynnyn, as vrie eh jeh’n Ree c’raad ve goll ayns wheesh dy hiyr, as ren yn Ree ginsh da dy row eh goll dy gheddyn Kit dy roie rish Craueyn Yiarn. “Cha lhiass dhyt gholl ny sodjey.” dooyrt yn fer mooar, “Neem’s roie marish, as foddee oo goll dy valley reesht as ginsh shen da.”","     And as he was going through the forest he met a very big man with a big coat on him down to his heels, and the King told him that he was going to get Kit to race Iron Bones. “There’s no need for you go any further.” said the big man, “I’ll race with him, as you can go home again and tell that to him.”","As myr ve gholl trooid yn cheyll veet eh dhooinney feer vooar, as quoit mooar er sheesh gys y vonnyn As vrie eh j’ehn Ree cred ve gholl ayns wheesh dy hiyr as ren yn Ree ginsh da dy row eh gholl dy gheddyn Kit dy roie rish crauyn yarn, ch lhass dhyt gholl ny sodjey doyrt yn fer mooar neems roie marish, as foddee oo gholl dy valley reesht as finsh shen da. ",
"     Haink Craueyn Yiarn dy akin yn dooinney, agh cha row eh feer taitnysagh er goll dy akin yn dooinney, as cha row eh feer taitnysagh roie marish. Vrie Craueyn Yiarn jeh c’red v’an ennym echey. “Boddagh yn Chooat Laaghagh” Dooyrt eh.","     Iron Bones came to see the man, but he wasn’t very pleased about going to see the man, and he wasn’t very pleased to run with him. Iron Bones asked him what his name was. “The Muddy Coat Boddagh” he said.","Haink crauyn yarn dy akin yn dhoinney, agh cha row eh feer taitnysagh er gholl dy akin yn dhoinney, agh cha row eh feer taitnysagh roie marish vrie crauyn yarn jeh cred v’an ennym eck eh Boddagh yn quoit lechagh doyrt eh’ ",
"     Va’n roie dy ghoaill toshiaght ec brishey yn laa laa ny vairagh. V’ad goll dy lhie ayns yn cheyll er gys yn voghrey as ren Craueyn Yiarn lhie fo gob creg, agh ren yn Boddagh brishey banglaneyn jeh ny biljyn as jannoo fastee da hene. Magh er yn oie haink sheean shaghey ren doostey Craueyn Yiarn, as honnick eh yn Boddagh roie geiyrt er muc-feie. Ren eh tayrtyn ee ayns tra gherrid as foaddey aile as greddey yn vuc. Tra v’an vuc aarloo son gee, haink eh dy chuirrey Craueyn Yiarn gys shibber marish, agh cha row eh laccal veg, myr shen ren yn Boddagh gee yn derrey leih jee eh hene as hie eh roish eisht dy gheddyn jough. As roish haink soilshey yn laa ren eh gee yn leih elley jeh’n vuc. ","     The race was to start at daybreak the next day. They were going to bed down in the forest until the morning and Iron Bones lay beneath the promentary of a rock, but the Boddagh broke branches off the trees and made a shelter for himself. Out in the night a sound came past that woke Iron Bones, and he saw the Boddagh chasing after a wild pig. He caught it in a short while and lit a fire and grilled the pig. When the pig was ready for eating, he came to invite Iron Bones to supper with him, but he wasn’t wanting anything, so the Boddagh ate one half himself and went off then the find a drink. And before daylight came he ate the other half of the pig.","V’an roie dy ghoaill toshaght eck brishey yn laa laa ny vairagh vad gholl dy lie ayns yn cheyll er gys yn voghrey as ren crauyn yarn lhie fo ghob creg agh ren yn Boddagh brishey banglanyn jeh ny biljyn as jannoo fastee da hene. Magh er yn oie haink sheean shaghey ren doostey crauyn yarn, as honnick eh yn boddaght roie giyrt er muck feaih ren eh tartyn ee ayns tra gherryd as foddey aile as greddey yn vuck. Tra v’an vuck aarloo so gee , haink eh dy quirrey crauyn yarn gys shibber marish, agh cha row eh laghal veg, myr shen ren yn boddagh gee yn derrey lheah jee eh hene as hie rh rosh esht dy gheddyn jogh As rosh hank soiljey yn laa ren eh gee yn lheah elleh j’ehn vuck, ",
"     Fy-yerrey, ren yn laa brishey, as ghow ad toshiagh dy roie As ayns traa gerrid va Crauyen Yiarn faagit ny chooyl. Haink yn boddagh gys coan raad va ymmydee smeir ghoo gaase as ghow eh toshiaght dy heiy smeir, as wheesh as nagh row eh son gee v’eh cur ad ayns e phoggaidyn gys va ny poggaidyn lane as ren Craueyn Yiarn çheet ayns shilley, eisht ren yn boddagh roie reesht. Va poggaidyn yn chooat echey lane smeir as ren yn trimmid oc raipey yn cooat as ren ad tuittym er yn raaid, agh cha ren yn Boddagh gennaghtyn dy row ad callit gys chur eh laue ayn dy gheddyn lane doarn. Eisht, ren eh goll dy yeeaghyn son e phoggaidyn gys veeit eh Craueyn Yiarn, as vrie eh jeh ren eh fakin e phoggaidyn. “Cha ren.” dooyrt Craueyn Yiarn, “agh honnick mee daa hack mysh kiare veeiley[1] er my chooyl.” ","     Finally, day broke, and they started running, and in a short time Iron Bones was left behind him. The Boddagh came to a valley where there were many blackberries growing and he began to pick blackberries, and, as many as he wasn’t able to eat, he was putting them in his pockets until the pockets were full and Iron Bones came into sight, then the Boddagh started running again. The pockets of his coat were full of blackberries and their weight ripped the coat and they fell on the way, but the Boddagh didn’t notice that they were lost until he put a hand in to get a fistfull. Then he went to look for his pockets until he met Iron Bones, and he asked him if he saw his pockets. “Nope.” said Iron Bones, “but I saw two sacks about four miles behind me.”","fy yerrey ren yn laa brishey, as ghow ad toshagh dy roie As ayns tra gherryd va crauyn yarn faagyt ny chooyl haink yn boddagh gys choan raad va ymmydee smair ghoo gaase as ghow eh toshaght dy hoie smair, as wheesh as nagh row eh son gee ve cur ad ayns y foggadyn gys va ny poggadyn lane as ren crauyn yarn cheet ayns shilley, esh ren yn boddaght roie reesht. va poddadyn yn quoit ec eh lane smair as ren yn trymmyd ock raipey yn quoit as ren ad tuittym er yn raaid, agh cha ren yn boddagh ghennaghtyn dy row ad callyt gys chur y laue ayn dy gheddyn lane dhorn esht ren eh gholl dy yeaghyn son y foggadyn gys veet eh crauyn yarn, as vrie eh jeh ren eh fakin y foggadyn. cha ren doyrt crauyn yiarn, agh honnick mee daa hack mysh kair veeiley er my chooyl. ","Kiare veeiley— Ned Beg often uses the singular, lenited form of meeiley ‘mile’ after numbers."
"     Hie yn Boddagh er gys hooar eh e phoggaidyn  as eisht ren eh roie fegooish cumrail sodjey, gys v’eh hoshiagh roish Craueyn Yiarn, as ec kione y yurnaa ren eh gheddyn kuse dy vunneeyn corkey as mestey ny smeir nyn vud as gee ooilley choud as va Craueyn Yiarn goll er boayrd yn lhong. Eisht ren yn Boddagh cur e chass noi yn jerrey eck as puttey ee ass yn phurt. ","     The Boddagh went on until he found his pockets and then he ran without further delay, until he was leading Craueyn Yiarn, and at the end of the journey he found some oat sheaves and mixed the blackberries among them and ate it all as Iron Bones was going on board the ship. Then the Boddagh put his foot against the end of it and pushed it out of the harbour. ","Hie yn boddagh er gys hoor eh y foggadyn  as esht ren eh roie fegoish cumraill sodjey, gys ve hoshagh rosh crauyn yarn, as eck kione y yornaa ren eh gheddyn kuse dy vhen corkey as maastey ny smair ny vud as gee ooilley choud as va crauyn yiarn gholl er boayrd yn lhong. esht ren yn boddagh cur y chass noi yn jerrey eck as putten ee ass yn phurt. ",
     V’eh smooinit dy re fer ny three cassyn Manannan Beg Mac-y-Lir va Boddagh yn Chooat Laaghagh.,     It is thought that the Muddy Coat Boddagh was Manannan Beg Mac-y-Lir.,Ve smooinyt dy re fer ny three chassyn Mannanagh beg mac y leer va Boddagh yn quoit lechagh.,
