Manx,English
ORIGINAL MANKS.   ,(Train’s) LITERAL TRANSLATION.
MANNANAN BEG,LITTLE MANNANAN
MAC Y LEIRR;,SON OF LEIRR;
"NY, SLANE COONTEY JEH","OR, AN ACCOUNT OF THE"
ELLAN VANNIN;,ISLE OF MAN;
"SOILSHAGHEY,","SHOWING,"
Cre’n Mayll v’er ny Mannanee da Man-,What rent the Manks Inhabitants paid to 
nanan; kys ren Noo Parick eshyn ,Mannanan; and how St. Patrick ban-
y imman ersooyl as e Heshaght; kys ,Ished him and his company away; and how St. Patrick established Christianity first in the Island.
hug Parick ayn Creestiaght; as Coon-,
tey jeh ny chied Aspickyn va ’syn Ellan.,
Myrgeddin coontey jeh’n chied Ree va ,"Also, an account of the first King that was in the Island, and his posterity; and how the Island came to the Stanley Family."
"Mannin, as E Lhuight; coontey jey ",
"ny Chiarnyn, as kys kaink yn Ellan ",
gys Clein Stanley,
"The following is a translation of the lines as they stand in the Manks song, without any regard to the poetry in English:—",
1,1
"Dy neaishtagh shiu agh rish my Skeayll,","If you would listen to my story,"
As dy ving lhieu ayns my Chant:,I will pronounce my chant
"Myr share dy voddyms lesh my Veeal,","As best I can, I will, with my mouth,"
Yinnin diu geill da’n ELLAN SHEEANT., Give you notice of the enchanted Isle.
2,2
"Quoi yn chied er ec row rieau ee,","Who he was that had it first,"
Ny kys eisht myr haghyr da;,And then what happened to him;;
"Ny kys hug Parick ayn Creestiagh,","And how St. Patrick brought in Christianity,"
Ny kys myr haink ee gys Stanlaa.,Or how as it came to Stanley.
3,3
"Mannanan beg va Mac y Leirr,","Little Mannanan was the Son of Leirr,"
Shen yn chied er ec row rieau ee;,That was the first that ever had it;
"Agh myr share oddym’s cur-my-ner,","But as best as I can observe,"
Cha row eh hene agh An-chreestee.,He himself was a heathen.
4,4
"Cha nee lesh e Chliwe ren eh ee reayll,","It was not with his sword he kept it,"
"Cha nee lesh e Hideyn, ny lesh e Vhow;",Neither with arrows or bow;
"Agh tra aikagh eh Lhuingys troailt,","But when he would see ships sailing,"
Oallagh eh ee my geayrt lesh Kay.,He would cover it round with a fog.
5,5
Yinnagh eh Dooinney ny hassoo er Brooghe,"He would set a man, standing on a hill,"
Er-lhieu shen hene dy beagh ayn Keead;,Appear as if he were a hundred;
"As shen myr dreill Mannanan keoie,","And thus did wild Mannanan protect,"
Yn Ellan shoh’n-ayn lesh cosney Bwoid.,That Island with all its booty.
6,6
