Manx,English
Naightyn Veih Nalbin,
,
,"The following fragments are concerned with environmental issues in Scotland. It includes widening of the footbridge between Canna and Sanday, oil pollution fears, danger from damage caused by quarrying and concerns over fox populations in the Islands."
,
"Ny keayrtyn ta'n screeudeyr geddyn artyn giarrit voish pabyryn naight ass Nalbin, as ta mee er reih shiartanse daue ta bentyn da'n chymbyllaght.",
"Ta baggyrt rish yn traa ry-heet er ny Ellanyn Canna as Sanday mannagh vel yn droghad eddyr oc mooadit yn aght oddagh gleashtanyn goll harrish. Shoh dooyrt coonseilagh da ny Ellanyn Beggey, Dr. Michael Foxley. T'eh jeeaghyn roish sheeyney magh jeh ny cummaltee ynnydagh as seyraadyn da skibbyltee boghtey.",
Haink liooar ny cruinney noa magh er y-gherrid jeh buill mygeayrt y clyst ta fo baggyrt voish ooill deayrtey magh. Ta shiaght caslyssyn-cheerey jeig as three feed ayn oddagh cooney lhieu ta glenney traieyn as buill elley lurg drogh haggyrtyn. Ec y traa cheddin va naight faarney mychione treiltys follit ec British Petroleum dy ghoaill toshiaght er tarrarey son ooill faggys da Ellan Barraie. Ta ny ynnydee Varraie fergagh nagh row fys currit orroo. Hooar ad fys er-yn-oyr dy row yn Cheshaght eignit dy cur raaue da marrinee. Ta aggle ec ny ynnydee Varraie nagh jig foays argidagh erbee daue as ec y traa cheddin bee'n eeastagh ayns gaue kindagh rish ooill deayrtit. Ta'n Cheshaght Chevron gra nagh vel monney feuid ayns yn eeastagh er shen. T'ad gra nagh vel baatyn eeastagh 'syn ynnyd shen agh ayns emshir aalin son gimmee as gimmee voirrey.,
"Ta ny cummaltee Lingerabay er Ny Harrey Jiass er gheddyn coyrle gerjoilagh vouesyn ta er-chee fosley quarral er shen. Hie paart jeu dys quarral noa ayns Sostyn dy akin yn aght nagh vel eh jannoo jeeill da'n chymbyllaght. Lhisagh ad cur shilley er Glensanda boayl ta Foster-Yeoman er gymmyrkey ersooyl cronk er shen. Ta'n jeeill agglagh as ry-akin dy baghtal voish ardjyn ooilley mygeayrt, Appin, Mull as Oban. Ta ourys neesht dy bee ymmyd jeant jeh ceau magh trushtey chesh veanagh tra ta'n quarral cooilleenit.",
"Lurg ooilley ta daa screeuyn ayn mychione shynnee er Ellan Skianagh. Ta croiteyr gra nagh vel ad marroo wheesh dy eayin as ta sleih smooinaghtyn. Ga dy vel ad goaill fer ny keayrtyn as t'ad jannoo traartys da ein chirkey as tunnaghyn, ta smoo jeeill jeant ec moddey ushtey. Ta shynnee jannoo smoo foays er-yn-oyr dy vel ad freayll earrooaghyn lughee as fir ny famman liauyr fo smaght. Ta foddey smoo eayin marrooit liorish gleashtanyn, lhieys as kyndagh rish accrys.",
"Ta screeudeyr elley, ta shelgeyr shynnee, gra dy vel eh lane ymmyrchagh smaght y chur er ny shynnee er-yn-oyr dy row ad goaill 20-30 'sy cheead jeh eayin shiaght bleeaney er-dy-henney, as ec y traa cheddin va nane shynnagh ayns dagh three gymmyrkey yn screb. Ny laghyn ta'n jiu cha nel eh agh nane goit 'sy vlein lesh yn screb. Ec y traa cheddin ta bishaghey ry-akin mastey ny Kellee ghoo ta jannoo foays da ny urlee as shirree ny giark. Ta daa heu er dagh chooish.",
,
Colin y Jerree,
