Manx,English,Notes
ARD-FIRRINYSYN,Great Truths,
Liorish Yn,By the ,
"SAG. EAN WESLEY,",Rev. John Wesley,
My-chione,about,
"Jannoo, Creck, as Giu","Manufacturing, Selling, and Drinking Intoxicating Drinks.",
Stooghyn Neu-heeltail.[1],Re-translated into English by Wm. Kneen[2],"[1] neu-heeltail] ‘intoxicating’; not found elsewhere, and the expected form is neu-heeltoil.
[2] This piece was also printed in Mona’s Herald, Wednesday, March 18, 1885; Page: 8:  with the following introduction; “John Wesley’s Instructions To Methodists: The following condensed account of the principles laid down by John Wesley for the guidance of his followers, in regard to the Temperance question, was translated into Manx, for the Kirk Andreas Total Abstinence Society, in 1847, and circulated amongst its members. It has now been re-translated into English by Wm. Kneen, Town Missionary.” There is no known existing example of the first edition of ‘Ard-Firrinysyn’, but as the publishers Sherriff & Russell ceased trading in 1849, the second edition could only have been published between 1847 and 1849. As large parts of the piece are direct translations of Wesley’s or other’s writings, the translation given here follows those works where possible, and is not Wm. Kneen’s 1885 translation. The piece was also published, in serial form and with a different translation, in the Isle of Man Examiner’s Manx language Column in July, August and September of 1899."
,"March 18, 1885.",
"Veih Baarle, Chyndait ayns Chengey ny Mayrey Ellan Vannin.","From English, Translated into the Mother-Tongue of the Isle of Man.",
"Ayns lioar veg currit magh liorish Mr. Wesley ayns y chied vee jeh 1773, enmysit, “Smooinaghtyn er y ghenney beaghey ta nish ayn,” t’eh fenaght, Kys ta beaghey cha deyr? Kys dy vel arroo-arran gymmyrkey leagh cha ard? Te son y chooid-smoo, er-yn-oyr dy vel lheid ny skyollyn[3] dy arroo kinjagh er nyn stroie liorish shillail;[4]","In a little book published by Mr Wesley, in the first month of 1773, named “Thoughts on the Present Scarcity of Provisions”[5]—he asks “Why is food so dear? Why does breadcorn bring so high a price?” It is chiefly through such quantities of corn destroyed by distilling.","[3] skyollyn] Cregeen: skyoll, s. f. a great deal, a large quantity.  
[4] shillail] cf. Kelly: ‘SHILLEY, v. to drop, to distil’, and see below. The form shillail is not found elsewhere.
[5] “Thought on the Present Scarcity of Provisions.” Wesley, John, printed by R. Hawes, London,. 1773. The English translation from ‘Why is food so dear? ...’ to ‘... of life and virtue’ is taken directly from this work."
"dy-jarroo, tra ren ard fer-shillee ec Lunnin clashtyn shoh, dreggyr eh, ‘cha nee, son cha vel mish as my cho-ayrnagh shilley agh mysh hoght thousaneyn tubbag cour-y-chiaghtin.[6]’","Indeed, an eminent distiller in London when hearing this, he replied “Nay, my partner and I generally distill but a thousand quarters a week.”[7]","6 cour-y-chiaghtin] ‘weekly’; also in Manks Advertiser 10.06.1824. Elsewhere we find cour-y-laa ‘daily’.
[7] The Manx gives 8,000 bushels, which equals 1,000 quarters (a quarter ton being a standard measurement for grain)."
"Feer lickley; agh abbyr dy vel queig fir-shillee as-feed ayns y valley as[8] er-gerrey da, dagh fer jeu stroie yn kuse cheddin, er-shoh daa cheead thousane tubbag[9] ’sy chiaghtin, ta shen mysh 10,400,000—jeih millaghyn as kiare cheead thousane tubbag ’sy vlein;","Perhaps so; and suppose five and twenty distillers in and near the town, consume each only the same quantity: Here are five and twenty thousand Quarters weekly, that is about twelve hundred and fifty thousand a year;","[8] as] text as as
[9] tubbag] ‘bushel’—a unit of volume equivalent to 36.4 litres. The Weights and Measures Act 1824 declared that, for measures of liquids and unheaped dry volume, a 'quarter' equals eight bushels (64 gallons, where a gallon is defined as a volume of water weight ten troy pounds)"
"cur gys shoh ooilley ny thieyn-shillee trooid-magh Sostyn, as nagh vel oyr ain dy chredjal dy vel feer veg sloo ny lieh jeh’n troayr curnagh ayns y reeriaght dy chooilley vlein er ny stroie, cha nee liorish aght wheesh gyn-loght as dy beagh eh tilgit ’syn aarkey,","Add the distillers throughout England, and we have not reason to believe, that little less than half the wheat produced in the the Kingdom is every year consumed, not so harmless a way as throwing it into the sea,",
"agh liorish chyndaa eh ayns pyshoon baasoil,—pyshoon ta dooghysagh stroie, cha nee ynrican niart yn vioys, agh myrgeddin feeudys nyn gheiney cheerey. ","but by converting it into deadly poison—poison that naturally destroys not only the strength and life, but also the morals of our countrymen. ",
Agh kys oddys leagh curnagh[10] as oarn ve jeant ny sloo?,But how can the price of wheat and barley be reduced?,[10] curnagh ~ curnaght] ‘wheat’.
"Liorish meelowal son dy bragh, liorish cur slane jerrey er shen ta creiu slaynt, yn stroider shen jeh niart, jeh bioys, jeh goo mie","By prohibiting forever, by making a full end, of that bane of health, that destroyer of strength, of life, and of virtue",
"—shillail:”—oddagh Mr. Wesley myrgeddin v’er ghra, as gimbyl.",—distilling”—Mr Wesley could also have said; and brewing.,
"Ayns Lio. xiv. 423, yiow mayd yn raa gair breeoil shoh,[11] “Firshillee stooghyn neu-heeltail, dunveryn cadjin.”","In Book xiv. 423, Mr Wesley says : “Distillers of intoxicating drinks are common murderers.”",[11] yiow mayd yn raa gair breeoil shoh – yiow mayd yn raa giare breeoil shoh – ‘we will find this short lively saying’.
"Ayns sharmane Mr Wesley er jannoo ymmyd jeh argid, t’eh gra, “Cossyn ooilley ny oddys oo, agh ynrican ayns aght lowal, cha nee lesh jannoo skielley da bioys, ny liorish gortaghey dty chorp ny dty aigney. Shen-y-fa cha nheign dooin creck nhee erbee ta leeideil gys giarrey yn claynt, lheid ayns towse mooar ta ooilley yn ushtey aileagh shen, cadjin enmysit jourymyn,[12] ny stooghyn neuheeltail.","In the sermon of Mr Wesley on making use of money, he says— “Gain all you can, but only in a right way, not by doing harm to your life, nor by hurting your body nor your mind. Therefore we ought not to sell anything that will lead to ruin our health (or shorten our days), such as, in a great measure, is all the fiery-water drink (commonly called wholesale drinks, or intoxicating drinks).[13]","[12] jourym] not found elsewhere in the corpus; seems to be OED jorum: a. A large drinking-bowl or vessel; also, the contents of this; esp. a bowl of punch. And cf. ‘JOURUM. ‘jorum’ a large jug’ in Moore, A. W et al, Vocabulary of the Anglo-Manx Dialect. Likewise English Dialect Dictionary: 1. A large jug or pitcher; a bowl or other  vessel for holding liquids; the contents of such a vessel.’ No other attestation found where = ‘liquor’ or ‘spirits’."
"S’feer eh dy vod ayrn ve oc ayns saase-lheihys, foddys ad ve jeh ymmyd ayns paart dy ghoghanyn callinagh, ga dy nee anvennick veagh feme roo erbey son neu-aghtallys yn Fer-lhee;","They may have a place in medicine, they may be of use in some bodily disorders; but very seldom would there be use for them only for the unskilfulness of the physician.",
"shen-y-fa, lheid as ta jannoo ad ynrican son yn oyr shoh oddys reayll nyn gooinsheanse seyr. Agh quoi ad hene ta jannoo ad son yn oyr shoh ynrican? Vel enney ayd er jeih lheid ny fir-shillee ayns Sostyn?","Therefore, as many as make them only for that use can keep their conscience clear. But who are they that make them for that reason only ? Do you know of ten such distillers in England ?",
"Eisht gow yn leshtal oc shoh; agh t’adsyn ooilley ta creck ad ayns aght cadjin rish ’nane erbee dy jean kionnagh, pyshooneyderyn cadjin;","Then accept the excuse of these. But all they who sell them in a general way to anyone who will buy, are common poisoners.",
"ta’d dunverys biallee yn Ree ayns-y-clane, chamoo ta’n thooill oc goaill chymmey ny erreeish; ta’d gimman ad gys niurin myr kirree. As cre ta nyn gosney? Nagh re fuill ny deiney shoh?",They murder the King’s subjects wholesale; their eyes show neither pity nor compassion; they drive them to hell like sheep. And what is their gain? Is it not the blood of these men?,
Quoi yinnagh troo mysh nyn maljeyn mooarey as plaaseyn stoamagh?,"Who would envy their great estates, or ornamental palaces ?",
"Ta mollaght ayns y vean oc; ta mollaght yee lhiantyn gys ny claghyn, yn fuygh, yn stoo-thie oc; ta’n mollaght ayns ny garaghyn, ny cassanyn, ny keylljyn oc, myr aile ta lostey gys y niurin s’hinshley;","There is a curse in the midst of them. The wrath of God cleaves to the stones, to the timber, their furniture; the curse of God is in their gardens, their paths, their orchards, like a fire that burns to the lowest hell.",
"ta fuill, fuill ayn-doo! ta’n undin, yn laare, ny vollaghyn, as mullagh y thie, spreiht lesh fuill!","There is blood, blood, in them! The foundation, the walls, and the top of the house is sprinkled with blood.",
"As vod uss jerkal, Oh, ghooinney folley! ga dy vel oo coamrit ayns gorrym-jiarg as aanrit keyl as farrail dy soaillagh dy chooilley laa, vod uss jerkal dy livrey sheese dty vagheryn folley gys y trass heeloghe? ","And can you hope, O, man of blood? Though you are clothed in purple and fine linen and fare sumptuously every day, can you hope to deliver down your fields of blood to the third generation?",
"Cha nodd, son ta Jee ayns niau; shen-y-fa vees dty ennym er ny astyrt ass ny fraueyn; cliass[14] ocysn t’ou uss er stroie corp as annym, nee dty imraa cherraghtyn mayrt hene.” Lio. iv., 125, 129.","You cannot—for God is in Heaven; therefore thy name shall be plucked up by the roots, like unto them you have destroyed soul and body, and thy name shall perish with them.” Book iv., 125, 129.","[14] cliass] Cregeen: cliass, s. m. a happening alike, the same fate, like as."
"Er yn currym jeh obbaltys ta Mr. Wesley gra, “Shass gys dty heyrsnys, as shen ooilley ec keayrt; cha bee nhee jeant ny-vegganyn.[15] Agh nish hene foddys oo brishey feyshlit[16] trooid Creest niartagh oo;","On the duty of self-denial, Mr Wesley says “Stand to your liberty, and that all at once; nothing can be done by little halves. And now, even now, you can break loose through Christ strengthening you.","[15] ny vegganyn] ‘insensibly’, ‘gradually, by degrees’ (Wilson, Sermons, 99) Also Mona’s Herald 07.02.1837, 22.12.1840, 07.08.1850; Kelly/Clarke: DEGREES, (BY) adv. ny vegganyn, dy keimagh.
[16] feyshlit] i.e. feayshlit"
"nagh benn rish jourym erbee; te ushtey aileagh, te pyshoon shickyr ga dree, te cleiy fo eer undin yn vioys.” Lio. xii., 232, 233.","Touch no intoxicating drink, it is fiery water, it is sure poison though slow, it digs under the foundation of thy life,”—Book xii., 232, 233.",
“T’ou fackin[17] yn feeyn tra te soilshean ’sy chappan as goll dy iu jeh;  ta mish ginsh dhyt dy vel pyshoon ayn; as er-y-fa shen guee ort dy cheau ersooyl eh;,"“Thou seest the wine when it sparkles in the cup, and when going to drink it I tell you there is poison in it , and on that account I pray of you to throw it away;","[17] fackin] fakin	"
