Manx,English,Diplomatic
Skeeal Paddy Gallagher,The Story of Paddy Gallagher,Skeeal Paddy Gallagor
     Cheayrt dy row va dooinney cummal ayns balley beg çheeragh va enmysit Paddy Gallagher ayns Nerin marish e ven heshey va enmyssit Judy. Bochilley maase ollee va keird Paddy as geiyrt ny colbeeyn ersooyl voish ny scrowagyn. Veagh eh goll ersooyl moghrey Jelhein as fuirraght yn slane shiaghtyn er gys yn oie Jesarn. Veagh eh cur lesh wallad dy veaghey marish veagh jannoo da yn slane shiaghtin.,"     Once upon a man was living in a little country town who was called Paddy Gallagher, in Ireland together with his wife who was called Judy. Cattlestock herdsman was Paddy’s trade and chasing away the heifers from the pitfalls. He’d be going away Monday morning and staying the whole week until the Saturday night. He’d bring a packet of food with him that would do the whole week. ","Cheayrt dy row va donney commal ayn balley beg cheeragh va enmysit Paddy gallagor ayns Nearin maarish y ven heshey va enmysit Judy, bogylagh maase olly va kird Paddy as giyrt ny colbeeyn ersooyl voish ny scrowagyn. Vagh eh gholl ersooyl moghey jeleeyn as fuirragh yn slane shaghtyn er gys yn oie jesarn vagh eh cur lesh wallad dy veagey maarish vagh jannoo da yn slane shaghtyn "
"      Haink un oie Jesarn as cha daink Paddy thie ec yn oie myr v’eh cliaghtey. Myr shen, hie ny nabooyn dy ronsagh er e hon moghrey Jedoonee ayns traa mie, as myr v’ad rouail fud ny croink hooar ad dooinney marroo ayns scrowag ayns pooyl ushtey as va’n eddin echey caghlaait wheesh gys nagh voddagh ad gra nee Paddy v’ayn ny dyn, agh ren ad magh dy nee Paddy v’eh tra nagh row eh er jeet thie myr boallagh eh as cur lesh yn dooinney marroo thie gys Judy. As ren ad cur farrer mie da as giu palçhey whisky harrish son laghyn dy hraa roish ren ad oanluckey eh. As tra v’eh currit fo’n thalloo oc, haink Monty Thollee Beg yn Chione Jiarg dy vriaght jeh Judy jinnagh ee poosey eh cha lheah as va’n corp ass nyn shilley. Va Judy arryltagh dy liooar dooyrt ee, my yinnagh Jeyd lowal jeh er yn oyr dy row eh traa cha gerrid neayr’s va Paddy oanluckit.","       One Saturday night came and Paddy didn’t come home at night as usual. So, the neighbours went to search for him on Sunday morning in good time and as they were wandering through the hills they found a dead man in a bog in a pool of water, and his face had changed so much that they couldn’t say if it was Paddy or not, but they were satisfied that is was Paddy when he hadn’t come home as usual, and brought the dead man home to Judy, and they gave him a good wake and drank plenty of whisky over him for days before they buried him. And when he was put under the ground, Tall, Small Monty the Redhead came to ask Judy would she marry him as soon as the body was out of sight. Judy was willing enough she said if Dad would allow it, because it was a short time since Paddy was buried. ","Haink un oie jesarn as cha daink Paddy thie eck yn oie myr ve claghtey. Myr shen hie ny nabooyn dy runsagh er y hon moghery jedoonnee ayns tra mie as myr vad rowaill fud ny crink hoor ad dhonney marroo ayns scrowag ayns powl ushtey as van eddyn eckeh caghlaayt wheesh gys nagh voddagh ad gra ne Paddy va ayn ny dyn agh ren ad magh dy ne Paddy ve tra nagh row eh er jeet thie myr bollagh eh as chur lesh yn dhonney marroo thie gys judy as ren ad chur farrer mie da as giu palchey whisky harrish son laghyn dy chra rosh ren ad onlucey eh. As tra ve curryt fo yn thalloo ock. Haink Monty tallee beg yn chione jiarg dy vriagh jeh judy jeanagh ee poosey eh, cha lheah as van corp as nyn shilley Va judy arryltagh dy lhoor doyrt ee My yannagh jeg lowal jeh er yn oyr dy row row e tra cha gherryd niar as va Paddy onluckyt "
"      Dooyrt Monty dy jinnagh eh goll dy vriagh jeh Jeyd. Myr shen haink Monty gys thie Yeyd as jinsh eh da Jeyd c’red v’an oyr jeh yn çheet echey; dy row Judy as eh hene er yannoo seose nyn aigney dy gheddyn poost yn fastyr shen. Agh dooyrt Jeyd nagh jinnagh shen jannoo dy beagh ad eignit dy lhetttal yn poosey son laghyn er scaa nearey. Agh dooyrt Monty dy row muck rouyr ec Judy as dy jinnagh ee cur yn vuck da son poosey ad yn fastyr shen, as tra cheayl Jeyd jeh yn vuck dooyrt eh rish Monty (dy) gholl as geddyn Judy as dy jinnagh eh poosey ad son yn vuck.","       Monty said that he would go and ask Dad. So, Monty came to the house and he told Dad what the reason was for him coming; that Judy and himself had made up their minds to get married that afternoon. However, Dad said that that wouldn’t do, that they would be forced to postpone the marriage for days under the shadow of shame. But Monty said that Judy had a fat pig and that she would give the pig to him for marrying them that afternoon, and when Dad heard about the pig he said to Monty to go and get Judy and that he would marry them for the pig. ",Doyrt Monty dy jannagh eh gholl dy vriagh jeh Jeg. Myr shen haink Monty gys thie yeg as dinsh eh da jeg c’red v’an oyr jeh yn cheet eck eh dy row judy as ehene er yannoo seose nyn aigney dy gheddyn poost yn fastyr shen. Agh doyrt jeg nagh jeannagh shen jannoo dy bagh ad eignyt dy lhetttal yn poosey son laghyn er scaa nearey. Agh doyrt Monty dy row muck rouyr eck judy as dy jeanagh ee cur yn vuck da son poosey ad yn fastyr shen as tra cheeyl jeg jeh yn vuck doyrt eh rish Monty gholl as gheddyn judy as dy jeannagh eh poosey ad son yn Vuck.
"Myr shen, haink Monty Thollee Beg yn Chione Jiarg as Judy gys yn cheeill cha tappee as oddagh ad as ren Jeyd poosey ad. As va Jeyd dy heet ayns yn oie dy gheddyn yn vuck tra nagh beagh eh fakinit ayns yn toalt. Myr shen hie Monty as Judy dy valley as lurg shibber hie ad gys nyn shamyr lhiabbagh. ","       So, Tall, Small Monty the Redhead and Judy came to the church as fast as they could and Dad married them. And Dad was to come in the night to get the pig when they wouldn’t be seeing him out of the barn. So, Monty and Judy went home and after supper they went to their bedroom. ", Myr shen haink Monty tolleer beg yn chione jerg as judy gys yn keeil cha thappee as foddagh ad as ren jeg poosey ad. As va jeg dy heet ayns yn oie dy gheddyn yn vuck tra nagh bagh eh fakinyt ass yn tholt. Myr shen hie Monty as judy dy valley as lyrg shibber hie ad gys nyn shemyr lhiabbagh
"     Nish, nee mayd faagail Monty as Judy son tammylt,  as ginsh c’red ren taghyrt da Paddy. Tra ve bochillaght yn maase er ny croink yn fastyr,  haink çhaghtyr voish e naunt (gra) dy row ee geddyn baase as dy row ee laccal fakin eh. Nish, va cummal e Naunt shiartanse dy veeilaghyn jeh as va Paddy jerkal dy ve enmyssyt ayns yn çhymney eck, as ren eh wheesh dy hiyr as v’eh abyl. Cha row traa echey dy gholl dy insh da Judy c’raad v’eh er gholl. Ve ayns lane siyr son ve jerkal rish lane dhorn lurg yn vaase eck. Myr shen, hie Paddy roish gys thie e naunt gyn gra veg rish peiagh erbee. Tra ren eh roshtyn gys shen va e naunt donney dy mie. Ny-yeih, cha ren ee geddyn baase son laghyn lurg da çheet as ren eh furriaght gys v’ee marroo as oanluckit. As cha row eh abyl cur fys gys Judy c’red va cumrail eh. ","     Now we will leave Monty and Judy for a while, and tell what happened to Paddy. When he was tending the livestock on the hills in the afternoon a message came from his aunt that she was dying and that she wanted to see him. Now his aunt’s dwelling was several miles off and Paddy was expecting to be named in her will, and he made as much haste as he could. He didn’t have time to go to tell Judy where he had gone. He was in full haste because he was expecting a handful after her death. So, Paddy went to his aunt’s house without saying anything to anyone. When he arrived there his aunt was well bad, nevertheless, she didn’t die for days after he came and he stayed until she was dead and buried. And he wasn’t able to let Judy know what was delying him. ","Nish nee mayd faigail Monty as judy son son tammyl. As ginsh c’red ren taggyrt da Paddy. Tra ve bolaagh yn maase er ny croink yn fastyr haink chaghtyr voish y Naunt dy row ee gheddyn baase as dy row ee laghal fakin eh. Nish va commal y Naunt shartanse dy veeilaghyn jeh as va Paddy jerkal dy ve enmyssyt ayns yn chymney eck, as ren eh whesh dy hiyr as ve abyl. Cha row tra eck eh dy ghol dy insh da judy cred ve er gholl. ve ayns lane siyr son ve jerkal rish lane dhorn lyrg yn vaase eck Myr shen hie Paddy rosh gys thie y Naunt gyn gra veg rish piagh erbee. Tra ren eh roshtyn gys shen va y Naunt dhonney dy mie. ny-yeih cha ren ee gheddyn baase son laghyn lyrg da cheet as ren eh furriagh gys vee marroo as onluckyt. As cha row eh abyl chur fyss gys Judy cred va cumraill eh. "
"     Agh tra v’eh ooilley harrish, as e naunt currit fo’n sod, haink eh er e yurnaa thie fastyr yn laa v’ee oanluckit ec yn thie as shen Jesarn. Va’n jurnaa liauyr, as va Paddy skee as tooillit as (v’eh) anmagh er yn oie tra haink eh gys dorrys e hie as ren eh lane sheean son v’eh ayns siyr dy gholl dy lhie. As ren Judy ec y jerrey geam “Quoi t’ayn?”","       But, when it was all over, and his aunt put under the sod, he came on his journey home the afternoon of the day she was buried at the house, and that was Saturday. It was a long journey, and Paddy was tired and worn out and it was late at night when he came to the door of his house and he made a lot of noise because he was in a hurry to go to bed. And at last Judy shouted “Who is it?”","Agh tra va ooilley harrish as y Naunt curryt fo yn sod haink eh er y yurnaa thie fastyr yn laa vee onluckyt eck yn thie as shen jesarn van jurnaa louyr, as va Paddy skee as tulyt as amnagh er yn oie tra haink eh gys dorrys y hie as ren eh lane sheen son ve ayns siyr dy ghoal dy lhie. As ren judy eck y jerrey geam quoi tayn "
     “Mish!” dooyrt Paddy. Chur ee enney er yn choraa echey as dooyrt ee; ,       “Me!” said Paddy. She recognised his voice and she said;,"Mish doyrt Paddy, chur ee enney er yn corraa eck eh as doyrt ee"
"     “C’red ta er chur thie oo nish? Shickyr, va farrer mie dy liooar ayd!”","       “What’s brought you home now? Sure, you had a good enough wake!”", cred ta er chur thie oo nish shicker va farrer mie dy liooar ayd 
"     Agh cha row (ee) çheet dy osley ny-yeih, as v’eh goaill yindys mooar c’red va er jeet er Judy. Ec y jerrey, hie eh gys yn toalt as lhie eh sy choonlagh marish yn muck as v’eh ny chadley ayns traa gerrid. Agh cha row eh foddey ny chadley gys ren yn vuck goaill toshiaght dy eamagh as ren Paddy doostey as honnick eh dooinney cur tead er mwannal yn vuck as ren eh girree seose dy stappal eh voish goaill ersooyl yn vuck as tra honnick yn dooinney Paddy roie eh ersooyl cha tappee as v’eh abyl. Eisht ren Paddy lhie sheese as cadley gys va’n moghrey ayn.","       But, nevertheless, she wasn’t coming to open and he was wondering what had come over Judy. In the end, he went to the barn and lay down in the straw with the pig, and he was asleep in a short while. But he wasn’t long asleep until the pig started shouting and Paddy woke and he saw a man putting a rope around the pig’s neck, and he got up to stop him from taking the pig away, and when the man saw Paddy he ran away as fast as he could. Then Paddy lay down again and slept ’til it was morning.",agh cha row cheet dy oslley ny-yeih as ve ghoaill yindys mooar cred va er jeet er judy. Eck y jerrey hie eh gys yn tholt as lie eh sy choonlagh marish yn muck as ve ny chadley ayns tra gerryd. Agh cha row eh foddey ny chadley gys ren yn vuck ghoaill toshagh dy eamagh as ren Paddy doostey as honnick eh dhoinney cur thyd er mwannal yn vuck as ren eh girree seose dy stappal eh voish ghoaill ersooyl yn vuck as tra honnick yn dhoinney Paddy roie eh ersooyl cha thappee as ve abyl. Esht ren Paddy lhie sheese as chadley gys van moghrey ayn 
