Manx,English,Notes
SKEEALYN ASS ELLAN ARRAN,Tales originating from the Isle of Arran,
Shoh diu tooilley skeealyn mychione Shoanie[1] Lespie cheayll mee mygeayrt ny h-ellan.,Here for you are more stories about Johnny Lespie I heard about in the Island.,[1] Shoanie] Manxified spelling of SG {Seonaidh} ‘Johnny’.
     Va ben-treoghe dy row baghey ny lomarcan ayns thie thooit as dagh chooilley oie ‘’sy gheurey harragh inneenyn aegey gys y thie ecks dy yannoo whaaley.,     There was a certain widow living alone in a thatched house and every night in the winter young girls would go to her house to do sewing.,
"     Ansherbee, un oie tra v’ad ooilley cheusthie gobbraghey, ren Shoanie snaue dy feagh gys uinnag yn thie as yn eddryman lane dy phishyryn marish, as eisht ghow eh toshiaght clabberey as sheeaney gollrish “bocain” (buggane).","     Anyway, one night when they were all inside working, Johnny crept quietly to the window of the house with the bladder full of peas, and then he started rattling and sounding like a “bocain” (buggane) (monster / evil spirit).",
"Clashtyn shen haink aggle mooar er yn inneenyn as hie ad dy siyragh ayns corneil. Agh b’lesh daanys[2] jirree yn chenn ven ass e stoyl-drommey as hrog ee yn Vible veih'n skelloo as dooyrt ee, “Ny jean-jee goaill aggie erbee, m’inneenyn; verrym ersooyl eh lesh fockle yn Chiarn.”","Hearing that, the girls became greatly afraid and they went hurriedly in a corner. But,  with boldness, the old woman rose out of her chair and she said, “Do not be afraid, my girls, I will send him away with the word of the Lord.”",[2] b’lesh daanys] evidently the intended meaning is ‘with boldness’. See; [dy daaney] ‘boldly’.
"     Cho leah’s cheayll Shoanie dy jinnagh ee exorsys er, daag eh ayns siyr mooar dys e hie hene as cha ren eh cur drogh urree ny sodjey.","     As soon as Johnny heard that she would do an exorcism on him, he left in great haste to his own house and he didn’t upset her any further.",
     Cha row jishag Hioanie cur credjue da ny bocain (bugganeyn) noadyr as smooinee eh dy by ooilley boghtynid shen.,"     Johnny’s dad wasn’t believing in the monsters either, and he thought that it was all nonsense.",
"     Ansherbee, oie dy row hie yn jishig magh ass y thie as daa vuggad echey son ushtey y gheddyn agh va Shoanie fuirraghtyn rish faggys da’n chibbyr as ghow eh toshiaght yn eddryman echey y chlabberey, as clashtyn yn feiyr agglagh shen lhig eh da ny buggadyn tuittym dy bieau as roie eh ersooyl as aggle atchimagh ersyn.","     Anyway, one night the dad went out of the house with two buckets for water to get water, but Johnny was waiting for him near to the well and he started to rattle his bladder, and hearing that awful noise he dropped the buckets quickly and he ran away and he was terribly afraid.",
Cha ’sayms vrish eh e lurgey ny dyn agh ren eh skielley dasyn hene er aght ennagh.,I don’t know if he broke his leg or not but he did himself harm in some way.,
"     Agh haink Shoanie dy valley roish e yishig, dy ve shickyr, as lhig eh er nagh row fys echey er ny v'er haghyrt. ","     But Johnny came home before his dad, to be sure, and he pretended that he didn’t know about what had happened. ",
