Manx,English,Notes
YN DOOINNEY MIE,THE GOOD MAN  ,
"O dy beagh marym ainle ec my laue yesh,","O, if I were to have an angel at my right hand.",
Dy niartagh lhiam dy hoiagh magh e leid!,"To fortify me to describe the likes of him,",
Nhee sloo na ainle nagh vod ve soyllit rish - ,A lesser thing than an angel cannot be compared to him -,
Dooinney marvannagh treoilt er ooir quaill flaunys;,"A mortal man, travelling on Earth to reach Heaven ",
"Myr lhong er keayn, ga ayn, erskyn y seihll.","Like a ship on the sea, although in it, above the world.",
"Jeeagh teh er yrjey soie, aalin e ghruaïe - ","Look, he sits on high, his face is beautiful -",
Erskyn annoonid leaystagh as erskyn,Above infirm weakness and above,
Sterrym ny saiyntyn ’s meeanyn olk y dooie.,The storm of lusts and wicked desires of nature.,
"Ta seaghyn heihlt, dagh anvea as angaish,","Worldy sorrows, every upset and anguish",
"Myr taarnagh eddrym, brishey ec e chosh,","Like light thunder, breaking at his feet,",
Son doostey ’hymmey dyn cur snieh er ’hee.,For waking his compassion without vexing his peace.,
"Cloan skeayllt sheelnaue, veihn jeirkagh dys y ree","The scattered children of mankind, from beggar to king",
"Cochruinnaght vooar, shioltane waggantagh feaïe,","Great congregation, wild homeless flock,",
Teh curmyner ershaghryn ayns y choan;,He observes erring in the children;,
"Ryshin neulaik, ayns dagh ayrn neuhoyllagh!","Unlike him, in every detail different!",
Cren moylley smoo? Cren phrowal share jehn chair?,What is greatest praise? What is best proof of what is right?,
Yn laa tayn jiu te daue nyn slane imnea;,"The present day, is for them their only anxiety;",
Yn tra ta cheet t’eshyn jeeaghyn jeï.,The time that is is to come he is looking after.,
"My tad shirveish na jannoo nhee dy vie,","If they serve or do a thing well,",
"Da cheer na peiagh, er ennym tadyr shêgin;","For country or person, they must be named.",
"T’eshyn shirrey keiltyn eer e oays,","He looks to conceal even his own goodness,",
"Tan mieys ocsyn caslys er cheumooie,","Their goodness is an outward appearance,",
Cour gientyn stooamid ayns breeghyn ghooghys.,For generating honour in natural inspirations.,
"Tan chree meïy eckesyn dy hroggal eh,","His tender heart raises him,",
