Manx,English,Diplomatic,Notes
Coontey Giare jeh’n Traa va Saggyrt Aitkin Laboraght ayns Mannin,A Short Account of the Time When the Reverend Aitkin was Working in the Isle of Man,Coontey gayre jehn tra va saggyrt Aitkin labberagh ayns Mannin,
"Ren mee lhaih coontey beg jeh Saggyrt Aitkin tra v’eh preaçheil yn sushtal ayns Mannin, ayns duillag lioar veg yn laa shoh chaie.",I read a small account of the Reverend Aitkin when he was preaching the gospel in the Isle of Man in a page of a little book the other day. ,Ren mee lheih coontey beg jeh Saggyrt Aitkin Tra ve preecheill ,
"V’eh ayns yn vlein 1830, blein roish va mee ruggit, tra ghow eh toshiaght dy phreaçheil as yn obbyr echey er ny hoiggal liorish ny saggyrtyn ayns Mannin. Cha row agh daa haggyrt ayns Mannin ren fosley ny kialteenyn oc da dy phreaçheil ayndoo. Va Aitkin er ny ghreinnaghey loirish spyrryd Yee as liorish meeiteil yindys va echey ayns Purt ny Hinshey, marish eeasteyryn voish Towl Lugh ayns Cornwall. Va’n sleih greinnagh eh dy phreaçheil ayns cabbalyn Wesley as cabbalyn Ranter ny lurg shen, agh myr ve Saggyrt cha row eh booiagh goll dy phreaçheil ayns cabbal as ve coontey feer croie jeh. ","     It was in the year 1830, before I was born, when he started to preach and his work was understood by the priests in the Isle of Man. There were only two priests in the Isle of Man who opened their churches for him to preach in. Aitkin was moved by God’s spirit and by means of a meeting a wonder was his in Peel, with fishermen from Mousehole in Cornwall. The people were encouraging him to preach in Wesleyn chapels and Ranter chapels after that, but as he was a Priest he wasn’t willing to go to preach in a chapel and he thought very hard of it. ",yn sushtal ayns Mannin ayns dhuillag lioar veg yn laaa shoh chaie Ve ayns yn vlein 1830 bleyn rosh va mee ruggyt Tra ghow eh toshagh dy preecheill as yn obbyr eck eh er ny hoiggal looirish ny saggyrtyn ayns Mannin. cha row agh daa Saggyrt ayns Mannin ren fosley ny kaulteeyn ock da dy preecheill ayn doo Va Aitkin er ny grinnaghey looirish spyrryd Yee as looirish meeilteill yindes va eck eh ayns purt ny heengey. Marish eesteeryn voish thoul lugh ayns Cornwell Va yn sleih grynnagh eh dy preecheill ayns cabbalyn Wesly as cabbalyn Ranter ny lurg shen agh mor ve Saggyrt cha row eh boiagh gholl dy preecheill ayns cabbal as ve coontey feer croi jeh. ,
"     Agh dooyrt eh rish hene dy row eh ny share da dy phreaçheil yn sushtal ayns boayl erbee dy voddagh eh geddyn yn sleih dy hyndaa voish nyn beccaghyn dy hirveish Jee, fey-yerrey ren (eh) lhiggey lesh yn sleih, as v’eh preaçheil ayns cabbalyn as soaltyn as ayns buill erbee dy row yn sleih çhaglym as va ymmodee sleih er yannoo cretooryn noa ayns Creest trooid ooilley yn Ellan gys nagh row s’coan lhiannoo jeh daa vlein jeig dy eash nagh row ainjyssagh er yn Saggyrt as er chlashtyn jeh yn pooar va goll marish. ","     However, he said to himself that it was better for him to preach the gospel anywhere he could get the people to turn from their sins to serve God. Finally, he ceded to the people, and he was preaching in chapels and barns and anywhere where the people were meeting, and many people were made new creatures in Christ throughout all of the Island, until there wasn’t hardly a child of twelve years of age that wasn’t acquanted with the priest and had heard of the power that was going with him.","Agh dooyrt eh rish hene dy row e ny share da dy preecheil yn sushtal ayns boayl erbee dy voddagh eck gheddyn yn sleih dy hyndaa voish nyn beccaghyn dy herveish jee, fuy yerrey ren thiggey lesh yn sleih, as ve preecheil ayns cabbalyn as soaltyn as ayns ny boayl er bee dy row yn sleih chaglym as va ymmedee sleih er yannoo cretooryn noa ayns Chreest trooid ooilley yn Ellan gys nagh row scon lhannoo jeh daa vleyn jeig dy eash nagh row ainjyysagh er yn Saggyrt as er chlashtyn jeh yn pooar va gholl marish. ",
"     Va ymmodee jeh ny sharmaneyn dy mennick ayns soaltyn as ayns maghryn as boayl erbee tra veagh yn earish aalin, agh va ny soaltyn mennick ro veg dy chummal ny çhaglymyn da sleih veagh çheet dy chlashtyn eh preaçheil. ","     Many of the sermons were often in barns and in fields and anywhere when the weather would be fine, but the barns were often too small to hold the gatherings of people who would come to hear him preaching. ",Va ymmedee jeh ny sharmem dy mennick ayns soaltyn as ayns maghryn as boayl erbee tra vagh yn earish aalin agh va ny soaltyn mennick roo veg dy cummal ny chaglymyn dy sleih vagh cheet dy clashtyn eh preecheill. ,
"     Tra va’n obbyr wooar shoh ec yn yrjyd, va eirinagh va ayns stayd vie, as v’eh troggal soalt as stabbyl noa marish thie ollee ooilley ayns unnane, as ghow eh ayns laue dy choodagh eh lesh shiaul as briaght yn saggyrt dy heet dy reayl shirveish ayn. Tra va’n thie aarloo dooyrt yn eirinagh dy row yn Saggyrt gaccan dy row dy chooilley hie ro veg da, agh dy jinnagh yn thie shoh cummal sleih dy liooar. Myr shen, ve currit magh ayns ny cabbalyn dy row yn Saggyrt dy phreaçheil ayns yn thie mooar lheid yn oie shen, as dy row reamys dy liooar ayn da shartanse dy hausaneyn. ","     When this great work was at its height there was a farmer who was in a good state, and he was building a barn and a new stable with a a cowhouse all in one, and he undertook to cover it with a sail and ask the priest to come to hold a service in it. When the building was ready the farmer said that the priest was complaining that every building was too small for him, but this building would hold enough people. So, it was announced in the chapels that the priest was to preach in the big building on such and such a night, and that there was enough room in it for several thousand. ","Tra va’n obbyr wooar shoh eck yn yngyd Va erinagh va ayns staayd vie, as ve throggal soalt as stavil noa marish thie olly ooilley ayns unnane, as ghow eh ayns laue dy cooddagh e lesh shiaul as briagh yn saggyrt dy heet dy reeayl shirveish ayn. Tra va’n thie aarloo dooyrt yn erinagh dy row yn Saggyrt gackan dy row dy chooilley hie ro veg, da, agh dy jeanagh yn thie shoh cummal sleih dy looar. Mor shen ve curryt magh ayns ny cavalyn dy row yn Saggyrt dy preecheill ayns yn thie mooar lheid yn oie shen, as dy row reamys Dy lioor ayn da shartanse dy hausaneyn ",
"     Mysh meeiley voish thie yn eirinagh, va’n braar echey cummal as va streeu er ve oc mysh çhymney nyn Ayr, as ren yn braar saa gialdyn nagh jinnagh eh goll stiagh ayns thie yn braar shinney choud as veagh eh bio. Tra haink yn fastyr dy row yn Saggyrt goll dy phreaçheil, ayns yn cheeill vooar, v’eh fastyr aalin as feer kiune as ren yn sleih toshiaght dy haglym gys va’n thie mooar er ny lhieeney as cha row reamys da ooilley yn sleih. ","     About a mile from the farmer’s house, a brother of his was living and there had been strife between them about their father’s will, and the younger brother promised that he wouldn’t go into the older brother’s house as long as he’d live. When the afternoon came when the priest was going to preach, in the big church, it was a beautiful afternoon and very calm, and the people started to gather until the big building was filled and there wasn’t room for all the people. ","Mysh meeilley voish thie yn erinagh, va yn braar eck eh cummal as va strieu er ve ock myst chemney nyn Ayr, as ren yn braar saa ghoaldyn nagh jeannagh eh gholl stiagh ayns thie yn braar shinney choud as vagh eh bio Tra haink yn fastyr dy row yn Saggyrt Gholl dy preecheil, ayns yn keeil Vooar, ve fastyr aalin as feer kuine As ren yn sleih toshaght dy haglym gys va’n thie mooar er ny leenney as cha row reamys da ooilley yn sleih ",
"     Ny-yeih, ren yn skeeal jeh y thie mooar skeayley harrish yn ellan, foddey as gerrid. As ren yn sleih çhaglym veih dy chooilley ayrn jeh lhiattee heear Vannin. Va braar da’n eirinagh ayns yn gharey marish e ven heshey jeeaghyn er yn sleih goll shaghey. As ve feer neu-ooishal nagh row eh son goll gys yn veeiteil marish yn chooid elley jeh yn sleih. Cha voddagh eh cummal gys e obbyr, agh (ren eh) shooyl mygeayrt ayns yn gharey marish yn ven. ","     Anyway, the story of the big building spread over the Island, far and near. And the people gathered from every part of the west side of Mann. The farmer’s brother was in the garden with his wife watching the people going past, and he was very displeased that he couldn’t go to the meeting with the rest of the people; he couldn’t stick to his work, but walking (walked) around in the garden with the wife. ","ny-yeih Ren yn skeeal jeh y thie mooar skealey Harrish yn ellan foddey as gerrid. As ren yn sleih chaglym veih dy chooilley arn jeh lhattie shir vannin. Va braar da yn erinagh ayns yn gaarey marish y ven heshey jeaghyn er yn sleih gholl shaghey. as ve feer nueasal nagh row eh son gholl gys yn meeitteill marysh yn chooid elley jeh yn sleih cha voddagh eh cummal gys y obbyr, agh shooyl mygeayrt ayns yn gaarey marish yn ven. ",
"     “Cha nel dooyt erbee” dooyrt eh rish yn ven “nagh beign booiagh dy gholl gys yn veeiteil marish yn sleih shoh ta goll shaghey, dy chlashtyn yn Saggyrt preaçheil. ","     “There’s no doubt” he said to the wife “that I’d be pleased to go to the meeting with these people who are going past, to hear the priest preach.”","Cha nel dooyt erbee dooyrt eh rish yn ven nagh bee’m boiagh dy gholl gys yn meeitteil marysh yn sleih shoh ta gholl shaghey, dy clashtyn yn Saggyrt preecheill. ",
     “Cre’n oyr nagh vel oo goll eisht?” dooyrt yn ven. ,     “Why don’t you go then?” said the woman.,"Cren oyr nagh vel oo gholl esht, dooyrt yn ven, ",
