Manx,English,Notes
"Lhig da’n slane Seihll cur clashtyn, ","Let the whole world give a hearing,",
Son Jee ta geamagh daue ; ,For God who is calling for them ;,
Rish bleantyn liaur T'eh farkagh. ,For long years He is waiting.,
Er nymmyrk lesh sheelnane ; ,Having upheld mankind ;,
"Son traa nyn mea er n’oll shaghey, ","For when our lives have passed,",
"Ta shinyn er varraile, ","We are expended,",
"Bishaghey mooads nyn peccah, ","Multiplying the extent of our sin,",
Goaill taitnys ayns fardaile.,Taking pleasure in vain.,
"T’eh mysh ny biljyn rowrey, ","He is rooting around the trees,",
Rish bleantyn liaur dy hraa ; ,For long years of time ;,
"Shin tannagh creen sy throwrey, ","We remaining withered in summer,",
Dyn gymmyrk veg ey blaa ; ,Not bearing any fruit ;,
"My loarys Jee yn fockle, ","If God says the word,",
"Yn teigh nee giarrey sheese, ","The axe will cut down,",
Mannaght vel shin eh phobble ,Unless we are his people,
Ta shin meelauit ec Chreest. ,We are disallowed by Christ,
Son Jee ren dooiney cummey ,For God formed man,
"Veih'n joan lesh phoar eh ghoo, ","From the dust with the power of his word,",
"Dagh nhee t'er fie-ny-crynney, ","Everything that is throughout the world,",
Cretooryn smoo as sloo ;,Creatures great and small ;,
"Agh dooinney yn cretooyr ’saalin, ","But man is the finest creature,",
"Veih laueyn eh er-chroo, ","From the hands of his creator,",
"Dagh reiltys currit daasyn, ",Every governance given to him,
Son kione veh harrish dhoo. ,A leader he was over them.,
"V’eh chrooyt cretooyr reasoonagh, ","He was created a reasonable creature,",
"Myrgeddin glen ayns chree, ","Also pure in heart,",
"Va currym eckey ayns cooinaght, ","He had a duty in mind,",
Lesh saarey jeean veih Jee ;,With a stern command from God ;,
"Yn saarey ren Eh Brishey, ","The command he broke,",
Fegooish reasooyn erbee; ,Without any reason;,
Gee mess meelaut yn villey ,Eating the forbidded fruit of the tree,
Chiall adsyn foayr nyn Yee.,They lost their God’s favour.,
"Cre'n caghlaa mooar va eckey,","What a great change he had,",
Ayns eh annym er cheu-sthie ; ,In his soul inside;,
"Jeaynt toiggalagh jeh y lheggey, ","Made to have understanding of the fall,",
Caghlaait veih mie gys sye ; ,Changed from good to bad.,
"Lurg da ve er vrishey yn saarey,","After he had broken the command,",
"Yn Chiarn ren geamagh daa, ","The Lord called to him,",
Feed dullagyn yn gharey,Throughout the leaves of the garden,
Ren Adam roie er chea.,Adam ran away.,
Cre’n coodagh dy veehushtey ,What a covering of ignorance,
Ren skealey er eh chree; ,Spread upon his heart;,
"Va veeghyn laggmyr ushtey,","His guts were slack like water,",
Er creau roish corree Yee ; ,Trembling before God’s anger ;,
"Shoh myr ta’n coontey eckey, ",This is how his account was,
"Cys chiall eb foayr eh Yee, ","How he lost his God’s favour,",
Dagh nane ta baghey ayns peccah,Every one who lives in sin,
Ta’d fegooish shee erbee. ,They are without any peace.,
"Sheelnaue, ta'd lhiggey shaghey","Mankind, they neglect",
Eamyn graasoylagh Yee; ,The graceful calls of God;,
"Myr thalloo seoe yn flaghey, ","Like land soaking up rain,",
Dyn gymmyrk mess erbee ;,Without bearing any fruit;,
T’eh chebbal daaue cheart elley ,He offers them another go,
Dy vow ad myghin veih ; ,To get mercy from him;,
"Goaill arrys lea son peccah, ","Soon regret sin, ",
Credjal ayns mack eh ghraih. ,Believe in the son of his love.,
O hee mayd nish cheleeragh ,O we will presently now see ,
Cre'n stayd va da dooiney ayn ; ,What state there was for man ;,
"Yn Chiarn va da ereeshagh, ",The Lord who was compassionate to him ;,
Hug lesh yn saase gys kione ; ,"Ended the contrivance,",
"Da Adam yiall eh cooney, ","He promised help to Adam,",
Eer Mac smoo deyr e ghraih : ,His own dearest son of his love :,
Smooar va erreish gys dooiney ,How great was his pity for man,
Nagh beeagh eh callit veih. ,That he wouldn’t be lost from him.,
"Shoh myr ren dooiney hoishaght, ","This is what man did first,",
Brasnagh yn Jee dy ghraih. ,Provoking the God of Love.,
As tarn er-hene yn mollagh ,And drawing the curse upon himself,
Gyn phooar dy irree veih ; ,Without power to rise from it;,
Dagh annym nish gowys arrys ,Every soul will now regret,
"As roie dys Chreest son lhye, ",And run to Christ for forgiveness,
Yiow eh veih Jee myr sonnish ,He will get it from God as a whisper,
Yn folleagh dy ghraih. ,Of the mystery of love.,
"Yn cooney va gialt da Adam, ","The help that was promised to Adam,",
V'eh soilshit ayns traa cooie ,Was revealed in due time,
Myrgeddin ren son ainyn,Also made for us,
Tannaghtyn carrey dhooie: ,Remaining a true friend,
"Nyn loghtyn ren eh gymmyrk,","He bore our sins,",
"Ard-Saggyrt er nyn gheu, ","A high priest on our side,",
"As foast t’eh boayl dy chemmyrk,","And he is still a place of shelter,",
"Dauesyn ta troailt gys Niau,",For those who travel to Heaven.,
Yn Chiarn ayns mooads eh chemmey,The Lord in his great compassion,
Hug hooin yn Mac-dy-ghraih ,Sent the Son of Love to us,
Dy ve yn raane son doinney. ,To be the guarantee for man.,
Nagh beeagh eh callit veih ; ,That he won’t be lost from him ;,
Dagh annym nish gow's arrys ,Every soul now will regret,
"As chredjal son pardooyn,",And believe in a pardon for,
Yn peccah mooar ta harrish ,The great sin that is over,
T'eh gialdyn lhye tra tayn.,He promises forgiveness now.,
T’eh possible da’n doinney ,It’s possible for the man,
"Nee chredjal ayns yn ’Eayn, ","Who will believe in the Lamb,",
Ny sleidjyn ve er ny scoughey ,(For) mountains to be shifted,
Dys mean ny faarkaghyn ; ,To the middle of oceans ;,
"Myr clagh veagh ceaut sy diunid, ",Like a stone thrown ino the deep,
Bee eh pheecah er ny lhye ; ,His sin will be forgiven ;,
Ghoaill solley mooar ayns riuryd. ,Greatly enjoying in excess.,
Cur olkys foddey veih. ,Rejecting evil.,
Shirveishey yn Chiarn ta coyrleagh ,Serving the Lord who counsels,
"Dy mennick laa as oie, ","Often day and night,",
Ny creeghyn stubborn moayrnagh ,"The stubborn, proud hearts",
Ta shassoo foadey veih ;,That stand far from him;,
Cha moo ta nane och agglit ,Neither is one of them afraid,
Roish baggyrtyn eh Ghoo. ,Before the threats of his word.,
"Kiraillyn nyn greeghyn chaglit,",The cares of our assembled hearts,
Gyn leeah dy scarrey roo. ,Not soon to separate from them,
"Ta peccah geam son cerragh, ",Sin calls for punishment,
"Liorish ve brasnagh Jee,","By being a provocation of God,",
Jammoose yn Chairn ne berragh ,The wrath of the Lord will bear,
Er ny meeviallee : ,On the the disobedient,
Be eh hideyn jeant er meshtey ,His arrows will be made drunk,
"Lesh fuill meehrauee yn theihll, ","With the ungodly blood of the world,",
"Cha jen eu goaill nyn lheshtal, ","He will not accept their excuses,",
Ta soiagh beg jeh choyrle. ,That despise advice,
"O Shiuish eh shirveishee, ",O you his servants.,
"Smooar t'er nyn gurrym lie, ","How great is lying on your duties,",
Jeagh shiu son oayle ny kirree. ,Look for the haunt of your sheep.,
Vell ad ayns abeyr mie ; ,Are they in a good pasture ;,
"Vell ushtey ek ny sholtaney,","Does the flock have water,",
